id,type,text1,text2,text3,text4,text5,notes
rat_abyss_rift_entrance,CUSTOM,"Сильно искаженная область пространства-времени. При сближении разлом кажется все больше и больше, пока полностью не окружает приближающийся объект. Похоже, что-то генерирует его изнутри.",,,,,
rat_abyss_rift_station,CUSTOM,"Одинокая станция в центре этой аномалии. Похоже, именно она и создает этот пространственно-временной разлом.",,,,,
,,,,,,,
rat_abyss_warning_beacon,CUSTOM,"Полностью автономный предупреждающий маяк. Оснащен твердотельной энергосистемой, обеспечивающей теоретически возможную работу и удержание позиции с периодом полураспада в сотни тысяч циклов.

Проницательный капитан звездолета не проигнорирует это предупреждение.",,"Полностью автономный предупреждающий маяк. Оснащен твердотельной энергосистемой, обеспечивающей теоретически возможную работу и удержание позиции с периодом полураспада в сотни тысяч циклов.

Проницательный капитан звездолета не проигнорирует это предупреждение.",,,
rat_abyss_gate,CUSTOM,"Безмолвное кольцо из адамантинового материала, реликт прежней эпохи. Этот вратный узел уникален тем, что когда-то поддерживал активные соединения в среде, похожей на гиперпространство. И каким-то образом, в отличие от прочих мест в гипере, глубины не мешают его компонентам.",,,,,
rat_genesis_memorial,CUSTOM,Небольшой зонд на орбите Бездны; ранее флот никогда не отмечал его присутствия.,,,,,
,,,,,,,
rat_abyss_fabrication,CUSTOM,"Заброшенная станция с оборудованием для производства компонентов из местной бездновой материи. Сканирование показывает, что она мертва уже очень давно.",,,,,
rat_abyss_accumalator,CUSTOM,"Станция, собирающая бездновую материю в больших объемах; внутри расположены перерабатывающие мощности для быстрого автономного производства.",,,,,
rat_abyss_research,CUSTOM,"Уникальная заброшенная исследовательская станция, вероятно проводившая эксперименты с экзотической материей местного безднового биома.",,,,,
rat_abyss_drone,CUSTOM,"Заброшенный многоцелевой дрон, вероятно использовавшийся для доставки материалов, сканирования зон и развертывания малых дрон-кораблей для задач в глубинах Бездны.",,,,,
rat_abyss_transmitter,CUSTOM,"Относительно небольшой передатчик, использовавшийся для построения сети связи между зонами глубин Бездны и для измерения местных феноменов.",,,,,
rat_abyss_unknown_lab,CUSTOM,"Небольшая станция, о существовании которой не сохранилось записей. Сканирование показывает, что она могла быть заброшена еще до Коллапса.",,,,,
rat_military_outpost,CUSTOM,"Небольшой военный аванпост, не фигурирующий ни в каких сохранившихся записях.",,,,,
rat_sariel_outpost,CUSTOM,"Небольшой аванпост, подвешенный в глубинах. Подобные сооружения использовались для размещения тех, кто надолго оставался в этом районе. Сканирование указывает, что в доках могут быть ценные остатки.",,,,,
,,,,,,,
,,,,,,,
rat_abyss_beacon,CUSTOM,"Рукотворный маяк для освещения глубин Бездны в районах без фотосфер и других естественных источников света. В отличие от прочих источников, он не может поддерживать постоянную яркость, поэтому менее надежен для локальных операций, но все же лучше, чем ничего.",,,,,
,,,,,,,
,,,,,,,
rat_chronos_core,RESOURCE,"Ядро, напоминающее альфа-ИИ. Похоже, оно сильно изменено, но кем и как — неизвестно: на подобные попытки ядро не реагирует. Обладает высоким сродством к механизмам манипуляции временем.",,,,,
rat_cosmos_core,RESOURCE,"Ядро, напоминающее альфа-ИИ. Похоже, оно сильно изменено, но кем и как — неизвестно: на подобные попытки ядро не реагирует. Обладает высоким сродством к механизмам искривления пространства.",,,,,
rat_seraph_core,RESOURCE,"Странное ядро из глубин Бездны. Оно не способно обрабатывать обычные речевые шаблоны, но, похоже, понимает команды. Даже по меркам искусственного интеллекта выглядит особенно безрассудным.",,,,,
rat_primordial_core,RESOURCE,"Совершенно непостижимое ИИ-ядро: при прямом наблюдении создает ощущение, будто позволяет заглянуть в совершенно иное пространство. При интеграции с автоматизированным кораблем часть этого свойства передается ему.",,,,,
,,,,,,,
rat_ceto,SHIP,Небольшой и быстрый истребитель с крепким щитом. Его оружие может временно снижать эффективность брони противника.,,,,,
,,,,,,,
rat_merrow,SHIP,"Довольно специализированный корабль: с переменным вооружением у него не густо, зато встроен мощный луч, способный генерировать огромный поток на щитах и вызывать электромагнитные помехи в корпусе противника.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
rat_makara,SHIP,"Корабль, который наш экипаж часто называет младшим братом ""класса Aboleth"". Пусть он не так универсален, само по себе удивительно, что подобный набор удалось уместить в корпус фрегата. Он идеально дополняет слабые стороны союзников и способен быстро уйти из-под удара при необходимости.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
rat_chuul,SHIP,"При наблюдении в составе вражеских автономных флотов ИИ-ядро этого корабля ведет себя намного агрессивнее, чем при управлении любым другим корпусом. Иногда это приносит хорошие результаты, но так же часто приводит к ситуациям, из которых он едва может выбраться.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
rat_aboleth,SHIP,"Один из самых распространенных и стабильных кораблей бездновой доктрины. Трудно однозначно сказать, в чем сила ""Аболета"": он хорош почти во всем. Ослабленная версия корабельной системы ""Temporal Shell"", адаптированная под его размер и доктрину, делает любой бой для него потенциально выигрышным.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
rat_aboleth_m,SHIP,"Один из самых распространенных и стабильных кораблей бездновой доктрины. Трудно однозначно сказать, в чем сила ""Аболета"": он хорош почти во всем. Ослабленная версия корабельной системы ""Temporal Shell"", масштабированная под его размер и доктрину, делает любой бой для него потенциально выигрышным.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
rat_morkoth,SHIP,Чрезвычайно мощный корабль который внушает страх любому вражескому экипажу. Редко действует в одиночку: его системы позволяют ему быть главным якорем безднового флота и усиливать всех союзников. Неясно зачем в настолько удаленном месте нужна такая огневая мощь.,Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
,,,,,,,
rat_raguel,SHIP,Быстрый и надежный фрегат заметно переоснащенный для своего класса. Развертывание обходится дорого но полностью себя оправдывает. Кристаллоподобная структура в центре похоже поглощает остаточный поток и позволяет кораблю «прыгать» во времени. В бою эта способность дает ему возможность внезапно окружать врага и прокладывать путь союзникам.,Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
rat_sariel,SHIP,"Основной корабль безднового архетипа ""Серафимы"", судя по датаспек-чипу корпуса. Это редкая, но исключительно живучая группа кораблей. Таинственная система поглощает остаточный поток от попаданий в корпус и переводит собственные системы в режим форсажа. Похоже, сам корабль специально рассчитан на самостоятельную охоту против любой выбранной цели.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
rat_raphael,SHIP,"Уникальный вариант класса Sariel с неясным происхождением. Он переоборудован под ИИ-персону Сьерра, вплоть до установки ее любимой фазовой системы, но с проявлением бездновой энергии. Сильное влияние и бездновых, и аномальных фазовых аспектов делает этот корабль впечатляющим: он появляется из ниоткуда и обрушивает всю свою мощь.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
rat_gabriel,SHIP,"Пугающее присутствие: вне активного развертывания почти невидим на экранах радаров. Эффект создается его уникальным и плохо изученным фазовым приводом, который проходит через двигательную секцию корабля словно хребет. Крайне рекомендуется соблюдать осторожность: его пространственные манипуляции непредсказуемы.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
,,,,,,,
rat_prayer,SHIP,"ОШИБКА ИДЕНТИФИКАЦИИ: цель не соответствует ни одному известному классу кораблей в реестре Домена или исторических справках. Отправить данные для временной записи? Обработка. ОШИБКА // ПРЕВЫШЕН ПОРОГ НАРУШЕНИЙ ИНФОБЕЗОПАСНОСТИ ДОМЕНА
// повторить?
 Обработка. ОШИБКА // Молитва проклятых
// повторить?
 Обработка. ОШИБКА // ОШИБКА
// обработка не удалась.

НЕМЕДЛЕННО свяжитесь с DOMAIN INFOSEC для проверки соответствия стандартам информационной безопасности Домена.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
,,,,,,,
rat_saint,SHIP,"ОШИБКА ИДЕНТИФИКАЦИИ: цель не соответствует ни одному известному классу кораблей в реестре Домена или исторических справках. Отправить данные для временной записи? Обработка. ОШИБКА // ПРЕВЫШЕН ПОРОГ НАРУШЕНИЙ ИНФОБЕЗОПАСНОСТИ ДОМЕНА
// повторить?
 Обработка. ОШИБКА // Из глубин
// повторить?
 Обработка. ОШИБКА // Снова возрожден
// обработка не удалась.

НЕМЕДЛЕННО свяжитесь с DOMAIN INFOSEC для проверки соответствия стандартам информационной безопасности Домена.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
,,,,,,,
rat_genesis_serpent_head,SHIP,"Корпус похож на ранее встреченные образцы, но искалечен до неузнаваемости, хотя отдельные черты все еще читаются. Корабль состоит из цепи отдельных невероятно гибких сегментов. Ни один известный материал не соответствует прочности на растяжение, демонстрируемой его компонентами.",Класс Genesis,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
rat_genesis,SHIP,"Корпус похож на ранее встреченные образцы, но искалечен до неузнаваемости, хотя отдельные черты все еще читаются. Операции флота рядом с этим кораблем опасны для всех. Постоянная пространственная нестабильность вокруг него делает его угрозой для любого соседнего корпуса, а из-за слабого понимания его устройства неизвестно, какие действия могут привести к смертям.",Класс Genesis,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш datapad Tri-Tachyon, чтобы получать последние новости и обновления.",,,
,,,,,,,
,,,,,,,
rat_abyssal_current,SHIP_SYSTEM,"При активации корабль может выстрелить из встроенного оружия ""Abyssal Wave Emitter"". Этот луч наносит короткий всплеск урона и частично проводит ЭМИ-урон через испускаемые ЭМИ-дуги.",,,,,
rat_abyssal_skimmer,SHIP_SYSTEM,"Мгновенно смещает корабль на некоторое расстояние в направлении его движения. На короткое время после активации время замедляется, а рассеивание потока увеличивается на 25%.",,"Мгновенно смещает корабль на некоторое расстояние в направлении его движения. На короткое время после активации время замедляется, а рассеивание потока увеличивается на 25%.",перемещает | замедление | 25%,,
rat_abyssal_cloak,SHIP_SYSTEM,"Временно удваивает течение времени для корабля, снижает получаемый урон на 20% и увеличивает урон немиссильного оружия на 10%. Также действует на все истребители, выпущенные кораблем.",,"Временно удваивает течение времени для корабля, снижает получаемый урон на 20% и увеличивает урон немиссильного оружия на 10%. Также действует на все истребители, выпущенные кораблем.",удваивает | 20% | 10%,,
rat_abyssal_charge,SHIP_SYSTEM,"Мгновенно повышает маневренность и максимальную скорость корабля. Затем ко всем союзникам в радиусе 1500 ед. отправляются энергетические импульсы. У затронутых союзников вдвое сокращаются перезарядки и время восстановления зарядов корабельных систем, а также применяются несколько дополнительных бонусов. Эффект длится 7 секунд.",,"Мгновенно повышает маневренность и максимальную скорость корабля. Затем ко всем союзникам в радиусе 1500 ед. отправляются энергетические импульсы. У затронутых союзников вдвое сокращаются перезарядки и время восстановления зарядов корабельных систем, а также применяются несколько дополнительных бонусов. Эффект длится 7 секунд.",1500 | вдвое | 7,,
rat_raguel_system,SHIP_SYSTEM,Дает кораблю короткий но экстремальный прирост течения времени. Заряды не восстанавливаются пассивно: вместо этого корабль получает один заряд за каждые 5000 урона нанесенного другим кораблям пока система неактивна.,,Дает кораблю короткий но экстремальный прирост течения времени. Заряды не восстанавливаются пассивно: вместо этого корабль получает один заряд за каждые 5000 урона нанесенного другим кораблям пока система неактивна.,5000,,
rat_sariel_system,SHIP_SYSTEM,"Отключает щиты и блокирует любые увеличения дальности оружия из других источников (моды корпуса, навыки). Взамен снижает весь входящий урон, повышает скорострельность и урон оружия, а также улучшает маневренность корабля.",,,,,
rat_raphael_system,SHIP_SYSTEM,"Ненадолго разрывает корабль в альтернативное измерение, где по нему нельзя попасть, время течет быстрее, а скорость повышается. Хранит до двух зарядов. При активации и во время действия накапливает жесткий поток. После завершения корабль на 3 секунды получает +20% к урону и скорострельности оружия.",Защитная,"Ненадолго разрывает корабль в альтернативное измерение, где по нему нельзя попасть, время течет быстрее, а скорость повышается. Хранит до двух зарядов. При активации и во время действия накапливает жесткий поток. После завершения корабль на 3 секунды получает +20% к урону и скорострельности оружия.",20% | 3,,
rat_temporal_stasis,SHIP_SYSTEM,Перемещает выбранный корабль в радиусе 900 ед. в другое измерение где время течет значительно медленнее. Во время действия системы по цели нельзя попасть она не может отвечать и игнорируется противниками. Эффект также распространяется на все выпущенные ею истребители.,,Перемещает выбранный корабль в радиусе 900 ед. в другое измерение где время течет значительно медленнее. Во время действия системы по цели нельзя попасть она не может отвечать и игнорируется противниками. Эффект также распространяется на все выпущенные ею истребители.,900 | медленнее | нельзя попасть и ответить,,
,,,,,,,
rat_prayer_system,SHIP_SYSTEM,"Корабль включает форсажный привод, повышающий максимальную скорость, но снижающий скорость поворота. Оружие ""Final Call"" может стрелять только пока система активна. Эффективная масса корабля во время форсажа удваивается.",,"Корабль включает форсажный привод, повышающий максимальную скорость, но снижающий скорость поворота. Оружие ""Final Call"" может стрелять только пока система активна. Эффективная масса корабля во время форсажа удваивается.","форсажный привод | ""Final Call""",,
rat_saint_system,SHIP_SYSTEM,"Создает две единицы Prayer, разделяющие ИИ-ядро корабля. Требует 100 Фрагментов и снижает боеготовность корабля на 7.5% до конца боя. Система действует 30 секунд и может быть отключена вручную. При деактивации выжившие единицы Prayer запускают суицидальный форсаж. Пока система активна, сброс потока невозможен.",,"Создает две единицы Prayer, разделяющие ИИ-ядро корабля. Требует 100 Фрагментов и снижает боеготовность корабля на 7.5% до конца боя. Система действует 30 секунд и может быть отключена вручную. При деактивации выжившие единицы Prayer запускают суицидальный форсаж. Пока система активна, сброс потока невозможен.",единицы Prayer | ИИ-ядро | 100 | 7.5% | 30 | переключаемо | суицидальный форсаж,,
,,,,,,,
rat_spatial_disturbance,SHIP_SYSTEM,Сильно повышает течение времени и маневренность корабля на короткий период. Система имеет несколько зарядов.,,Сильно повышает течение времени и маневренность корабля на короткий период. Система имеет несколько зарядов.,течение времени | маневренность,,
rat_primordial_cloak,SHIP_SYSTEM,"Временно повышает течение времени корабля на 50%, снижает получаемый урон на 20% и увеличивает урон немиссильного оружия на 10%. Действует на все модули корабля.",,"Временно повышает течение времени корабля на 50%, снижает получаемый урон на 20% и увеличивает урон немиссильного оружия на 10%. Действует на все модули корабля.",50% | 20% | 10%,,
,,,,,,,
#Abyss Builtins,,,,,,,
rat_merrow_beam,WEAPON,Мощный луч способный стрелять только при активной корабельной системе. Очень эффективен по расходу потока и представляет серьезную угрозу незащищенным корпусам благодаря высокому ЭМИ-урону.,,,,,
,,,,,,,
rat_sariel_launcher_left,WEAPON,Небольшая ракетная установка перезаряжающая боезапас за счет поглощения остаточного потока вокруг выбранных целей.,,,,,
rat_sariel_launcher_right,WEAPON,Небольшая ракетная установка перезаряжающая боезапас за счет поглощения остаточного потока вокруг выбранных целей.,,,,,
rat_raphael_launcher_left,WEAPON,Небольшая микроракетная установка получающая энергию от локальных фазовых феноменов.,,,,,
rat_raphael_launcher_right,WEAPON,Небольшая микроракетная установка получающая энергию от локальных фазовых феноменов.,,,,,
,,,,,,,
rat_genesis_motelauncher,WEAPON,"Оружие, выбрасывающее множество микроскопических зарядов, разрывающих окружающее пространство и создающих временную сингулярность, из которой ничто не может вырваться.",,,,,
rat_genesis_motelauncher_pd,WEAPON,"Оружие, выбрасывающее множество микроскопических зарядов, разрывающих окружающее пространство и создающих временную сингулярность, из которой ничто не может вырваться.",,,,,
rat_genesis_construct_flamer_large,WEAPON,"Плазмомет исключительной мощности. Он способен поджечь все, что хотя бы немного приблизится.",,,,,
,,,,,,,
,,,,,,,
#Abyss Weapons,,,,,,,
rat_shortfin,WEAPON,"Скорострельное оружие ПВО, способное справляться с широким спектром угроз при низкой стоимости по потоку.",,,,,
rat_ceto_blaster,WEAPON,"Небольшой кинетический бластер, встроенный в Ceto. Благодаря особым свойствам плазмы снаряда попадания по корпусу могут временно ослаблять эффективность брони цели.",,,,,
rat_ceto_laser,WEAPON,"Небольшой луч, позволяющий Ceto наносить заметный урон бронированным целям.",,,,,
rat_lusca,WEAPON,"Короткодействующий бластер, представляющий угрозу щитам. Благодаря особым свойствам плазмы снаряда попадания по корпусу могут временно ослаблять эффективность брони цели.",,,,,
rat_humpback,WEAPON,"Дальнобойный бластер, стабильно давящий вражеские щиты. Благодаря особым свойствам плазмы снаряда попадания по корпусу могут временно ослаблять эффективность брони цели.",,,,,
rat_haddock,WEAPON,"Крупный бластер, способный легко подавлять вражеские щиты. Благодаря особым свойствам плазмы снаряда попадания по корпусу могут временно ослаблять эффективность брони цели.",,,,,
rat_leviathan,WEAPON,"Leviathan — дальнобойный рельсотрон, способный наносить урон обороне противника в любых условиях, но особенно эффективный по целям без активных щитов.",,,,,
,,,,,,,
rat_cecaelia,WEAPON,"Дробовик, выпускающий по вражескому кораблю высокоэнергетические пеллеты. Эти снаряды оставляют после себя высокоэнергетические ионы, подавляющие флаксовые вентиляторы цели.",,,,,
rat_calypso,WEAPON,"Быстро выпускает тонкие снаряды, проникающие в корпус цели и вызывающие небольшие, но эффективные внутренние взрывы, ускоряющие разрушение брони противника.",,,,,
,,,,,,,
rat_seadragon_rack,WEAPON,"Запускает Seadragon DEM, высвобождающие энергетические всплески при попадании в цель. Отлично заставляют капитанов пожалеть о решении опустить щиты. Боезапас восстанавливается со временем.",,,,,
rat_seadragon,WEAPON,"Запускает несколько Seadragon DEM, высвобождающих энергетические всплески при попадании в цель. Отлично заставляют капитанов пожалеть о решении опустить щиты. Боезапас восстанавливается со временем.",,,,,
,,,,,,,
rat_asterina,WEAPON,"Небольшое лучевое орудие, способное надежно подавлять вражеские щиты, однако его эффективность падает по мере роста потока у цели.",,,,,
rat_asterias,WEAPON,"Лучевое орудие, способное надежно подавлять вражеские щиты, однако его эффективность падает по мере роста потока у цели.",,,,,
rat_seabream,WEAPON,"Импульсное лучевое орудие, способное эффективно пробивать броню цели. Может накапливать несколько зарядов для быстрого повторного выстрела.",,,,,
,,,,,,,
rat_azazel_blade,WEAPON,"Испускает десятки маленьких, но энергетически насыщенных осколков, которые, похоже, притягиваются к ближайшим флаксовым сигнатурам. Их яркое голубое свечение красиво на оптических сенсорах, но вся красота исчезает, когда они прорывают корабельные щиты.",,,,,
rat_apollyons_end,WEAPON,"Стреляет быстрыми и сильно заряженными сгустками энергии по целям. Выстрелы точны, от них трудно уклониться, и они легко продавливают большинство бронекорпусов.",,,,,
rat_lucifers_wrath,WEAPON,"Выпускает массивный поток гиперпространственной плазмы, повергающий в хаос все, к чему прикасается. Попавшее в его хватку может уже не вырваться.",,,,,
rat_abaddon_lance,WEAPON,"Оружие, не имеющее аналогов в известной вселенной. Во время зарядки оно сжимает невероятный объем энергии, который затем разряжается за миллисекунды и отправляет в цель чудовищную взрывную силу.",,,,,
,,,,,,,
rat_prayer_missile_wep,WEAPON,[ОТСУТСТВУЮЩАЯ ЗАПИСЬ - ДУБЛЬ?],,,,,
,,,,,,,
,,,,,,,
#Abyss Logs,,,,,,,
rat_abyss_log0,CUSTOM,Бездновая материя,"У этой среды много уникальных особенностей, но один из ключевых факторов — экзотическая материя, окутывающая ее целиком. В отличие от вакуума космоса, движение сквозь нее создает постоянное сопротивление на поверхности корпуса, и хотя действующие силы относительно слабы, их постоянство резко увеличивает объем необходимого обслуживания.

Не говоря уже о том, что наши сенсорные приборы почти бесполезны: их сигналы затухают уже после прохождения даже коротких расстояний в этой субстанции. По сути мы летим вслепую.

Лично меня звук, с которым корабль проталкивается сквозь бездновую материю, даже успокаивает; приятная смена темпа после мертвой тишины обычного космоса.

Некоторые члены экипажа утверждают, что слышат не только этот шум, но я склонен списывать это на паранойю из-за полной изоляции.
",,,,
rat_abyss_log1,CUSTOM,Таинственные частицы,"В толще бездновой материи изредка встречаются небольшие сгустки особенно заряженной массы. Мы пока не понимаем процесс их образования, но для нас они оказались весьма полезны. Сенсоры могут отличать их от остальной среды и отслеживать траектории. Это помогает анализировать смещения потоков и выбирать маршрут с наименьшим сопротивлением.

Однако есть зоны с особенно высокой концентрацией таких частиц, и их прохождение вызвало у нашего флота не менее десятка электронных сбоев.

Некоторым членам экипажа нравится наблюдать эту аномалию через приборы флота; по их словам, она напоминает погоду родного мира.
",,,,
rat_abyss_log2,CUSTOM,Автономные операции,"Со временем экспедиции в глубины Бездны участились. По мере того как мы находили новые применения бездновой материи в технологиях, все больше сторон, несмотря на риск, начинали проявлять интерес.

Из-за этого нового интереса местность наводнили автономные дрон-корабли. Все пытаются урвать свою долю финансовой выгоды, и это куда проще, когда корпуса не нужно доводить до человеческих стандартов, а семьям экипажа не нужно выплачивать компенсации за случайные смерти.

Несмотря на это, ИИ-ядра временами оказываются ненадежными. Дроны иногда пропадают на дни после расчетной даты прибытия, а сами ядра во время полетов нередко становятся вялыми и плохо реагируют.

Вся эта суета даже привела к постройке новых врат рядом с поверхностью Бездны. Сначала были опасения, как они будут взаимодействовать со средой, но в итоге, похоже, все работает нормально.
",,,,
rat_abyss_log3,CUSTOM,Беспредельность,"Когда мы впервые обнаружили глубины Бездны, пройти этот рельеф не удавалось, и нам пришлось ждать дополнительных припасов и улучшенных корпусов из-за врат. Пытаться проводить экспедиции без этого оборудования было бы самоубийством.

Мы пересекаем ее уже месяцы: каждый раз, когда всплываем обратно в гиперпространство и снова ныряем вниз, продвигаемся еще глубже, но уже давно не можем найти ничего принципиально нового.

И все же у этого места будто нет конца. Нам еще так много нужно объяснить, и я уверен, что ответы лежат где-то еще глубже.
",,,,
rat_abyss_log4,CUSTOM,Срыв графика,"Мы зависели от запланированных поставок, чтобы держать эту станцию в рабочем состоянии, но прошло уже несколько дней, а флоты так и не прибыли. Мы пытались связаться с соседними станциями в поисках помощи, но в ответ слышим ту же жалобу.

Неужели так трудно отправить новые припасы через врата, особенно когда на кону столько капитала? Насколько же там наверху некомпетентны и безответственны? Если так продолжится, нам придется бросить эту станцию и уходить на верхние уровни. Остается надеяться, что станции по пути смогут выделить нам припасы для обратного маршрута.
",,,,
rat_abyss_log5,CUSTOM,Прорыв,"Уже не раз дефекты в корпусе очередного несчастного судна приводили к прорыву экзотической материи внутрь. Пока нам везло: все такие прорывы удавалось устранить до худшего сценария.

Но один случай до сих пор не выходит из головы. Во время одного из прорывов член экипажа получил прямой контакт этой субстанции с кожей. Скажем так, для него это закончилось плохо. Сначала он выглядел нормально, но всего через несколько часов начал кричать от боли. Медкоманда не нашла явных повреждений в организме, однако вскоре он умер от шока.

Что бы это ни было, я не хочу находиться рядом с этим дерьмом. И все это — от краткого контакта с кожей. Не хочу даже думать, насколько хуже может быть при длительном воздействии.
",,,,
rat_abyss_log6,CUSTOM,Давление,"Чем глубже мы спускаемся, тем плотнее становится окружающая материя. Мы пытались пройти еще дальше, но эта плотность создает слишком серьезные логистические и навигационные проблемы. Даже с недавним ростом активности ни один разумный человек не настолько безрассуден, чтобы идти туда. Почти исключительно дроны отправляли в эти зоны, но, подтверждая нашу теорию о непригодности тех областей для обитания, возвращаются лишь единицы.

У тех, кто возвращается, ядра выглядят странно... словно изуродованными. Не столько физически, сколько по поведению — мягко говоря, необычному. Их проверяли на повреждения, но ничего существенного не нашли.
",,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
#Exo,,,,,,,
