id,type,text1,text2,text3,notes
JYD_spirited,SHIP,"Spirited обменивает огневую мощь на ангар для трех шахтерских дронов, спасательный комплект и пакет обследования, занимая нишу между исследовательским судном и боевым кораблем.",Тендер дронов,,
JYD_intense,SHIP,"JYD разработали Intense для помощи шахтерским флотам, пока те трудятся среди опасностей шторма.",Тяжелый крейсер,,
JYD_courageous,SHIP,"Courageous способен выводить в бой большие рои истребителей и дронов, имея крепления для широкой поддержки ПКО и нанесения врагам урона уровня капитального корабля.",Тяжелый авианосец,,
JYD_loyal,SHIP,"Loyal был создан JYD как доказательство концепции автоматизированной добычи с минимальным экипажем, сейчас находящееся на рассмотрении Гегемонии. Он оснащен одним тяжелым дроном, тремя дронами Botfly, 10 оружейными креплениями, демонтажным комплексом и комплектом обследования, но требует лишь небольшой экипаж.",Тендер дронов,,
JYD_irksome,SHIP,"Сделанный из выдолбленной оболочки астероида, Irksome служит специализированным шахтерским грузовым кораблем. Он имеет спасательный комплект и хороший грузовой объем, но лишен щитов, полагаясь на усиленный корпус и тяжелую броню против опасностей глубинной добычи.",Утилитарный грузовик,,
JYD_intelligent,SHIP,Intelligent разработан JYD как средний перевозчик с сенсорным массивом и шахтерскими дронами. Это отличный выбор для планетарных обследований и добычи минералов.,Грузовик,,
JYD_smart,SHIP,"JYD разработали Smart как независимую платформу, добавив удачно расположенные оружейные крепления, систему обследования и спасательный комплект. Хорошие грузовые и топливные запасы помогают лучше использовать дальнюю разведку и добычу.",Тяжелая платформа-перевозчик,,
JYD_troublesome,SHIP,"Чтобы шахтерские флоты могли работать в секторах, кишащих пиратами, JYD заказали Troublesome для перевозки и высадки морпехов. Он оснащен дронами Termite, способными прорезать переборки и помогать войскам зачищать стационарные угрозы.",Транспорт войск,,
JYD_relaxed,SHIP,"Relaxed разработан JYD, чтобы выдерживать суровые условия астероидной добычи. Замена ракетного крепления Dram на малую турель и усиление корпуса внешним баком сделали его более прочной и полезной заменой.",Танкер,,
JYD_splendid,SHIP,"Сняв большую часть базовой брони Mudskipper, JYD создали Splendid, лучше подходящий для шахтерских флотов благодаря дополнительному дрону Borer и омни-щиту.",Персональный транспорт,,
JYD_adorable,SHIP,"Adorable был создан JYD для поддержки добычи при работе эскортом флотов. Его в основном используют как разведчик благодаря скорости, а способность к коротким баллистическим рывкам делает его хорошим застрельщиком.",Тяжелый фрегат,,
JYD_knowledgeable,SHIP,"Knowledgeable способен перевозить огромные объемы грузов и топлива, поддерживая шахтерские флоты JYD в длительных походах в глубоком космосе, а шахтерские дроны позволяют ему собирать руду напрямую.",Супергрузовик,,
JYD_sharp,SHIP,"Среднелинейный линейный крейсер, построенный из обломков Tri-Tachyon, найденных в их системе. JYD модернизировали его под гибридную систему вооружения, чтобы использовать как баллистическое, так и энергетическое оружие.",Линейный крейсер,,
JYD_industrious,SHIP,"Industrious был создан JYD как крупный утилитарный шахтерский корабль, разбивающий целые астероиды и подтягивающий большие обломки захватными манипуляторами для переработки. Он оснащен демонтажным комплексом, модулем обследования, хорошо вооружен и несет двух тяжелых дронов, что делает его ценным активом в добывающих экспедициях.",Утилитарный,,
JYD_commanding,SHIP,"Commanding был создан для адмиралов флота JYD, чтобы контролировать все аспекты управления. На границе между утилитарным авианосцем и тяжелым крейсером, он способен сильно ударить, нести истребительное сопровождение и собирать обломки после боя.",Командный крейсер,,
JYD_fetching,SHIP,"Fetching со встроенной автокузницей и расширенными ракетными стойками считается жестоким соперником для длительных развертываний. Чтобы компенсировать отсутствие креплений ПКО, он несет двух встроенных поддерживающих дронов Gnat и две встроенные противоракетные установки.",Ракетный крейсер,,
JYD_peppy,SHIP,"Peppy - ответ JYD на логистические проблемы дальних походов. Ограничив вооружение тремя встроенными креплениями ПКО и двумя дронами поддержки, они смогли уместить все нужные логистические модификации и сократить число кораблей.",Тяжелая логистика,,
JYD_cordelia,SHIP,"Cordelia - среднелинейное крейсерское предложение JYD: хорошо вооруженный корабль с широким набором гибких креплений, способных нести как ракеты, так и энергетическое оружие, превосходно выполняющий свою роль.",Крейсер,,
JYD_eager,SHIP,JYD разработали этот фрегат под нужду адмиралов в малом быстром авианосце для стычек. Оснащен носовой антенной усиления сенсоров и нестандартной палубой запуска.,Легкий авианосец,,
JYD_confident,SHIP,"Адмиралам JYD требовался более крупный танкер для средних флотов, но они не хотели терять боевой слот, поэтому был создан новый концепт боевого танкера размером с крейсер.",Боевой танкер,,
JYD_intelligentmkq,SHIP,"Воспользовавшись избытком деталей от множества разбитых Buffalo, встречающихся по всему сектору, JYD переделали этот Q-вариант Intelligent в ракетный эсминец. Убрав сенсорный массив и большую часть грузового пространства, они смогли установить расширенную ракетную систему, две носовые жесткие точки, а также дополнительные средние и малые крепления. Боковые двигатели повысили маневренность. Изначальные боковые отсеки для шахтерских дронов также были переделаны в дроновую площадку с двумя встроенными дронами ПКО Gnat. Издалека его сенсорный профиль похож на Buffalo, но пиратам стоит опасаться такой смертельной ошибки.",Эсминец,,
JYD_stalwart,SHIP,"JYD разработали Stalwart как прикрытие для флотов, сосредоточенных на спасательных работах, разведке и добыче ресурсов. Хорошая грузовая вместимость, мощное вооружение, спасательная система и система обследования сделали его любимцем многосекторных исследователей, мусорщиков и старателей.",Исследовательский крейсер,,
JYD_rambunctious,SHIP,Rambunctious был создан JYD для толкания и буксировки разбитых корпусов. Тяжело бронированный скошенный нос и форсаж позволяют ему сдвигать с пути большинство остовов.,Буксировщик обломков,,
JYD_energetic,SHIP,"JYD разогнали Energetic, напрямую связав потоковые каналы с ядром двигателя. Это дает исключительную скорость, но сильно ухудшает маневренность и стоимость обслуживания. В сочетании с микрорывком он способен быстро захватывать боевые цели или догонять бегущих врагов.",Фрегат преследования,,
JYD_protective,SHIP,"Поскольку большая часть флота JYD состоит из медленных тяжело бронированных кораблей, они добавили этот легко бронированный, но быстрый и маневренный корабль с защитой от ЭМИ и системой демпфера. Protective можно оснастить как смешанного застрельщика, выделенную платформу ПКО или легкий ракетный крейсер.",Легкий крейсер,,
JYD_endurance,SHIP,"Чтобы поддержать адмиралов волчьих стай, желающих использовать новые крупные ракеты JYD, Endurance оснастили ракетной автокузницей и одной большой жесткой точкой.",Эсминец,,
JYD_reliable,SHIP,"Укрепленный против ЭМИ крейсер с гибридными турелями, разработанный JYD как корабль подавления.",Крейсер,,
JYD_rugged,SHIP,"Командный корабль для адмиралов JYD, предпочитающих быстрые составы волчьих стай.",Эсминец,,
JYD_curious,SHIP,"Адмиралам волчьих стай потребовался танкер для разведывательных флотов, который можно было бы вводить в бой, поэтому JYD создали этот вариант танкера, чтобы сократить число кораблей во флоте.",Боевой танкер,,
JYD_hardy,SHIP,"Прочный эскортный эсминец JYD со встроенными противоистребительными ракетами и двумя ракетными модулями Manticore, дающими волчьим стаям поддержку ПКО и дальнобойный ракетный потенциал.",Тендер модулей,,
,,,,,
JYD_tick,SHIP,"Tick вооружен двумя прототипными баллистическими осколочными пушками JYD и шахтерским лазером ПКО, поэтому служит не только штурмовым истребителем при угрозах в глубоком космосе, но и сохраняет добывающие возможности дрона Borer.",Истребитель,,
JYD_flea,SHIP,JYD разработали Flea как штурмовой бомбардировщик и шахтерский корабль. Носовой щит защищает его при выходе к цели. Он помогает снимать щиты ракетами SRM и наносит тяжелый бронебойный удар торпедой Planet Buster.,Бомбардировщик,,
JYD_mite,SHIP,"JYD разработали Mite как быстрый перехватчик с прототипной баллистической осколочной пушкой и противоистребительными микроракетами для борьбы с растущей угрозой пиратских истребителей и *Редактированных* дронов в глубоком космосе, сохранив при этом шахтерские возможности Mining drone.",Перехватчик,,
JYD_botfly,SHIP,Botfly - экспериментальный бронированный дрон. Две прототипные баллистические осколочные дроновые пушки и три слоя брони позволяют ему выдерживать суровые условия астероидной добычи и любые встречные угрозы.,Дрон-перехватчик,,
JYD_gnat,SHIP,"Этот маленький бот поддержки - всего лишь корпус, двигатель и два шахтерских лазера под управлением процессора размером с мошку. Gnat держится рядом с носителем и служит поддержкой ПКО.",Дрон поддержки,,
JYD_heavydrone,SHIP,"JYD разработали этот тяжелый дрон как автоматизированный штурмовой gunship для поддержки утилитарных кораблей. Вооруженный шахтерским оружием, он также служит прочным удаленным шахтером, способным выжить в самых опасных районах.",Штурмовой дрон,,
JYD_mosquito,SHIP,Баллистическая замена Mining drone с более тяжелой броней и лучшей способностью при необходимости вступать в бой с истребителями и ракетами.,Шахтерский дрон-истребитель,,
JYD_termite,SHIP,Баллистическая замена дрона Borer.,Шахтерский дрон-перехватчик,,
JYD_adaw,SHIP,"Автономный дрон с носовой дроновой пушкой и кормовым отсеком кассетных бомб. Adaw - хороший застрельщик, способный отвлекать вражескую ПКО неуправляемыми бомбами, наносящими значительный урон броне.",Дрон-бомбардировщик,,
JYD_malinois,SHIP,Продвинутая версия Gnat с усиленными щитами и большим числом оборонительного оружия. Malinois рассчитан на самостоятельную борьбу с перехватчиками и отличную поддержку ПКО для своего носителя.,Дрон поддержки,,
JYD_midge,SHIP,"Изначально предназначенный для удаленного дробления плотных астероидных ядер, Midge был перепрофилирован JYD для штурма целей без щитов.",Взрывной дрон,,
JYD_manticore,SHIP,Manticore с системой помех ЭМИ предназначен для насыщения вражеской ПКО ракетами Drill LRM при сопровождении запускающего его носителя.,Ракетный модуль,,
JYD_tsetse,SHIP,"Прочный маленький шахтерский дрон, используемый JYD, когда их флоты проходят через плотные астероидные поля. Этот маневренный дрон способен уворачиваться от летящих обломков, а усиленные броней крепления и отличная скорость поворота позволяют боковому оружию удерживать цель, делая его еще и хорошим дроном ПКО.",Шахтерский дрон,,
,,,,,
JYD_continental,SHIP,"Флагман дурного-дурного пирата Leroy Brown был создан, чтобы выдерживать тяжелый шквал вражеского огня и отвечать ударом, защищая экипаж. И отвечать он умеет: непревзойденный потенциал урона способен опустошить целые флоты за минуты, а единственный недостаток - ограниченное покрытие щитом.",Линкор,,
JYD_gambler,SHIP,"Флагман печально известного пирата по прозвищу Speedball Trucker идеально подходит для быстрого и жесткого флота волчьей стаи под командованием адмирала, который знает, когда перехватить инициативу, быстро развернуть звенья и отойти, пока сопровождающие силы отвечают на угрозу.",Легкий авианосец,,
JYD_puzzle,SHIP,"Флагман печально известного пирата, известного только как Operator, имеет эффективный генератор щитов и впечатляющий набор вооружения, позволяющий бить намного выше своего веса. Он не так прочен, как тяжелый крейсер, и дрогнет, если его втянуть в затяжной бой.",Крейсер,,
JYD_downtown,SHIP,"Флагман печально известного пирата Rapid Roy оснащен ускоренным податчиком боеприпасов, который дает мощный тактический удар за счет усиления баллистических установок. Многочисленные носовые жесткие точки делают его очень опасным для наступающих сил, но после окончания ускорения его могут задавить. Лучше всего использовать его как тактический флагман адмирала, входящий и выходящий из боя для максимального урона и выживания в долгом сражении.",Тяжелый крейсер,,
JYD_jealous,SHIP,"Флагман печально известного пирата, известного только как Nameless, воплощает гладкий и мощный космический крейсер. Адмиралы используют его как головной элемент крупных построений. Трехзвенный ангар дополняет широкий набор тактических вариантов.",Тяжелый крейсер,,
JYD_slim,SHIP,"Флагман печально известного пирата Jim Walker основан на крейсере класса Aurora, но изменен под установку большего числа оружия на двух носовых гондолах. Мощный излучатель щита и сильные двигатели созданы для маневра внутри и вокруг вражеских построений. Обычно его оснащают дальнобойными лучами; адмиралы, выбирающие его флагманом, привыкли действовать в одиночку и быть самостоятельной силой, позволяя флоту помогать как получится.",Крейсер,,
JYD_justbeware,SHIP,"Флагман печально известного пирата Lady Mississippi идеально сопровождает быстрый и жесткий флот адмирала, которому нужна мобильность и урон крейсера в сочетании с тактически гибкой огневой мощью ударных крыльев. Его можно оснастить разным оружием: от стандартного авианосца с бомбардировщиками для дальнего боя до ближнего бойца, наносящего урон напрямую и использующего крылья для harassment и точечной обороны под текущие нужды флота.",Средний авианосец,,
JYD_treetop,SHIP,"Флагман печально известного пирата Treetop Lover воплощает сосредоточенную огневую мощь. Множество баллистических креплений в сочетании с ракетами и крыльями делает его разрушительным для большинства кораблей Сектора. Современный операционный центр делает его идеальным флагманом для адмирала, который хочет быть на передовой и вдохновлять флот на смелые действия.",Линкор,,
JYD_sixfootfour,SHIP,"Флагман печально известного пирата Queen Rollerderby прочен, надежен и не слишком дорог в эксплуатации. Предназначенный для эскорта пиратских рейдерских флотов, он также служит флагманом адмирала и выполняет роль командного корабля. Многочисленные турели и жесткие точки делают его очень опасным для малых целей.",Средний крейсер,,
JYD_eaglefang,SHIP,"Флагман печально известного пирата Johnny несет смертоносный набор вооружения, угрожающий любому противнику. Приличная броня и сильный щит позволяют ему держать линию в меньшинстве, пока более медленные крупные корабли подходят и вступают в бой. Адмиралу на таком флагмане нужно следить за радаром: ударные эскадрильи и быстрые фрегаты могут зайти сзади, вывести двигатели из строя и сделать корабль уязвимым для ЭМИ.",Крейсер,,
,,,,,
JYD_ab,WEAPON,"Asteroid Breaker PD - улучшенная баллистическая замена более слабого шахтерского лазера. Эта разработка JYD обеспечивает быструю и точную точечную оборону, а также ускоренную добычу астероидов в глубоком космосе.",,,
JYD_hab,WEAPON,"Heavy Asteroid Breaker PD - улучшенная трехствольная версия меньшего AB. Эта средняя разработка обеспечивает увеличенную дальность, быструю и точную точечную оборону, а также ускоренную добычу астероидов в глубоком космосе.",,,
JYD_lrk,WEAPON,Long Range Kinetic Drill был разработан JYD для дальнего пробития щитов и баллистической добычи на расстоянии.,,,
JYD_mrb,WEAPON,"Mining Recoilless Blaster был разработан JYD для ближней поддержки с баллистическим пробитием брони, а также для дробления астероидов, слишком тяжелых для малого крепления.",,,
JYD_srm,WEAPON,"Drill SRM - роевая ракета малой дальности, созданная JYD для сильного удара в бою и дробления небольших плотных рудных астероидов.",,,
JYD_af,WEAPON,"Shard Anti-Fighter Swarmer был разработан JYD под их композитный подход к проектированию кораблей, давая им ракетный вариант ПКО.",,,
JYD_mrm,WEAPON,"Armored MRM был создан JYD как бронированная мощная ракета средней дальности, одновременно служащая управляемым астероидным бластером.",,,
JYD_lrm,WEAPON,"Drill LRM был разработан JYD как дальнобойное решение для ракетного боя и добычи удаленных астероидов. Основанный на Pilum, он имеет немного меньшую дальность, но гораздо более высокое ускорение и лучшее наведение.",,,
JYD_pbtorp,WEAPON,"JYD разработали Planet Buster Torpedo как средство проникновения глубже в кору планеты для добычи нетронутых ресурсов у ядра. Выпускает двухступенчатый снаряд, превращающийся в перегретую плазму и наносящий смертельный удар.",,,
JYD_hbl,WEAPON,"JYD разработали Blaze Laser как мощную альтернативу стандартному шахтерскому лазеру. Его основное применение - точная резка астероидов, и он достаточно мощен, чтобы пробивать самую тяжелую корабельную броню.",,,
JYD_mbl,WEAPON,"JYD разработали Blaze Laser как мощную альтернативу стандартному шахтерскому лазеру. Его основное применение - точная резка астероидов, и он достаточно мощен, чтобы пробивать самую тяжелую корабельную броню.",,,
JYD_lbl,WEAPON,"JYD разработали Blaze Laser как мощную альтернативу стандартному шахтерскому лазеру. Его основное применение - точная резка астероидов, и он достаточно мощен, чтобы пробивать самую тяжелую корабельную броню.",,,
JYD_hdml,WEAPON,"Улучшенная версия Drill LRM для большого крепления, жертвующая дальностью ради мощности.",,,
JYD_abc,WEAPON,"Версия Asteroid Breaker со сплошным снарядом. Эта разработка JYD наносит быстрый и точный кинетический урон, используемый для дробления малых астероидов или ослабления вражеских щитов.",,,
JYD_mabc,WEAPON,"Двухствольная версия Asteroid Blast Cannon. Эта разработка JYD наносит быстрый и точный кинетический урон, используемый для дробления малых астероидов или ослабления вражеских щитов.",,,
JYD_lab,WEAPON,Это крупное оружие JYD стреляет сплошным снарядом со взрывным сердечником. Оно используется для дробления крупных астероидов на расстоянии и также отлично пробивает корабельную броню.,,,
JYD_lpbtorp,WEAPON,"Крупная трехствольная версия Planet Buster Torpedo, разработанная JYD как дальнобойное оружие для сокрушения брони.",,,
JYD_pe,WEAPON,"Разработан JYD как оружие подавления, главным образом для перегрузки вражеских щитов и энергетических систем.",,,
JYD_spe,WEAPON,"Продвинутое гибридное оружие ПКО/выведения из строя, игнорирующее ложные цели, способное нарушать навигацию истребителей, заставляя их терять управление, и работающее как отключающий луч, когда не атакует истребители или ракеты.",,,
JYD_ps,WEAPON,"Средняя версия Particle Emitter, игнорирующая ложные цели, способная нарушать навигацию истребителей, заставляя их терять управление, и работать как отключающий луч, когда не атакует истребители или ракеты.",,,
JYD_ionburst,WEAPON,"JYD разработали Ion Burst Emitter как крупномасштабную вариацию Ion Beam, взяв базовую технологию и переведя ее в двухствольную импульсную конфигурацию.",,,
JYD_bea,WEAPON,"JYD создали это оружие с низкой стоимостью очки оснащения, взяв технологию Blaze и установив ее на трехствольное среднее крепление. В первую очередь предназначено для фрегатов с малым бюджетом очки оснащения.",,,
JYD_beb,WEAPON,"Сжав лазер Blaze в плазменный снаряд, JYD смогли создать это кинетическое энергетическое оружие для кораблей с малым бюджетом очки оснащения.",,,
JYD_labc,WEAPON,"Бюджетное шахтерское оружие, стреляющее противощитовыми снарядами с низкой скорострельностью, начальной скоростью и дальностью при малом накоплении потока.",,,
JYD_abf,WEAPON,"Изначально разработанное для дронов JYD, но недавно адаптированное для кораблей, это легкое осколочное шахтерское оружие также служит точечной обороной.",,,
JYD_trc,WEAPON,"Это крупное двухствольное оружие JYD стреляет сплошным снарядом, предназначенным для дробления сгруппированных астероидов на расстоянии; оно также отлично истощает вражеские щиты.",,,
JYD_sc,WEAPON,"Специализированное оружие для малых кораблей и истребителей, пробивающее броню корабля и доставляющее ЭМИ-заряженный взрывчатый заряд.",,,
JYD_al,WEAPON,"Эксклюзивное для Industrious специализированное оружие, которое захватывает ближайшие астероиды с железным ядром и электромагнитно запускает их вдоль рельсов корабля, передавая не только кинетический удар, но и ЭМИ-заряд от остаточной энергии пускателя - бада-бинг, бада-БУМ!",,,
JYD_mp,WEAPON,"Mining Plinker PD - баллистическая замена Mining Laser для капитанов, которым не хватает навыков энергетического оружия. Эта разработка JYD обеспечивает быструю, точную и дальнобойную точечную оборону, а также добычу астероидов взрывным сердечником.",,,
,,,,,
JYD_ramdrive,SHIP_SYSTEM,Перенаправляет энергию щитов в двигатели для короткого рывка тарана.,,,
,,,,,
planet_junkyard,CUSTOM,Эта планета раньше была укрепленной базой печально известного пирата Leroy Brown. Объединенные силы независимых и Гегемонии смогли очистить планету от этой нечисти. С тех пор Junk Yard Dogs превратили ее в комбинированный плавильный и судостроительный комплекс. Junkyard - сердце операций Dogs.,,,
planet_scrapyard,CUSTOM,"Бесплодная планета Scrapyard была занята Junk Yard Dogs как база рядом с их основным центром операций, где перерабатывают обломки, найденные по всему Сектору, и превращают их во что-то полезное. Самая примечательная местная особенность - бар девушки по имени Doris, где играют одни из лучших азартных игр.",,,
Processing_desc,CUSTOM,"Эта станция была построена Junk Yard Dogs как сторожевой пост у ближайшей точки перехода и как транспортный узел для сбора, плавки и переработки руды из соседнего пояса. Доступны ограниченные товары и услуги, ремонт и переоснащение, а также бар с местной кухней.",,,
planet_El Dorado,CUSTOM,"El Dorado - последняя база пиратского клана Brown. Согласно легендам, она названа в честь корабля печально известного пирата Leroy Brown, который вел изнурительный бой на орбите, спасаясь от Гегемонии, и встретил здесь свой конец.",,,
jyd_asteroid1,CUSTOM,"Гравитационная аномалия вокруг планеты Kong стянула эти астероиды вместе. По оценкам, в течение следующих 400 циклов поле сформирует луну.",,,
jyd_asteroid2,CUSTOM,"Остатки малой луны, прежде обращавшейся вокруг Jigsaw. Она раскололась, когда к планете направлялась блуждающая комета, а тогдашние пиратские жители отбуксировали луну ей навстречу в надежде спасти планету.",,,
,,,,,
,,,,,
JYD,FACTION,"Junk Yard Dogs состоят из независимых шахтеров рабочего класса. Когда пираты и другие преступные группировки начали целенаправленно нападать на их первые, низкокачественные гражданские корабли, красть грузы и убивать экипажи, они объединились и стали заказывать собственные проекты на независимых верфях. Они снабжают Центральные миры множеством сырья, добывая его в астероидных поясах и на планетах своей системы Догстар. Недавно отбитый у пиратов в ожесточенной битве, Догстар полон возможностей для спасательных работ.",,,
