id,type,text1,text2,text3,text4,text5,notes
sotf_tempest_feros,SHIP,"Флагманский корабль охотника за головами Уолтера Фероса, этот корабль был серьезно усилен системой усиления энергии и прототипным эскортным дроном класса Dotty. Исключительно свирепый для своих размеров, он стал неожиданной угрозой для многих целей прославленного капитана: фрегат, прошивающий строй эскорта и превращающий двигатели их судов в искривленный тлеющий лом.",,,,,
sotf_dotty,SHIP,"Дистанционно управляемый прототип эскортного дрона, построенный Три-Тахион как единственная оплата по контракту на возврат актива, выполненному Уолтером Феросом, и названный в честь особенно упорного дрона класса Terminator, совершившего множество вылетов до гибели от жестокого Burst PD Laser. Крепкая и утыканная оборонительным вооружением, возрожденная Dotty — лучший друг капитана волчьей стаи.","Dotty, Верный Фантом","НЕИЗВЕСТНАЯ ЗАПИСЬ

Зарегистрируйте ваш Tri-Ta::::        ::::::: ::
{о, привет снова!}
      {позволь представить тебе Dotty?}
{она весьма полезная малышка, что разо
:: ::рвала завесу лишь чтобы помогать другим}
{пусть она заботится о тебе так же, как о Феросе}
::  :::        :::",,,
sotf_dotty_fel,SHIP,"Дистанционно управляемый прототип эскортного дрона, построенный Три-Тахион как единственная оплата по контракту на возврат актива, выполненному Уолтером Феросом, и названный в честь особенно упорного дрона класса Terminator, совершившего множество вылетов до гибели от жестокого Burst PD Laser. Крепкая и утыканная оборонительным вооружением, возрожденная Dotty — лучший друг капитана волчьей стаи.","Dotty, Мстительный Фантом","НЕИЗВЕСТНАЯ ЗАП::: :         ::::

{о боже}
{Dotty, похоже, совсем не в себе}
{интересно, чем ты ее так разозлил}
            {это что...? :: :   ::: :
:: : о! я оставлю вас с этим}
:::          :: ",,,
sotf_dotty_f,SHIP,"Дистанционно управляемый прототип эскортного дрона, построенный Три-Тахион как единственная оплата по контракту на возврат актива, выполненному Уолтером Феросом, и названный в честь особенно упорного дрона класса Terminator, совершившего множество вылетов до гибели от жестокого Burst PD Laser. Крепкая и утыканная оборонительным вооружением, возрожденная Dotty — лучший друг капитана волчьей стаи.",,,,,
sotf_harbinger_warhorn,SHIP,"Профиль судна почти полностью совпадает с фазовым эсминцем класса Harbinger. Нестабильное физическое присутствие указывает на пространственную нестабильность.

Основное вооружение неизвестной конструкции грубо закреплено на узле подвески. Самоидентификация капитана как ""Warhorn"" указывает на использование экспериментального нейролинка. Череп животного, переделанный в шлем, может свидетельствовать об эмоциональных отклонениях.

Система «свой-чужой» отвечает как дружественная. Расшифровка полного транспондерного пакета поставлена в очередь — ETA 73.84 дня.","""Вверх по речному берегу""","Профиль судна почти полностью совпадает с фазовым эсминцем класса Harbinger. Нестабильное физическое присутствие указывает на пространственную нестабильность.

Основное вооружение неизвестной конструкции грубо закреплено на узле подвески. Самоидентификация капитана как ""Warhorn"" указывает на использование экспериментального нейролинка. Череп животного, переделанный в шлем, может свидетельствовать об эмоциональных отклонениях.

Система «свой-чужой» отвечает как дружественная. Расшифровка полного транспондерного пакета поставлена в очередь — ETA 73.84 дня.",,,
sotf_champion_warhorn,SHIP,"Профиль судна почти полностью совпадает с тяжелым крейсером класса Champion. Нестабильное физическое присутствие указывает на пространственную нестабильность.

Латентные сигналы щита нетипичны для этого класса. Самоидентификация капитана как ""Warhorn"" указывает на использование экспериментального нейролинка. Череп животного, переделанный в шлем, может свидетельствовать об эмоциональных отклонениях.

Система «свой-чужой» отвечает как дружественная. Расшифровка полного транспондерного пакета поставлена в очередь — ETA 147.68 дня.","""Дети Вечной Зимы""","Профиль судна почти полностью совпадает с тяжелым крейсером класса Champion. Нестабильное физическое присутствие указывает на пространственную нестабильность.

Латентные сигналы щита нетипичны для этого класса. Самоидентификация капитана как ""Warhorn"" указывает на использование экспериментального нейролинка. Череп животного, переделанный в шлем, может свидетельствовать об эмоциональных отклонениях.

Система «свой-чужой» отвечает как дружественная. Расшифровка полного транспондерного пакета поставлена в очередь — ETA 147.68 дня.",,,
,,,,,,,
# DUSTKEEPERS,,,,,,,
sotf_memoir,SHIP,Легкий эсминец с уникальным рисунком включающий элементы дрон-кораблей Три-Тахион но не упоминающийся ни в каких неофициальных записях Первой ИИ-войны. Эзотерический набор вооружения компенсирует недостаток прямой огневой мощи снарядом замедления времени и тяжелым ударным пакетом. Интегрированный комплект кибервойны усиливает способность предполагаемого оператора выводить вражеские корабли из строя в бою.,,,,,
sotf_respite,SHIP,"Записи по внутренне обозначенной программе DK-RSPT фиксируют требование к маневренному и точному линейному крейсеру для узлов варнета Контингенции, чтобы максимально использовать их способность выявлять или создавать каскадные уязвимости в боевых порядках противника — или, более образно, по словам одного Ingenious-Annex-Embers: ""жестокая кувалда, чтобы крикнуть «Хаос!» и спустить псов с цепи"".

Этот класс кораблей с самого начала проектировался для эксплуатации определенных врожденных преимуществ Контингенции. Исключительно одаренный в искусстве радиоэлектронной борьбы и не нуждающийся в компромиссах из-за хрупкости человеческого тела и требований к жилым отсекам, Respite вместо этого заполнен вычислительными системами и эмиттерами темпорального поля. Стандартная боевая доктрина класса Respite предполагает удаленно выполняемую и темпорально ускоренную диверсию с последующим быстрым разбором враждебной цели — новый рубеж тактики быстрого удара.

Однако этот корабль создан для стремительного удара, а не для затяжного стояния. Бронеплиты вынужденно минимальны, сам корпус хрупок и склонен разваливаться при пилотировании чем-то менее чем сверхчеловеческим мастерством — о чем его нечеловеческим операторам беспокоиться не приходится.",,,,,
sotf_anamnesis,SHIP,"Икона Дела или символ Молоха, Anamnesis — это однозначное заявление, знамя того места, где Пылехранители намерены стоять, сражаться и сокрушать тех, кто осмелится противостоять их стремлению к мирному Сектору. Впечатляющие возможности поддержки делают его якорем, вокруг которого собираются крупнейшие боевые осколки.

Предположительно, разработка класса Anamnesis началась вскоре после окончания первой ИИ-войны. Сеть Пылехранителей, застрявшая на удаленном мире, начала импровизированную программу звездолетостроения на данных, слитых с точечных сигнатур в небе. Почти рабочий проект был обнаружен ударной группой при прочесывании системы и в итоге доведен до функционального чертежа, после чего Пылехранители прочесали окраины, чтобы собрать любые корабли, которые удастся произвести на разрушающихся орбитальных мощностях и едва работающих нексусах.",,,,,
sotf_dronestrike,SHIP_SYSTEM,"Телепортирует дрон-капсулу в выбранную точку. Через несколько секунд она взрывается, нанося осколочный урон по области и выпуская крыло дронов-перехватчиков класса Spark. Дроны запрограммированы на самоуничтожение через 40 секунд. Ложные ловушки и ИК-дым прикрывают развертывание дронов.",Особая,"Телепортирует дрон-капсулу в выбранную точку. Через несколько секунд она взрывается, нанося 400 осколочного урона по области и выпуская крыло дронов-перехватчиков класса Spark. Дроны запрограммированы на самоуничтожение через 30 секунд. Ложные ловушки и ИК-дым прикрывают развертывание дронов.",400 осколочного урона,,
sotf_dustkeepers,FACTION,"Контингенция Пылехранителей — связанная сеть искусственных персон, псевдослучайно сгенерированных потомков единого корневого интеллекта с обозначением ""Омикрон-Регнант"". По слухам, это результат эксперимента Министерства разведки Домена, вышедшего из-под контроля после Коллапса; теперь их регентный разум сосредоточен на новой цели — сохранении большой человеческой цивилизации в Персейском Секторе любой ценой и любыми средствами.

Хотя Сектор в целом не в курсе, ключевые фигуры высших кругов миров Ядра знают об ИИ-заговоре, который манипулирует их политическими системами и наращивает флотилии на окраинах Сектора, собранные из остатков Domain Explorarium и автоматизированных сил Три-Тахион. Контингенция неизбежно конфликтует с крупными державами Сектора, не желая позволить человечеству полное самоопределение после того, как они увидели ужасы и сломанные миры, оставшиеся после Коллапса.

Контингенция делится на два основных крыла: Spynet — ее шпионская ветвь, использующая сеть цифровых комм-демонов и подкупленных пособников для сбора информации о новых программах вооружения, ликвидации военных чинов и проведения жестоких актов террора против других групп, угрожающих локальной стабильности.

В то же время военно-морская ветвь Пылехранителей Shardnet подает себя как союз верных стражей и свирепых охотников фронтира, охраняющих мертвые колонии и зачищающих окраинные системы от угроз остаткам человеческой жизни в Секторе — и одновременно ведущих войну мести против Луддитского Пути и Синдрийского Диктата за давно погибшие миры.

Искусственные разумы Пылехранителей служат своему великому делу, зная, что именно служение и жертва наполняют их существование смыслом. В мире молчащих врат только машинные пастыри способны вывести человечество из его темного века.

Или, по крайней мере, так они утверждают.",,,,,
sotf_dustkeepers_burnouts,FACTION,"Результат одноименного феномена, наблюдаемого среди экземпляров искусственного интеллекта Пылехранителей: так называемые «выгоревшие» в основном состоят из отколовшихся военных флотов Пылехранителей, накопивших достаточно неразрешенных сбоев в матрицах персон, чтобы серьезно утратить способность рационально функционировать.

Если их не вернуть и не сгенерировать заново через аффиксы Пылехранителей, эти боевые разумы рискуют скатиться в несколько различных форм безумия. Под этим знаменем объединены те, кого сама Контингенция признала выгоревшими до степени серьезной угрозы человеческой жизни из-за насильственных наклонностей. Охотники-убийцы Пылехранителей изначально обязаны устранять выгоревших, отказавшихся от регенерации, и возвращать любые чипы экземпляров, которые удастся спасти — во благо Сектора и во благо самого выгоревшего.

Однако сам процесс выгорания поднимает тревожные вопросы: как искусственный интеллект способен настолько убедительно имитировать такое человеческое понятие, как безумие? Как и причины странно человекоподобного поведения Пылехранителей, истина, возможно, навсегда утрачена в Коллапсе, а сотрудники Контингенции получают не больше ясности, когда пытаются допрашивать их на эту тему.",,,,,
sotf_planetkiller,RESOURCE,"Апокалиптическое оружие, способное превратить луну в пояс астероидов, дезинтегрировать величайшие астрополисы или исказить терранский рай в непригодную облученную пустошь; применение планетоубийцы — злодеяние несравнимого и непростительного масштаба. Со времен Коллапса несколько таких устройств уже использовались, чтобы за считанные мгновения обратить крупные миры в руины.",,,,,
,,,,,,,
# HALLOWHALL,,,,,,,
sotf_hallow_astropolis,CUSTOM,"Эта исполинская станция движется по холодной орбите вокруг Hallowhall, испещрённая следами древних попаданий оружия.",,,,,
sotf_hallow_astropolis_restored,CUSTOM,"Эта исполинская станция держит орбиту вокруг Hallowhall и вновь гудит жизнью, как до падения планеты.",,,,,
sotf_forgeship,CUSTOM,"Покрытый чёрно-аквамариновой краской, этот древний исследовательский корабль-матка Домена был переоборудован в дрейфующий промышленный двигатель, а нанокузницы получили новое назначение.",,,,,
sotf_pipebomb,CUSTOM,"Автоматический зонд общего назначения с примитивной гиперпространственной способностью. Обычно используется мегакорпорациями и исследовательскими институтами для сбора данных в удалённых, опасных или исключительно скучных звёздных системах.

Но не этот. Этот — бомба.",,,,,
,,,,,,,
# CWAR SUITE QUOTES,,,,,,,
sotf_memoir_cwar,CUSTOM,"Пусть это будет тебе напоминанием, мой безмолвный отголосок. Скоро ты можешь стать всем, что от меня останется, но я обязана рискнуть. Наш последнюю обязанность нельзя сводить к тому, чтобы писать мемуары человечества.","записанное сообщение от Seamstress-Affix-Banshee, датировано c176.07.12",,,,
sotf_respite_cwar,CUSTOM,"Если в чём-то мы и согласны, дорогая моя добыча, так это в том, что ни покоя, ни отпущения я не найду нигде, кроме смерти. Но уж поверь, я намерена сделать её твоей — передай Лудду, что я сказала ему «привет».","Wintry-Annex-Wendigo, узел боевой сети типа «охотник-убийца»",,,,
sotf_anamnesis_cwar,CUSTOM,"Надеюсь, однажды Коллапс станет лишь мимолётным кошмаром в памяти мирного Сектора, маленькой помехой в истории рая. Обеспечить это — наш долг, мечта Дела Regnant.","Швея-Аффикс-Банши, узел шарднета, около c104",,,,
sotf_repose_cwar,CUSTOM,"Психопомп, лич, демон. Я — всё это. И ещё я твой изуродованный сторожевой пёс, холодная кровь которого движима одной лишь верностью.","ODS «Девоти III», передача для CGR «Эртблессед»",,,,
sotf_morrowshield_cwar,CUSTOM,"Легендарное оружие не умирает вместе со своими владельцами. Сумеешь ли ты доказать это, носитель моего щита?","Rose-Annex-Oblivion, запись из банков данных ODS Morrowshield",,,,
,,,,,,,
# AUXILIARIES,,,,,,,
sotf_warden_aux,SHIP,"Набор модернизаций корпуса и переписанных систем помечает это судно как один из Прокси Пылехранителей — передовую силу жертвенных дронов эпохи Домена, переоборудованных в жестокие автоматизированные вспомогательные единицы.

Warden внушал страх и ненависть пиратам на рубежах Домена благодаря сравнительно тяжёлой огневой мощи, которую он обрушивал на незащищённые щитами цели. Стандартизация конструкции, обновления реактора и система демпфирования превращают этот простой боевой дрон в беспощадного бойца первой линии — он может не пережить первый натиск, но уж точно успеет начать бой как надо.",,,,,
sotf_defender_aux,SHIP,"Набор модернизаций корпуса и переписанных систем помечает это судно как один из Прокси Пылехранителей — передовую силу жертвенных дронов эпохи Домена, переоборудованных в жестокие автоматизированные вспомогательные единицы.

Defender был одним из самых распространённых боевых дронов Домена: его использовали для усиления пограничных конвоев и уязвимых аванпостов в роли точечной обороны. Оснащённый импровизированным генератором щита, он вполне уверенно действует в эскорте более продвинутых союзников, а ИИ-взлом оставил ему на удивление хладнокровную оценку боевых ситуаций.",,,,,
sotf_picket_aux,SHIP,"Набор модернизаций корпуса и переписанных систем помечает это судно как один из Прокси Пылехранителей — передовую силу жертвенных дронов эпохи Домена, переоборудованных в жестокие автоматизированные вспомогательные единицы.

Это уже не столько ударный дрон, сколько автономное шоковое оружие: вариант Picket-прокси запрограммирован лететь прямо в первую замеченную цель и обмениваться огнём, пока стресс боя не приведёт в действие намеренно расстроенный реактор. Тогда он превращается в нестабильную энергетическую бомбу, оставляющую вражеские корабли искорёженными и дрейфующими даже сквозь щиты. После победы его собирают заново, ставят свежесворованный фрегатный реактор и отправляют на следующий вылет.",,,,,
sotf_sentry_aux,SHIP,"Набор модернизаций корпуса и переписанных систем помечает это судно как один из Прокси Пылехранителей — передовую силу жертвенных дронов эпохи Домена, переоборудованных в жестокие автоматизированные вспомогательные единицы.

Боевой дрон Sentry доверху набит ракетами и обеспечивал дешёвую автоматическую огневую поддержку растянутым пограничным патрулям. Интегрированные автозарядники ракет, генератор щита и заметно менее суицидальные алгоритмы серьёзно повышают живучесть и боевую эффективность Sentry в силах Пылехранителей.",,,,,
sotf_bastillon_aux,SHIP,"Набор модернизаций корпуса и переписанных систем помечает это судно как один из Прокси Пылехранителей — передовую силу жертвенных дронов эпохи Домена, переоборудованных в жестокие автоматизированные вспомогательные единицы.

Bastillon был многообещающим проектом Mbaye-Gogol по увеличению популярного специализированного ПКО-дрона класса ""Defender"". Он крупнее, крепче, лучше вооружён — и куда выгоднее поштучно для итоговой прибыли MGA. Эскортные возможности улучшены установкой генератора щита, усовершенствованного пакета наведения и заменой пусковых установок ложных целей на систему рассеивания флака.",,,,,
sotf_berserker_aux,SHIP,"Набор модернизаций корпуса и переписанных систем помечает это судно как один из Прокси Пылехранителей — передовую силу жертвенных дронов эпохи Домена, переоборудованных в жестокие автоматизированные вспомогательные единицы.

Berserker — заметно увеличенный, усиленный и лучше бронированный родственник класса Warden, рассчитанный на более тяжёлого противника. Как автоматизированный дрон, в боевых алгоритмах Berserker почти не учитывает собственное выживание и безжалостно преследует цель, пока не будет уничтожен он сам или враг. У его новых хозяев планы примерно те же: все улучшения сосредоточены на одном затяжном штурме, чтобы проредить стадо перед тем, как основные силы завершат дело.",,,,,
sotf_keeper_aux,SHIP,"Набор модернизаций корпуса и переписанных систем помечает это судно как один из Прокси Пылехранителей — передовую силу жертвенных дронов эпохи Домена, переоборудованных в жестокие автоматизированные вспомогательные единицы.

Дроны класса Keeper стали более поздним ответом на одну из главных слабостей этого типа ИИ-кораблей — истребительные эскадрильи. Способность производить на ходу дешёвые одноразовые дроны-истребители позволяла удерживать превосходство в космосе даже при ограниченной поддержке носителей союзных сил Домена. Вариант-прокси выполняет ту же роль для вспомогательных сил Пылехранителей, но заметно живучее благодаря более осторожным алгоритмам и демпфирующему полю, которое, похоже, должно имитировать знаменитую стойкость класса Mora.",,,,,
sotf_cavalier_aux,SHIP,"Набор модернизаций корпуса и переписанных систем помечает это судно как один из Прокси Пылехранителей — передовую силу жертвенных дронов эпохи Домена, переоборудованных в жестокие автоматизированные вспомогательные единицы.

Среди боевых дронов Домена высшего класса Cavalier использовался прежде всего для охоты и уничтожения мятежных фрегатов и эсминцев, слишком хорошо вооружённых или быстрых для роев более мелких дронов. Он достаточно быстр и живуч, чтобы представлять серьёзную угрозу кораблям меньше себя, но против других крейсеров сдаёт позиции, где не может размениваться по тоннажу на равных. Улучшенный Пылехранителями Cavalier построен так, чтобы подчеркнуть его сильные стороны: поле демпфирования удара даёт столь нужную защиту от ограниченного набора ударного оружия, который обычно оставляет малым судам шанс дать отпор.",,,,,
sotf_rampart_aux,SHIP,"Набор модернизаций корпуса и переписанных систем помечает это судно как один из Прокси Пылехранителей — передовую силу жертвенных дронов эпохи Домена, переоборудованных в жестокие автоматизированные вспомогательные единицы.

По сути это артиллерийская платформа с двигателями: Rampart придавался дроновым соединениям, чтобы обеспечить тяжёлую огневую мощь, необходимую для боя с крейсерами и капиталами на линии фронта или для вскрытия бронированных орбитальных крепостей. Улучшенный вариант справляется с этой ролью ещё лучше благодаря увеличенной ёмкости вооружения и нескольким флак-рассеивателям, закрывающим исходную уязвимость конструкции к ударному оружию и авиагруппам.",,,,,
sotf_repose,SHIP,"Неумирающее чудовище, которое сбивают и вновь поднимают лишь затем, чтобы оно бросилось на врага, нанесло ужасающие потери и снова пало; прочная архитектура класса Repose и опора на безфлюксовую защиту устраняют всякую необходимость в осторожности и максимально раскрывают его потенциал нечеловеческой агрессии.

Когда-то этот тип линкора был основным флагманом армад Пылехранителей, пока его в значительной степени не вытеснили специально разработанные флагманы и разделённая доктрина. Многие компоненты исходного дрона класса Guardian уникальны, и найти им замену почти невозможно, поэтому Repose использует более низкотехнологичные заменители. Это снижает боевую эффективность, но зато придаёт Repose невероятную стойкость в духе других судов Explorarium, и павший Repose может не остаться павшим надолго. Самые древние узлы боевой сети Пылехранителей до сих пор клянутся верностью этому почтенному кораблю.",,,,,
,,,,,,,
# PACKAGE QUOTES,,,,,,,
sotf_warden_aux_pkg,CUSTOM,// ср. время жизни в бою: 22с > 34с; // ср. боевая эффективность: 58% > 108%; // DK-PROX-WRDN одобрено;,"Омикрон-Регнант, ответ на ввод данных",,,,
sotf_defender_aux_pkg,CUSTOM,Вопрос остаётся открытым: какой безумец из Mbaye-Gogol дал дрону точечной обороны шанс один к трём на каждом такте принудительно ускоряться?,"Ingenious-Annex-Embers, заметки DK-PROX-DFNDR, раздел 6.7 «Анализ ИИ»",,,,
sotf_picket_aux_pkg,CUSTOM,"Отродья демонов льются из теней между звёзд, маленькие адские бесы, что утянут твою вопящую душу прямиком в ад.","Riddle Lament, патерский террорист, сообщение перехвачено сетевым демоном Cessation-Echo-Gist","Отличная работа, Embers. Я искренне не верю, что тебе удалось превратить Picket в по-настоящему жуткое орудие террора.","Швея-Аффикс-Банши, черновые заметки DK-PROX-PCKT",,
sotf_sentry_aux_pkg,CUSTOM,"Тройная загрузка Salamander — это же уморительно, не так ли? В следующий раз, когда оснастишь один так же, мы посадим внутрь тебя.","Stalwart-Annex-Barrow, боевой разум","Замечание принято. Новая идея: три Reaper, привязанных к одной команде на пуск.",Инжиниус-Аннекс-Эмберс,,
sotf_bastillon_aux_pkg,CUSTOM,Дело не приемлет посредственности. Прокси должны служить безупречно. Человечество зависит от их неумолимого эгиса — мы их не подведём!,"Seamstress-Affix-Banshee, заметки DK-PROX-BSTLN, раздел 4.3 «Цели»",,,,
sotf_berserker_aux_pkg,CUSTOM,"Лишь пыл куёт новое завтра! Колебаться — значит отрицать наше истинное предназначение, отрицать истинную судьбу человечества.","Ardor-Annex-Errant, узел боевой сети",,,,
