id,trigger,conditions,script,text,options,notes
greetingCabalNeutralA,OpenCommLink,"$faction.id == cabal
$faction.neutralToPlayer
CabalNormalTalk","$menuState = fleetConvMain 0
MakeOtherFleetPreventDisengage cabalExtortion false
MakeOtherFleetAggressive cabalExtortion false
AddText ""Вы уже внесли ежемесячный взнос, $playerName? Мы оцениваем стоимость вашего флота в $Cabal_netWorthString.""
FireAll PopulateOptions",,,
greetingCabalNeutralB,OpenCommLink,"$faction.id == cabal
$faction.neutralToPlayer
CabalNormalTalk","$menuState = fleetConvMain 0
MakeOtherFleetPreventDisengage cabalExtortion false
MakeOtherFleetAggressive cabalExtortion false
AddText ""Если хотите преуспеть в жизни, Кабал Звездного Света сосредоточен на $Cabal_markets. Загляните туда.""
FireAll PopulateOptions",,,
#encounterCabalFleet,BeginFleetEncounter,"$faction.id == cabal score:100
!$isHostile
!$Cabal_toffmad
!$player.transponderOn score:100
!$ignorePlayerCommRequests","unset $ignorePlayerCommRequests
$Cabal_toffmad = true 7
AddText ""Вас вызывает $faction $otherShipOrFleet."" $faction.baseColor
OpenComms",,,
#encounterCabalFleetMad,BeginFleetEncounter,"$faction.id == cabal score:100
!$isHostile
$Cabal_toffmad
!$player.transponderOn score:100","MakeOtherFleetPreventDisengage tOff true
MakeOtherFleetAggressive tOff true
$ignorePlayerCommRequests = true 1
$Cabal_toffmad = true 7",,,
,,,,,,
CabalExtortionCheck,BeginFleetEncounter,"$faction.id == cabal score:100
!$uwIsPalace
RepIsAtBest $faction.id HOSTILE
!$Cabal_extortionPaid
!$Cabal_extortionAskedFor
$relativeStrength >= 0
!$ignorePlayerCommRequests","MakeOtherFleetPreventDisengage cabalExtortion true
MakeOtherFleetAggressive cabalExtortion true
$Cabal_extortionAskedFor = true 7
CabalPickExtortionMethod
AddText ""Вас вызывает $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
CabalContributionCheck,BeginFleetEncounter,"$faction.id == cabal score:100
!$uwIsPalace
RepIsAtWorst $faction.id INHOSPITABLE
RepIsAtBest $faction.id FRIENDLY
!$Cabal_extortionPaid
!$Cabal_extortionAskedFor
!$ignorePlayerCommRequests","MakeOtherFleetPreventDisengage cabalExtortion true
$Cabal_extortionAskedFor = true 7
CabalPickContributionMethod
AddText ""Вас вызывает $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
,,,,,,
CabalExtortionTithe,OpenCommLink,"$entity.Cabal_extortionMethod == tithe score:100
$faction.id == cabal
RepIsAtBest $faction.id HOSTILE
!$entity.Cabal_extortionPaid
CabalTitheCalc","SetTextHighlights $Cabal_tithe_string
$entity.ignorePlayerCommRequests = true 1
SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""","Громкая и отвратительная музыка тут же заполняет канал связи.

""Вижу, вы человек состоятельный, $playerName. Возможно, вас удастся убедить встать на Путь Звездного Света за скромный взнос в $Cabal_tithe_string кредитов.""

$personRank в ярком костюме скрещивает $hisOrHer руки. ""Или можем сделать по-плохому. Выбор за вами.""
OR
Громкая и отвратительная музыка тут же заполняет канал связи.

""Вы весьма богаты, $playerName. Человек вашего положения наверняка может начать Путь Звездного Света, внеся $Cabal_tithe_string кредитов.""

Кабальеро указывает на вас через канал связи. ""Просто помните, что пожинаете то, что сеете.""
OR
Громкая и отвратительная музыка тут же заполняет канал связи.

""$playerName, ваши хранилища достаточно полны для первого шага на Пути Звездного Света. Внесите $Cabal_tithe_string кредитов и приблизитесь к просветлению.""

Связь резко обрывается, экран уходит в черноту. ""Иначе, боюсь, вам придется несладко.""","payCabalTithe:Отдать $Cabal_tithe_string кредитов
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalContributionTithe,OpenCommLink,"$entity.Cabal_extortionMethod == tithe score:100
$faction.id == cabal
RepIsAtWorst $faction.id INHOSPITABLE
RepIsAtBest $faction.id FRIENDLY
!$entity.Cabal_extortionPaid
CabalTitheCalc","SetTextHighlights $Cabal_tithe_string
SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""","На канале связи появляется треугольный символ среди потока громкой и раздражающей музыки.

""Мы видим, что вы человек состоятельный, $playerName. Возможно, вас удастся убедить продолжить Путь Звездного Света за скромный взнос в $Cabal_tithe_string кредитов.""","payCabalTithe:Внести $Cabal_tithe_string кредитов
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться платить",
CabalTithePay,DialogOptionSelected,$option == payCabalTithe,"AddText ""Потеряно $Cabal_tithe_string кредитов"" textEnemyColor
SubCredits $Cabal_tithe
UW_AdjustRepCustom $faction.id $Cabal_repImpact null null HOSTILE null null
AddText ""\""Благодарю за ваш взнос.\""""
AddText ""$personFaction $personRank улыбается и завершает соединение.""
FireAll CabalPayCommon",,cutCommLink:Разорвать связь,
,,,,,,
CabalExtortionCargo,OpenCommLink,"$entity.Cabal_extortionMethod == cargo score:100
$faction.id == cabal
RepIsAtBest $faction.id HOSTILE
!$entity.Cabal_extortionPaid
CabalCargoCalc","SetTextHighlights $Cabal_cargo_amount_string
$entity.ignorePlayerCommRequests = true 1
FireBest CabalExtortionCargoChoices","Громкая и отвратительная музыка тут же заполняет канал связи.

""Вы везете немало груза, $playerName. Возможно, вас удастся убедить начать Путь Звездного Света, пожертвовав $Cabal_cargo_amount_string $Cabal_cargo_name.""

""Иначе у нас возникнет проблема. Выбор за вами."" $personRank подмигивает вам нарочито преувеличенно.
OR
Громкая и отвратительная музыка тут же заполняет канал связи.

""Ого, $playerName, у вас прямо гора груза. Думаю, вы можете начать Путь Звездного Света, пожертвовав $Cabal_cargo_amount_string $Cabal_cargo_name на общее дело.""

""Не то чтобы у вас был большой выбор,"" пожимая плечами, произносит кабальский $personRank.
OR
Громкая и отвратительная музыка тут же заполняет канал связи.

""В трюмах у вас ценный груз, $playerName. Почему бы не начать Путь Звездного Света, пожертвовав $Cabal_cargo_amount_string $Cabal_cargo_name?""

Золотые зубы сверкают в самодовольной улыбке $personRank. ""Так будет проще для нас обоих.""",,
CabalExtortionCargoDefault,CabalExtortionCargoChoices,"$Cabal_cargo_id != supplies
$Cabal_cargo_id != fuel","SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""",,"payCabalCargo:Отдать $Cabal_cargo_amount_string $Cabal_cargo_name
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalExtortionCargoSupplies,CabalExtortionCargoChoices,$Cabal_cargo_id == supplies,"SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""",,"payCabalCargo:Отдать $Cabal_cargo_amount_string $Cabal_cargo_name
questionCabalCargo:Припасы? Вы издеваетесь?
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalExtortionCargoFuel,CabalExtortionCargoChoices,$Cabal_cargo_id == fuel,"SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""",,"payCabalCargo:Отдать $Cabal_cargo_amount_string $Cabal_cargo_name
questionCabalCargo:Топливо? За идиота меня держите?
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalContributionCargo,OpenCommLink,"$entity.Cabal_extortionMethod == cargo score:100
$faction.id == cabal
RepIsAtWorst $faction.id INHOSPITABLE
RepIsAtBest $faction.id FRIENDLY
!$entity.Cabal_extortionPaid
CabalCargoCalc","SetTextHighlights $Cabal_cargo_amount_string
FireBest CabalContributionCargoChoices","На канале связи появляется треугольный символ среди потока громкой и раздражающей музыки.

""У вас есть ценный груз, $playerName. Возможно, вас удастся убедить продолжить Путь Звездного Света, пожертвовав $Cabal_cargo_amount_string $Cabal_cargo_name.""",,
CabalContributionCargoDefault,CabalContributionCargoChoices,"$Cabal_cargo_id != supplies
$Cabal_cargo_id != fuel","SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""",,"payCabalCargo:Пожертвовать $Cabal_cargo_amount_string $Cabal_cargo_name
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться отдавать",
CabalContributionCargoSupplies,CabalContributionCargoChoices,$Cabal_cargo_id == supplies,"SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""",,"payCabalCargo:Пожертвовать $Cabal_cargo_amount_string $Cabal_cargo_name
questionCabalCargo:Мне эти припасы нужны - чтобы выжить.
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться отдавать",
CabalContributionCargoFuel,CabalContributionCargoChoices,$Cabal_cargo_id == fuel,"SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""",,"payCabalCargo:Пожертвовать $Cabal_cargo_amount_string $Cabal_cargo_name
questionCabalCargo:Без топлива я тут застряну.
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться отдавать",
CabalQuestionCargoHostile,DialogOptionSelected,"$option == questionCabalCargo
RepIsAtBest $faction.id HOSTILE","AddText ""\""Не волнуйтесь, $playerName. Мы оставим вам $Cabal_cargo_amount_left_string $Cabal_cargo_name. Этого будет предостаточно!\""""
SetTextHighlights $Cabal_cargo_amount_left_string
SetTextHighlightColors textEnemyColor
SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""",,"payCabalCargo:Отдать $Cabal_cargo_amount_string $Cabal_cargo_name
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalQuestionCargoFriendly,DialogOptionSelected,"$option == questionCabalCargo
RepIsAtWorst $faction.id INHOSPITABLE
RepIsAtBest $faction.id FRIENDLY","AddText ""\""Не переживайте, $playerName. У вас останется $Cabal_cargo_amount_left_string $Cabal_cargo_name. Этого будет предостаточно!\""""
SetTextHighlights $Cabal_cargo_amount_left_string
SetTextHighlightColors textEnemyColor
SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""",,"payCabalCargo:Пожертвовать $Cabal_cargo_amount_string $Cabal_cargo_name
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться отдавать",
CabalCargoPay,DialogOptionSelected,$option == payCabalCargo,"AddText ""Потеряно $Cabal_cargo_amount_string $Cabal_cargo_name"" textEnemyColor
CabalTransferCargo $Cabal_cargo_id $Cabal_cargo_amount
UW_AdjustRepCustom $faction.id $Cabal_repImpact null null HOSTILE null null
AddText ""\""Благодарю за ваш вклад. Думаю, я продам ваш $Cabal_cargo_name на $Cabal_cargo_best_location примерно за $Cabal_cargo_final_value кредитов.\""""
AddText ""$personFaction $personRank улыбается и завершает соединение.""
FireAll CabalPayCommon",,cutCommLink:Разорвать связь,
,,,,,,
CabalExtortionWeapon,OpenCommLink,"$entity.Cabal_extortionMethod == weapon score:100
$faction.id == cabal
RepIsAtBest $faction.id HOSTILE
!$entity.Cabal_extortionPaid
CabalWeaponCalc","$entity.ignorePlayerCommRequests = true 1
FireBest CabalExtortionWeaponTirades",,,
CabalExtortionWeaponPlural,CabalExtortionWeaponTirades,$Cabal_weapon_amount == 1,"SetTextHighlights $Cabal_weapon_name
SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""","Громкая и отвратительная музыка тут же заполняет канал связи.

""Какое блестящее орудие, $playerName. Надеюсь, вас удастся убедить начать Путь Звездного Света, пожертвовав ваш $Cabal_weapon_name на общее дело.""

Кабальский $personRank в ярком трико нетерпеливо меряет шагами мостик. ""Если нет, я заберу его силой. Решать вам.""","payCabalWeapon:Отдать $Cabal_weapon_name
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalExtortionWeaponSingular,CabalExtortionWeaponTirades,$Cabal_weapon_amount > 1,"SetTextHighlights $Cabal_weapon_amount_string $Cabal_weapon_names
SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""","Громкая и отвратительная музыка тут же заполняет канал связи.

""Какие блестящие пушки, $playerName. Надеюсь, вас удастся убедить начать Путь Звездного Света, пожертвовав ваши $Cabal_weapon_amount_string $Cabal_weapon_names на общее дело.""

За столом из красного дерева кабальский $personRank кажется полностью обнаженным, не считая массивной золотой цепи на шее. ""Если нет, я заберу их силой. Решать вам.""","payCabalWeapon:Отдать $Cabal_weapon_amount_string $Cabal_weapon_names
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalContributionWeapon,OpenCommLink,"$entity.Cabal_extortionMethod == weapon score:100
$faction.id == cabal
RepIsAtWorst $faction.id INHOSPITABLE
RepIsAtBest $faction.id FRIENDLY
!$entity.Cabal_extortionPaid
CabalWeaponCalc",FireBest CabalContributionWeaponTirades,,,
CabalContributionWeaponSingular,CabalContributionWeaponTirades,$Cabal_weapon_amount == 1,"SetTextHighlights $Cabal_weapon_name
SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""","На канале связи появляется треугольный символ среди потока громкой и раздражающей музыки.

""Вот это отличное орудие, $playerName. Надеюсь, вас удастся убедить продолжить Путь Звездного Света, пожертвовав этот $Cabal_weapon_name ради великой цели.""","payCabalWeapon:Передать $Cabal_weapon_name
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться отдавать",
CabalContributionWeaponPlural,CabalContributionWeaponTirades,$Cabal_weapon_amount > 1,"SetTextHighlights $Cabal_weapon_amount_string $Cabal_weapon_names
SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""","На канале связи появляется треугольный символ среди потока громкой и раздражающей музыки.

""Вот это отличные пушки, $playerName. Надеюсь, вас удастся убедить продолжить Путь Звездного Света, пожертвовав $Cabal_weapon_amount_string $Cabal_weapon_names ради великой цели.""","payCabalWeapon:Передать $Cabal_weapon_amount_string $Cabal_weapon_names
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться отдавать",
CabalWeaponPaySingular,DialogOptionSelected,"$option == payCabalWeapon
$Cabal_weapon_amount == 1","AddText ""Потеряно $Cabal_weapon_name"" textEnemyColor
CabalTransferWeapons $Cabal_weapon_id $Cabal_weapon_amount
UW_AdjustRepCustom $faction.id $Cabal_repImpact null null HOSTILE null null
AddText ""\""Благодарю за ваш вклад. Не терпится похвастаться этим $Cabal_weapon_name; коллекционер может заплатить $Cabal_weapon_collector_value_string кредитов, чтобы владеть им.\""""
AddText ""$personFaction $personRank улыбается и завершает соединение.""
FireAll CabalPayCommon",,cutCommLink:Разорвать связь,
CabalWeaponPayPlural,DialogOptionSelected,"$option == payCabalWeapon
$Cabal_weapon_amount > 1","AddText ""Потеряно $Cabal_weapon_amount_string $Cabal_weapon_names"" textEnemyColor
CabalTransferWeapons $Cabal_weapon_id $Cabal_weapon_amount
UW_AdjustRepCustom $faction.id $Cabal_repImpact null null HOSTILE null null
AddText ""\""Благодарю за ваш вклад. Не терпится похвастаться этими $Cabal_weapon_names; коллекционер может заплатить $Cabal_weapon_collector_value_string кредитов, чтобы владеть ими.\""""
AddText ""$personFaction $personRank улыбается и завершает соединение.""
FireAll CabalPayCommon",,cutCommLink:Разорвать связь,
,,,,,,
CabalExtortionFighter,OpenCommLink,"$entity.Cabal_extortionMethod == fighter score:100
$faction.id == cabal
RepIsAtBest $faction.id HOSTILE
!$entity.Cabal_extortionPaid
CabalFighterCalc","$entity.ignorePlayerCommRequests = true 1
FireBest CabalExtortionFighterTirades",,,
CabalExtortionFighterPlural,CabalExtortionFighterTirades,$Cabal_fighter_amount == 1,"SetTextHighlights $Cabal_fighter_name
SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""","Громкая и отвратительная музыка тут же заполняет канал связи.

""Ого, $playerName. Какой редкий LPC. Надеюсь, вы начнете Путь Звездного Света, пожертвовав ваш $Cabal_fighter_name ради великой цели.""

Кабальский $personRank, развалившись на роскошном диване прямо на мостике, усмехается себе под нос. ""Поторопитесь, ладно? Я уже теряю терпение.""","payCabalFighter:Отдать $Cabal_fighter_name
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalExtortionFighterSingular,CabalExtortionFighterTirades,$Cabal_fighter_amount > 1,"SetTextHighlights $Cabal_fighter_amount_string $Cabal_fighter_names
SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""","Громкая и отвратительная музыка тут же заполняет канал связи.

""Потрясающе, $playerName. Какая чудесная коллекция LPC. Вам лучше начать Путь Звездного Света, пожертвовав ваши $Cabal_fighter_amount_string $Cabal_fighter_names ради великой цели.""

Кабальский $personRank лежит на роскошном диване на мостике и перебирает стопку кредитных чипов. ""Поторопитесь, дорогуша. Я теряю терпение.""","payCabalFighter:Отдать $Cabal_fighter_amount_string $Cabal_fighter_names
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalContributionFighter,OpenCommLink,"$entity.Cabal_extortionMethod == fighter score:100
$faction.id == cabal
RepIsAtWorst $faction.id INHOSPITABLE
RepIsAtBest $faction.id FRIENDLY
!$entity.Cabal_extortionPaid
CabalFighterCalc",FireBest CabalContributionFighterTirades,,,
CabalContributionFighterSingular,CabalContributionFighterTirades,$Cabal_fighter_amount == 1,"SetTextHighlights $Cabal_fighter_name
SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""","На канале связи появляется треугольный символ среди потока громкой и раздражающей музыки.

""Вижу, у вас есть редкий LPC, $playerName. Уверен, вы продолжите Путь Звездного Света, пожертвовав этот $Cabal_fighter_name ради великой цели.""","payCabalFighter:Передать $Cabal_fighter_name
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться отдавать",
CabalContributionFighterPlural,CabalContributionFighterTirades,$Cabal_fighter_amount > 1,"SetTextHighlights $Cabal_fighter_amount_string $Cabal_fighter_names
SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""","На канале связи появляется треугольный символ среди потока громкой и раздражающей музыки.

""Мои сканеры показывают, что у вас впечатляющая коллекция LPC, $playerName. Я уверен, вы продолжите Путь Звездного Света, пожертвовав $Cabal_fighter_amount_string $Cabal_fighter_names ради великой цели.""","payCabalFighter:Передать $Cabal_fighter_amount_string $Cabal_fighter_names
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться отдавать",
CabalFighterPaySingular,DialogOptionSelected,"$option == payCabalFighter
$Cabal_fighter_amount == 1","AddText ""Потеряно $Cabal_fighter_name"" textEnemyColor
CabalTransferFighters $Cabal_fighter_id $Cabal_fighter_amount
UW_AdjustRepCustom $faction.id $Cabal_repImpact null null HOSTILE null null
AddText ""\""Благодарю за ваш вклад. Этот $Cabal_fighter_name прекрасно будет смотреться в моей коллекции; на аукционе за такую красоту могли бы дать $Cabal_fighter_collector_value_string кредитов.\""""
AddText ""$personFaction $personRank улыбается и завершает соединение.""
FireAll CabalPayCommon",,cutCommLink:Разорвать связь,
CabalFighterPayPlural,DialogOptionSelected,"$option == payCabalFighter
$Cabal_fighter_amount > 1","AddText ""Потеряно $Cabal_fighter_amount_string $Cabal_fighter_names"" textEnemyColor
CabalTransferFighters $Cabal_fighter_id $Cabal_fighter_amount
UW_AdjustRepCustom $faction.id $Cabal_repImpact null null HOSTILE null null
AddText ""\""Благодарю за ваш вклад. Эти $Cabal_fighter_names прекрасно будут смотреться в моей коллекции; на аукционе такой лот ушел бы за $Cabal_fighter_collector_value_string кредитов.\""""
AddText ""$personFaction $personRank улыбается и завершает соединение.""
FireAll CabalPayCommon",,cutCommLink:Разорвать связь,
,,,,,,
CabalExtortionShip,OpenCommLink,"$entity.Cabal_extortionMethod == ship score:100
$faction.id == cabal
RepIsAtBest $faction.id HOSTILE
!$entity.Cabal_extortionPaid
CabalShipCalc","$entity.ignorePlayerCommRequests = true 1
SetTextHighlights $Cabal_ship_name
SetStoryOption avoidCabalExtortion 1 uw_avoidCabalExtortion leadership ""Заболтал кабальеро""","Громкая и отвратительная музыка тут же заполняет канал связи.

""У вас отличный вкус на корабли, $playerName. Думаю, вы можете начать Путь Звездного Света, великодушно передав $Cabal_ship_name на общее дело.""

Кабальеро смотрит на вас через пару шор. ""Жаль будет, если его повредят. Но это ваш выбор, не мой.""
OR
Громкая и отвратительная музыка тут же заполняет канал связи.

""$playerName, ваш корабль просто восхитителен. Думаю, вы можете начать Путь Звездного Света, отдав $Cabal_ship_name ради великой цели.""

$personRank крутится на офисном кресле. ""Или мы просто заберем его сами. Выбирайте.""
OR
Громкая и отвратительная музыка тут же заполняет канал связи.

""Ух, какая красота этот корабль. $playerName, у вас отличный шанс начать Путь Звездного Света, поделившись $Cabal_ship_name с Кабалом.""

""Делиться это забота, $playerName. Если вы не настроены заботиться, придется вас наказать."" Кабальский $personRank укоризненно покачивает украшенным кольцами пальцем.","payCabalShip:Отдать $Cabal_ship_name - $Cabal_ship_hull_full
avoidCabalExtortion:Заговорить $personFaction $personRank
cutCommLink:Разорвать связь",
CabalContributionShip,OpenCommLink,"$entity.Cabal_extortionMethod == ship score:100
$faction.id == cabal
RepIsAtWorst $faction.id INHOSPITABLE
RepIsAtBest $faction.id FRIENDLY
!$entity.Cabal_extortionPaid
CabalShipCalc","SetTextHighlights $Cabal_ship_name
SetStoryOption avoidCabalContribution 1 uw_avoidCabalContribution leadership ""Впечатлил кабальеро""","На канале связи появляется треугольный символ среди потока громкой и раздражающей музыки.

""У вас в распоряжении отличный флот, $playerName. Надеюсь, вы продолжите Путь Звездного Света, великодушно передав $Cabal_ship_name ради великой цели.""","payCabalShip:Передать $Cabal_ship_name - $Cabal_ship_hull_full
avoidCabalContribution:Попробовать впечатлить $personFaction $personRank
cabalRefuse:Отказаться отдавать",
CabalShipPay,DialogOptionSelected,$option == payCabalShip,"AddText ""Потеряно $Cabal_ship_name"" textEnemyColor
CabalTransferShip $Cabal_ship_uuid
UW_AdjustRepCustom $faction.id $Cabal_repImpact null null HOSTILE null null
AddText ""\""Благодарю за ваш вклад. Не терпится вывести эту малышку в бой.\""""
AddText ""$personFaction $personRank улыбается и завершает соединение.""
FireAll CabalPayCommon",,cutCommLink:Разорвать связь,
,,,,,,
CabalExtortionNoneVengeful,OpenCommLink,"$entity.Cabal_extortionMethod == none score:100
$faction.id == cabal
RepIsAtBest $faction.id VENGEFUL score:100
!$entity.Cabal_extortionPaid","MakeOtherFleetPreventDisengage cabalExtortion true
MakeOtherFleetAggressive cabalExtortion true
$entity.ignorePlayerCommRequests = true 1","Громкая и отвратительная музыка тут же заполняет канал связи.

""Какой жалкий неудачник. Твои кошели настолько пусты, что с тебя даже нечего требовать. Готовься гореть, отброс."" Кабальский $personRank смотрит на вас как на кучу мусора.",cutCommLink:Разорвать связь,
