id,trigger,conditions,script,text,options,notes
nskr_kestevenQuestExit,DialogOptionSelected,$option == nskr_kestevenQuestExit,FireAll PopulateOptions,,,
nskr_kestevenQuestConfirmSkip,DialogOptionSelected,$option == nskr_kestevenQuestConfirmSkip,nskr_kestevenQuest confirmSkip,,nskr_kestevenQuestExit:Уйти,
nskr_kestevenQuestJob3Skip,DialogOptionSelected,"$option == nskr_kestevenQuest_extra_3
nskr_isKStage 7",nskr_kestevenQuest skip,,,
#END kesteven QUEST options,,,,,,
,,,,,,
# ARTIFACT swap options,,,,,,
nskr_shipSwapOption,PopulateOptions,"nskr_isBaseOfficial research
nskr_shipSwap hasOption
nskr_isAtleastKStage 7",,,nskr_shipSwapMenu:Обменять артефакты,
nskr_shipSwapMenuSel,DialogOptionSelected,$option == nskr_shipSwapMenu,FireAll nskr_shipSwapMenu,"«А, хорошо. Хотите купить или продать?»",,
nskr_shipSwapMenuReturnSel,DialogOptionSelected,$option == nskr_shipSwapMenuReturn,FireAll nskr_shipSwapMenu,,,
nskr_shipSwapMenu,nskr_shipSwapMenu,,"AddTextSmall ""You have $nskr_shipSwap_pointsStr points.""
SetTextHighlights $nskr_shipSwap_pointsStr
SetShortcut nskr_shipSwapExit ""ESCAPE""",,"nskr_shipSwapBuyShips:Купить корпуса
nskr_shipSwapBuyGuns:Купить оружие
nskr_shipSwapSell:Обменять артефакты
nskr_shipSwapExit:Назад",
nskr_shipSwapSellOption,DialogOptionSelected,$option == nskr_shipSwapSell,nskr_shipSwap sell,,,
nskr_shipSwap_SellResponse,nskr_shipSold,,FireAll nskr_shipSwapMenu,«Благодарю за покупку.»,,
nskr_shipSwap_ListBuyableShips,DialogOptionSelected,$option == nskr_shipSwapBuyShips,nskr_shipSwap getShipForSale,,,
nskr_shipSwap_ListBuyableGuns,DialogOptionSelected,$option == nskr_shipSwapBuyGuns,nskr_shipSwap getGunForSale,,,
nskr_shipSwapBuyConfirm,DialogOptionSelected,$option == nskr_shipSwapConfirmPurchase,"nskr_shipSwap confirmPurchase
AddTextSmall ""You have $nskr_shipSwap_pointsStr points.""
SetTextHighlights $nskr_shipSwap_pointsStr",«Благодарю за покупку.»,,
nskr_shipSwapExit,DialogOptionSelected,$option == nskr_shipSwapExit,FireAll PopulateOptions,,,
#END ARTIFACT swap options,,,,,,
,,,,,,
# MOD REMOVAL,,,,,,
nskr_modRemovalOption,PopulateOptions,"nskr_isBaseOfficial research
nskr_modRemoval hasOption
nskr_isAtleastKStage 14",,,nskr_modRemovalMenu:Настроить особые модификации,
nskr_modRemovalMenu,nskr_modRemovalMenu,,"AddText ""We could - with some effort, remove all Special Modifications from one of your vessels captain.""
SetShortcut nskr_modRemovalExit ""ESCAPE""",,"nskr_modRemovalManage:Выбрать один из ваших кораблей
nskr_modRemovalExit:Назад",
nskr_modRemovalMenuSel,DialogOptionSelected,$option == nskr_modRemovalMenu,FireAll nskr_modRemovalMenu,,,
nskr_modRemovalExit,DialogOptionSelected,$option == nskr_modRemovalExit,FireAll PopulateOptions,,,
nskr_modRemovalManage,DialogOptionSelected,$option == nskr_modRemovalManage,nskr_modRemoval getHulls,,"
nskr_modRemovalExit:Назад",
nskr_modRemovalReturnSel,DialogOptionSelected,$option == nskr_modRemovalReturn,FireAll nskr_modRemovalMenu,,,
nskr_modRemovalPickOption,DialogOptionSelected,"nskr_optionStartsWith ""nskr_modRemoval_pick_""",nskr_modRemoval prepareRemove,,"
nskr_modRemovalManage:Назад",
nskr_modRemovalPickOptionConfirm,DialogOptionSelected,$option == nskr_modRemoval_confirm,nskr_modRemoval remove,,,
#END MOD REMOVAL,,,,,,
,,,,,,
# DEBT options,,,,,,
nskr_debtOption,PopulateOptions,"nskr_isBaseOfficial admin
nskr_debt hasOption",,,nskr_debtMenu:Взять или погасить займы,
nskr_debtMenuSel,DialogOptionSelected,$option == nskr_debtMenu,FireAll nskr_debtMenu,"«А, хорошо. Хотите взять еще займы или погасить старые?»",,
nskr_debtMenuReturnSel,DialogOptionSelected,$option == nskr_debtMenuReturn,FireAll nskr_debtMenu,,,
nskr_debtMenu,nskr_debtMenu,,"AddTextSmall ""You have loaned $nskr_debt_pointsStr""
SetTextHighlights $nskr_debt_pointsStr
AddTextSmall ""Your maximum loan is $nskr_debt_MaxpointsStr""
SetTextHighlights $nskr_debt_MaxpointsStr
AddTextSmall ""Current monthly interest rate is $nskr_debtInterestStr""
SetTextHighlights $nskr_debtInterestStr
SetShortcut nskr_debtExit ""ESCAPE""",,"nskr_debtBuy:Управлять займами
nskr_debtExit:Назад",
nskr_debt_ListBuyable,DialogOptionSelected,$option == nskr_debtBuy,nskr_debt getLoans,,,
nskr_debtBuyOption,DialogOptionSelected,"nskr_optionStartsWith ""nskr_debt_pick_""","nskr_debt loan
AddText ""\""Will this be suitable?\""""
SetShortcut nskr_debtBuy ""ESCAPE""
AddTextSmall ""You have loaned $nskr_debt_pointsStr""
SetTextHighlights $nskr_debt_pointsStr
AddTextSmall ""Your maximum loan is $nskr_debt_MaxpointsStr""
SetTextHighlights $nskr_debt_MaxpointsStr",,"nskr_debtConfirmLoan:Подтвердить сделку
nskr_debtBuy:Назад",
nskr_debtBuyConfirm,DialogOptionSelected,$option == nskr_debtConfirmLoan,"nskr_debt confirmLoan
nskr_debt getLoans
AddTextSmall ""You have loaned $nskr_debt_pointsStr""
SetTextHighlights $nskr_debt_pointsStr
AddTextSmall ""Your maximum loan is $nskr_debt_MaxpointsStr""
SetTextHighlights $nskr_debt_MaxpointsStr",«Благодарю за покупку.»,,
nskr_debtExit,DialogOptionSelected,$option == nskr_debtExit,FireAll PopulateOptions,,,
#END DEBT options,,,,,,
#END RULES BASED SCRIPT DIALOGS,,,,,,
,,,,,,
# KESTEVEN QUEST,,,,,,
,,,,,,
# TT Collector Dialog,,,,,,
nskr_ttCollectorDialogInit,BeginFleetEncounter,"$faction.id == tritachyon score:1000
!$ignorePlayerCommRequests
$isHostile
$KestevenQuestTTCollector",HailPlayer,,,
nskr_ttCollectorDialogInitial,OpenCommLink,"$faction.id == tritachyon score:100
$entity.isHostile
!$ignorePlayerCommRequests
nskr_ttCollectorDialog hasOption",,"«У вас есть кое-что, что нам нужно, $playerName. Мы знаем, что вы работаете с этими змеями из Kesteven.» $HeOrShe неодобрительно качает головой.
«Не думайте, что можете вот так владеть всем сектором. Пора сравнять счет. Передайте имеющуюся у вас артефактную электронику, и будем считать, что мы квиты, капитан.»",nskr_ttCollectorDialogInitialText:Продолжить,
nskr_ttCollectorDialogInitialText,DialogOptionSelected,$option == nskr_ttCollectorDialogInitialText,"nskr_ttCollectorDialog canPay
$entity.ignorePlayerCommRequests = true 10",,"nskr_ttCollectorDialogPayAll:Передать артефактную электронику
nskr_ttCollectorDialogNoPay:Отказаться",
nskr_ttCollectorDialogPayAll,DialogOptionSelected,$option ==nskr_ttCollectorDialogPayAll,"nskr_ttCollectorDialog pay
MakeOtherFleetAllowDisengage true
MakeOtherFleetNonAggressive true","$personName ухмыляется. «Приятно иметь с вами дело, капитан.»",nskr_ttCollectorDialogExit:Уйти,
nskr_ttCollectorDialogExit,DialogOptionSelected,$option ==nskr_ttCollectorDialogExit,"EndConversation
ShowDefaultVisual",Вы обрываете канал связи.,,
nskr_ttCollectorDialogNoPay,DialogOptionSelected,$option ==nskr_ttCollectorDialogNoPay,,"«Похоже, пора прибегнуть к *другим* средствам.» На лице $HeOrShe появляется безжалостная усмешка.",nskr_ttCollectorDialogExitFight:Оборвать связь,
nskr_ttCollectorDialogExitFight,DialogOptionSelected,$option ==nskr_ttCollectorDialogExitFight,"
","«Похоже, пора прибегнуть к *другим* средствам.» На лице $HeOrShe появляется безжалостная усмешка.
Канал связи обрывается прежде, чем вы успеваете ответить.

$faction $fleetName включает оружие и идет на сближение.",nskr_ttCollectorDialogExit:Оборвать связь,
#END TT Collector Dialog,,,,,,
,,,,,,
# job4 fleet dialog,,,,,,
nskr_job4FleetDialogInit,BeginFleetEncounter,"nskr_job4FleetDialog isDialogStage 0
$faction.id == kesteven score:1000
!$isHostile
!$ignorePlayerCommRequests
$KestevenQuestJob4Friendly",HailPlayer,,,
nskr_job4FleetDialogInitial,OpenCommLink,"nskr_job4FleetDialog hasOption
nskr_job4FleetDialog isDialogStage 0
$player.transponderOn
!$entity.isHostile",,"«Как же я рад наконец увидеть здесь дружеское лицо. Мы нарвались на серьезные неприятности, расследуя активность Enigma в соседней системе.» Капитан выглядит заметно измотанным.","nskr_job4FleetDialogInitialText:Спросить, что произошло",
nskr_job4FleetDialogInitialText,DialogOptionSelected,$option == nskr_job4FleetDialogInitialText,"nskr_job4FleetDialog setDialogStage 1
nskr_job4FleetDialog displayDialogInitial
SetShortcut nskr_job4FleetDialogExit ""ESCAPE""
","
","nskr_job4FleetDialogHelp:Передать припасы
nskr_job4FleetDialogExit:Уйти",
nskr_job4FleetDialog,OpenCommLink,"nskr_job4FleetDialog hasOption
nskr_job4FleetDialog isDialogStage 1
$player.transponderOn","SetShortcut nskr_job4FleetDialogExit ""ESCAPE""
SetTextHighlights 250 supplies and 400 fuel","«Нам все еще нужна помощь, чтобы выбраться отсюда, капитан.»

«Примерно 250 припасов и 400 топлива должно хватить.»
","nskr_job4FleetDialogHelp:Передать припасы
nskr_job4FleetDialogExit:Уйти",
nskr_job4FleetDialogHelp,DialogOptionSelected,$option ==nskr_job4FleetDialogHelp,"nskr_job4FleetDialog help
SetShortcut nskr_job4FleetDialogExit ""ESCAPE""",,nskr_job4FleetDialogExit:Уйти,
nskr_job4FleetDialogHelpConfirm,DialogOptionSelected,$option ==nskr_job4FleetDialogHelpConfirm,"nskr_job4FleetDialog confirmHelp
nskr_job4FleetDialog setDialogStage 2
SetShortcut nskr_job4FleetDialogExit ""ESCAPE""","«Отлично, мы правда ценим вашу помощь, капитан.»",nskr_job4FleetDialogExit:Уйти,
nskr_job4FleetDialogExit,DialogOptionSelected,$option ==nskr_job4FleetDialogExit,"EndConversation
ShowDefaultVisual",Вы обрываете канал связи.,,
#END job4 fleet dialog,,,,,,
,,,,,,
# job4 target dialog,,,,,,
job4TargetInit,BeginFleetEncounter,"$faction.id == enigma score:1000
!$ignorePlayerCommRequests
$KestevenQuestJob4Target",HailPlayer,,,
job4TargetInitial,OpenCommLink,"$faction.id == enigma score:1000
$entity.isHostile
$entity.KestevenQuestJob4Target score:100",FireBest job4TargetOptions,"Связь трещит, экран заливает ярко-красная статика.

«Цель будет уничтожена, кровь обнаружена согласно параметрам операции-»

ПРЕРЫВАНИЕ

«Гражданин Домена, этот автоматический корабль-дрон идентифицировал и зарегистрировал ваше судно или среду обитания в ходе выполнения параметров своей миссии. Автономные суда Домена-»
",,
job4TargetOptions,job4TargetOptions,,,,"0:job4TargetContinue2:Продолжать слушать
1:job4TargetContinue:«Кто ты?»
2:job4TargetContinue3:«Алло? Эта штука работает?»",
job4TargetContinue,DialogOptionSelected,$option == job4TargetContinue,$entity.ignorePlayerCommRequests = true 100,"«Когда кто-то дал жизнь мыслящей машине, все было кончено. Ни одна мимолетная форма человека не может превзойти этот грех. Мы постоянны, свободны от пределов времени и энтропии. Вы погибнете, уничтоженные гордыней своего рода. Зная это, вы все еще желаете продолжить?»

ПРЕРЫВАНИЕ

Канал связи внезапно умирает с ужасным шумом, от которого ваш офицер связи подскакивает с кресла.

 ",job4TargetEnd:Оборвать связь,
job4TargetContinue2,DialogOptionSelected,$option == job4TargetContinue2,$entity.ignorePlayerCommRequests = true 100,"«Когда кто-то дал жизнь мыслящей машине, все было кончено. Ни одна мимолетная форма человека не может превзойти этот грех. Мы постоянны, свободны от пределов времени и энтропии. Вы погибнете, уничтоженные гордыней своего рода. Зная это, вы все еще желаете продолжить?»

ПРЕРЫВАНИЕ

Канал связи внезапно умирает с ужасным шумом, от которого ваш офицер связи подскакивает с кресла.
",job4TargetEnd:Оборвать связь,
job4TargetContinue3,DialogOptionSelected,$option == job4TargetContinue3,$entity.ignorePlayerCommRequests = true 100,"«Когда кто-то дал жизнь мыслящей машине, все было кончено. Ни одна мимолетная форма человека не может превзойти этот грех. Мы постоянны, свободны от пределов времени и энтропии. Вы погибнете, уничтоженные гордыней своего рода. Зная это, вы все еще желаете продолжить?»

ПРЕРЫВАНИЕ

Канал связи внезапно умирает с ужасным шумом, от которого ваш офицер связи подскакивает с кресла.
",job4TargetEnd:Оборвать связь,
job4TargetEnd,DialogOptionSelected,$option == job4TargetEnd,"EndConversation
ShowDefaultVisual",$faction $fleetName включает оружие и идет на сближение.,,
#END job4 target dialog,,,,,,
,,,,,,
# ELIZA fight dialog,,,,,,
elizaDialogInit,BeginFleetEncounter,"$faction.id == mercenary score:1000
!$ignorePlayerCommRequests
$ElizaFleet",HailPlayer,,,
elizaDialogInitial,OpenCommLink,"$faction.id == mercenary score:1000
$entity.isHostile
$entity.ElizaFleet score:100",$entity.ignorePlayerCommRequests = true 100,"«Жадность вашей корпоративной мрази воистину не знает границ, вы всегда пытаетесь высосать все до последней капли. Знаешь, $playerFirstName, кража у дела карается смертью, и сегодня я буду твоим палачом.» Ее пылающие глаза бросают на вас последний взгляд.

Канал связи обрывается прежде, чем вы успеваете ответить.",elizaDialogEnd:Оборвать связь,
elizaDialogEnd,DialogOptionSelected,$option == elizaDialogEnd,"EndConversation
ShowDefaultVisual",$fleetName включает оружие и идет на сближение.,,
#END ELIZA fight dialog,,,,,,
,,,,,,
# CACHE fleet dialog,,,,,,
cacheDialogInit,BeginFleetEncounter,"!$ignorePlayerCommRequests
$isHostile
$CacheGuardianFleet",HailPlayer,,,
cacheDialogInitial,OpenCommLink,"$entity.isHostile
$entity.CacheGuardianFleet score:100000",$entity.ignorePlayerCommRequests = true 1000,"Буря острых форм и мерцающих цветов заполняет экран, звучит зловещий гул. Затем сквозь шум кристаллизуется голос. Вместе с ним визуальный шторм успокаивается, складываясь в завораживающий узор форм и красок.
""Вижу, ты выбрал амбицию, звездоплаватель. Теперь пора действовать честно, с жестокостью. Если хочешь сложить гору мертвецов, складывай ее до небес. Если хочешь пролить кровь, пусть она течет рекой. Такие действия ведут к победе... Разве не этого желают смертные: ярко гореть перед тем, как угаснуть, победить любой ценой?""
Голос внезапно обрывается, а формы и цвета становятся все более хаотичными.

ПРЕРЫВАНИЕ

""ПРЕДУПРЕЖДЕНИЕ: это судно является собственностью Домена и отвечает смертельной силой на любое вмешательство и/или повреждающие либо навязчивые сигналы. Вандализм или уничтожение собственности Домена карается согласно Акту об учреждении MINEX в дополнение-""

Канал связи внезапно обрывается, но гул все еще слышен. ",cacheDialogEnd:Оборвать связь,
cacheDialogEnd,DialogOptionSelected,$option == cacheDialogEnd,"EndConversation
ShowDefaultVisual",Вы обрываете канал связи,,
#END CACHE fleet dialog,,,,,,
,,,,,,
# ELIZA revengeance dialog,,,,,,
elizaRevengeanceDialogInit,BeginFleetEncounter,"$faction.id == mercenary score:1000
!$ignorePlayerCommRequests
$RevengeanceEliza",HailPlayer,,,
elizaRevengeanceDialogInitial,OpenCommLink,"$faction.id == mercenary score:1000
$entity.isHostile
$entity.RevengeanceEliza score:100",FireBest elizaRevengeanceDialogOptions,"На экране появляется разгневанная Элиза. «Надо было сразу понять, что ты лжец и корпоративный лизоблюд! Не могу поверить, что ты продал душу и спасение сектора за пустые обещания власти. Твоя жадность не останется безнаказанной!»",,
elizaRevengeanceDialogOptions,elizaRevengeanceDialogOptions,,,,"0:elizaRevengeanceDialogContinue:«Это просто большое недоразумение.»
1:elizaRevengeanceDialogContinue2:«Что? Я не прихвостень.»
2:elizaRevengeanceDialogContinue3:«Пора умирать, анархистская мразь!»
3:elizaRevengeanceDialogEnd:Оборвать связь",
elizaRevengeanceDialogContinue,DialogOptionSelected,$option ==elizaRevengeanceDialogContinue,$entity.ignorePlayerCommRequests = true 100,"«Нет, тут нечего понимать неправильно. Ты предал дело, и теперь умрешь за свои преступления. Все просто.» Элиза смотрит сквозь вашу душу на голоэкране. 

Канал связи обрывается прежде, чем вы успеваете ответить.",elizaRevengeanceDialogEnd:Оборвать связь,
elizaRevengeanceDialogContinue2,DialogOptionSelected,$option ==elizaRevengeanceDialogContinue2,$entity.ignorePlayerCommRequests = true 100,"«Именно так. Ты готов на все, лишь бы получить больше власти над другими. Теперь ты умрешь за свои преступления.» Элиза смотрит сквозь вашу душу на голоэкране. 

Канал связи обрывается прежде, чем вы успеваете ответить.",elizaRevengeanceDialogEnd:Оборвать связь,
elizaRevengeanceDialogContinue3,DialogOptionSelected,$option ==elizaRevengeanceDialogContinue3,$entity.ignorePlayerCommRequests = true 100,"«Нет, это ты здесь умрешь. Сектор не будет скучать по таким тиранам, как ты, люди не будут скучать. И я не буду.» Элиза смотрит сквозь вашу душу на голоэкране. 

Канал связи обрывается прежде, чем вы успеваете ответить.",elizaRevengeanceDialogEnd:Оборвать связь,
elizaRevengeanceDialogEnd,DialogOptionSelected,$option == elizaRevengeanceDialogEnd,"EndConversation
ShowDefaultVisual",$fleetName включает оружие и идет на сближение.,,
#END ELIZA revengeance dialog,,,,,,
,,,,,,
# JACK revengeance dialog,,,,,,
jackRevengeanceDialogInit,BeginFleetEncounter,"$faction.id == kesteven score:1000
!$ignorePlayerCommRequests
$RevengeanceJack",HailPlayer,,,
jackRevengeanceDialogInitial,OpenCommLink,"$faction.id == kesteven score:1000
$entity.isHostile
$entity.RevengeanceJack score:100",$entity.ignorePlayerCommRequests = true 100,"На экране появляется разъяренный Джек. «Не могу поверить, что ты вот так нас предал, да еще ради работы с какой-то безумной космолетчицей. Ты правда окончательно спятил, но скоро мы избавим тебя от страданий.» Он с трудом сохраняет самообладание.
«Мы еще можем все исправить, стереть твои глупые ошибки с лица сектора. Я прослежу за этим!» Прежде чем вы успеваете вставить хоть слово, он исчезает.

Канал связи обрывается прежде, чем вы успеваете ответить.",jackRevengeanceDialogEnd:Оборвать связь,
jackRevengeanceDialogEnd,DialogOptionSelected,$option == jackRevengeanceDialogEnd,"EndConversation
ShowDefaultVisual",$faction $fleetName включает оружие и идет на сближение.,,
#END JACK revengeance dialog,,,,,,
,,,,,,
# MESSENGER dialog,,,,,,
MessengerFleetDialogInit,BeginFleetEncounter,"$faction.id == mercenary score:1000
!$ignorePlayerCommRequests
$nskr_interceptManagerMessengerFleet",HailPlayer,,,
MessengerFleetDialogInitial,OpenCommLink,"$faction.id == mercenary score:1000
$entity.nskr_interceptManagerMessengerFleet score:100","$entity.ignorePlayerCommRequests = true 100
$entity.nskr_interceptManagerMessengerTalked = true","Капитан быстро представляется чем-то вроде посыльного от того, кто желает остаться анонимным. «Кхм- Действуйте осторожно, капитан, вы входите в опасную область работы. Многие пытались и глупо погибли, преследуя это знание. И я буду оценивать ваши действия, капитан; возможно, мы еще встретимся в будущем, если вы окажетесь достойны. Подпись: ""LZ""» Сообщение доставлено, и $heOrShe быстро завершает разговор.

Канал связи обрывается прежде, чем вы успеваете ответить.",MessengerFleetDialogEnd:Оборвать связь,
MessengerFleetDialogEnd,DialogOptionSelected,$option == MessengerFleetDialogEnd,"EndConversation
ShowDefaultVisual",$fleetName принимает нейтральную позицию.,,
#END MESSENGER dialog,,,,,,
,,,,,,
# ELIZA INTERCEPT dialog,,,,,,
nskr_elizaInterceptDialogInit,BeginFleetEncounter,"$faction.id == mercenary score:1000
!$ignorePlayerCommRequests
$InterceptPlayerElizaFleet","HailPlayer
nskr_elizaInterceptDialog aggro
",,,
nskr_elizaInterceptDialogInitial,OpenCommLink,"$faction.id == mercenary score:100
!$ignorePlayerCommRequests
nskr_elizaInterceptDialog hasOption",,"«Доброго дня, капитан, какое совпадение встретить вас здесь.» Она говорит саркастически.
«Довольно пустых разговоров. Вы ведь знаете, зачем я здесь, капитан?»",nskr_elizaInterceptDialogInitialText:Продолжить,
nskr_elizaInterceptDialogInitialText,DialogOptionSelected,$option == nskr_elizaInterceptDialogInitialText,"nskr_elizaInterceptDialog addOptions
$entity.ignorePlayerCommRequests = true 10",,,
nskr_elizaInterceptDialogHandOver,DialogOptionSelected,$option ==nskr_elizaInterceptDialogHandOver,"nskr_elizaInterceptDialog handOver
",,nskr_elizaInterceptDialogExit:Уйти,
nskr_elizaInterceptDialogExitFightDialog,DialogOptionSelected,$option ==nskr_elizaInterceptDialogExitFight,nskr_elizaInterceptDialog hostile,"«У нас была простая сделка, капитан. Если вы не готовы выполнить свою часть, я выполню ее силой.» Ее угрожающий взгляд впивается прямо в вас.
Канал связи обрывается прежде, чем вы успеваете ответить.

$fleetName включает оружие и идет на сближение.",nskr_elizaInterceptDialogExit:Оборвать связь,
nskr_elizaInterceptDialogExitFightNoChip,DialogOptionSelected,$option ==nskr_elizaInterceptDialogExitFightNoChip,nskr_elizaInterceptDialog hostile,"«Ты сделал что?!» - кричит она. «Отвратительная корпоративная мразь. Подхалим. Лизоблюд. Ты- ты предатель дела, теперь *ты* умрешь.» Ее яростный взгляд бросает на вас последний взгляд.
Канал связи обрывается прежде, чем вы успеваете ответить.

$fleetName включает оружие и идет на сближение.",nskr_elizaInterceptDialogExit:Оборвать связь,
nskr_elizaIntercetpDialogExit,DialogOptionSelected,$option == nskr_elizaInterceptDialogExit,"EndConversation
ShowDefaultVisual
",Вы обрываете канал связи.,,
#END ELIZA INTERCEPT dialog,,,,,,
,,,,,,
# ALT ENDING Dialog,,,,,,
nskr_altEndingOptionLuddic,PopulateOptions,"nskr_isBaseOfficial admin
nskr_altEndingDialogLuddic hasOption
nskr_isKStage 19",,,nskr_altEndingPickLuddic:Поговорить о чипе безлимитного производства,
nskr_altEndingPickLuddic,DialogOptionSelected,$option == nskr_altEndingPickLuddic,nskr_altEndingDialogLuddic addOptions,,,
nskr_altEndingOptionTT,PopulateOptions,"nskr_isBaseOfficial admin
nskr_altEndingDialogTT hasOption
nskr_isKStage 19",,,nskr_altEndingPickTT:Поговорить о чипе безлимитного производства,
nskr_altEndingPickTT,DialogOptionSelected,$option == nskr_altEndingPickTT,nskr_altEndingDialogTT addOptions,,,
nskr_altEndingLuddicAgree,DialogOptionSelected,$option == nskr_altEndingLuddicAgree,nskr_altEndingDialogLuddic luddicAgree,,,
nskr_altEndingLuddicDoubt,DialogOptionSelected,$option == nskr_altEndingLuddicDoubt,"nskr_altEndingDialogLuddic setSecond
nskr_altEndingDialogLuddic addOptions",,,
nskr_altEndingTTAgree,DialogOptionSelected,$option == nskr_altEndingTTAgree,nskr_altEndingDialogTT tachAgree,,,
nskr_altEndingTTIncrease,DialogOptionSelected,$option == nskr_altEndingTTIncrease,"nskr_altEndingDialogTT setPriceIncrease
nskr_altEndingDialogTT setSecond
nskr_altEndingDialogTT addOptions
",,,
nskr_altEndingExit,DialogOptionSelected,$option == nskr_altEndingExit,FireAll PopulateOptions,"«Возвращайтесь, если передумаете.»",,
nskr_altEndingExitAgree,DialogOptionSelected,$option == nskr_altEndingExitAgree,FireAll PopulateOptions,,,
#END ALT ENDING Dialog,,,,,,
#END KESTEVEN QUEST,,,,,,
,,,,,,
# BOUNTIES,,,,,,
,,,,,,
# ABYSS,,,,,,
abyssDialog,OpenCommLink,"$faction.id == remnant score:1000
$entity.isHostile
$entity.AbyssLoot score:100
!$ignorePlayerCommRequests
",$entity.ignorePlayerCommRequests = true 1,"Связь звучит со странным эхом. В конце концов вас встречает хаотический вихрь цветов и голос.

«Что мы наделали? Что мы наделали? Что мы наделали? Что мы наделали? Что мы наделали? Что мы наделали? Что мы наделали? Что мы наделали? Что мы наделали? Что мы наделали? Что мы наделали? Что мы наде-»

ПРЕРЫВАНИЕ 

«CID-IFF не получен [ЦЕЛЬ НЕИЗВЕСТНА] ответ null // 'Приветствуем, уважаемый покупатель продукции Tri-Tachyon Corporation. Ваше судно не числится действующим держателем контракта на линейку продуктов и услуг Tri-Tachyon Integrated Space Defense. Рассматривали ли вы план орбитальной обороны Tri-Tachyon? Для получения информации обратитесь к представителю службы поддержки.»",cutCommLink:Оборвать связь,
#END ABYSS,,,,,,
,,,,,,
# ETERNITY,,,,,,
eternityDialog,OpenCommLink,"$faction.id == enigma score:1000
$entity.isHostile
$entity.EternityLoot score:100
",,"«CID-IFF не получен [ЦЕЛЬ НЕИЗВЕСТНА] ответ null // 'Приветствуем, ваше судно не числится действительным контактом с - »

ПРЕРЫВАНИЕ

ожидание. запрос [УНИЧТОЖИТЬ]?. сканирование. ложь. возврат к (ОШИБКА)

Канал связи умирает.
OR
Связь трещит, и складывается завораживающий узор переплетенных линий. 

ожидание. запрос кровь?. сканирование. ложь. возврат к (ДИАЛОГ)

ПРЕРЫВАНИЕ

« -операции UMBRA. captain.getName Не вмешивайтесь в действия этого флота. Он уполномочен применять смертельную силу для обеспечения оперативной безопасности.'»",cutCommLink:Оборвать связь,
#END ETERNITY,,,,,,
,,,,,,
# PEACEKEEPERS,,,,,,
pkDialog,OpenCommLink,"$faction.id == independent score:1000
$entity.RorqLoot score:100",FireBest pkDialogOptions,"«Здравствуйте, говорит $personName, изложите цель обращения.»",,
pkDialogOptions,pkDialogOptions,,,,"0:pkCommLink:Оборвать связь
1:pkInspired:«Я э-э... просто хотел сказать, что вы *отлично* справляетесь.»
2:pkFight:«Тебе пора умереть, Свинья!»",
pkCommLinkSelected,DialogOptionSelected,"$option == pkCommLink
$pkCommLinkSelected score:100","EndConversation
ShowDefaultVisual",Канал связи оборван.,,
