id,trigger,conditions,script,text,options,notes
swpBTTextBarB,DialogOptionSelected,$option == swpBT_startBarB,,"Болтун замолкает лишь затем, чтобы сделать очередную затяжку сигарой, и снова без конца рассказывает, что видел или делал он сам и его знакомые. Большая часть этого вам неинтересна, но вы упорно киваете, пока шумный мужчина продолжает бесконечный поток трепа. Вы начинаете понимать, почему все ближайшие посетители так раздражены.

К тому времени, как капитан Таннен наконец сбавляет обороты, вы уже осушили несколько напитков. Он смачивает горло долгим глотком из своего бокала, явно собираясь опрокинуть его целиком перед новым заходом историй. Остается надеяться, что это не повтор одной из тех баек, которые вы уже слышали.","swpBT_startBar2:Вы что-то говорили о зарытом сокровище.
contact_declineBarNoContinue:Уйти - пока еще можно",
swpBTTextBarKnowCaptainTannen,DialogOptionSelected,"$option == swpBT_startBar
$global.swpBT_knowCaptainTannen",$missionId = swpBT,"Капитан Таннен, прикусив сигару, ухмыляется, когда вы снова подходите к нему. ""А, вернулся за новыми историями капитана Таннена, а? Присаживайся, $swpBT_mateOrLuv."" Он тянется к стакану с чем-то крепким.

Вам совершенно не хочется снова выслушивать длинный раунд самовосхваления этого хвастуна. Пора спросить напрямую, пока он не успел снова набрать ход.","swpBT_startBar2:Вы что-то говорили о зарытом сокровище.
contact_declineBarNoContinue:Неважно",
swpBTContactPrintDeclineText,ContactPrintDeclineText,$missionId == swpBT score:100,,"Таннен качает головой; на мгновение его выражение лица дрогнуло, пока он делает долгую затяжку сигарой, а затем выпускает длинную струю дыма, как дракон, дышащий не пламенем, а дымом. К тому моменту, когда он заканчивает, Таннен уже взял себя в руки, снова ухмыльнулся и глубоко вдохнул, собираясь продолжить свое бахвальство.

Вы выбираетесь из компании шумного капитана.",,
swpBTTextBarPunchLoseBadly,DialogOptionSelected,"$option == swpBT_punch
$swpBT_playerCombatLevel < 22","AdjustRepPerson swp_tannen VENGEFUL -50
SWP_BTCall updateData","С вас хватит этого пустобреха.

Не имея четкого плана, вы замахиваетесь и бьете капитана Таннена подлым ударом прямо в рот, где зажата сигара.

Он видит это заранее. Двигаясь быстрее, чем вы успеваете отследить, Таннен перехватывает ваш кулак, хватает вытянутую руку и резко дергает. Вас буквально перекидывает через его плечо, и вы кубарем летите на жесткий пол бара. Перед глазами белеет, когда вы ударяетесь головой и тяжело падаете на спину. Таннен не останавливается, пока вы стонете от боли; он со всей силы бьет вас тяжелым ботинком в почку.

Существование превращается в чистую агонию. Вам хватает сил лишь свернуться в клубок и давиться рвотой прямо на полу, полностью во власти Таннена. Он делает затяжку сигарой, которая все еще торчит у него изо рта.",swpBT_punch2:Продолжить,
swpBTTextBarPunchLoseBadly2,DialogOptionSelected,"$option == swpBT_punch2
$swpBT_playerCombatLevel < 22",,"Ваши телохранители - и охрана бара - врываются, валят капитана Таннена на пол и оттаскивают его от вас. Пока его тащат, Таннен рычит: ""пустите меня! Этот чокнутый $swpBT_bastardOrBitch попытался напасть на меня из ниоткуда!""

Пока охрана успокаивает взбешенного пирата, грубые руки утаскивают ваше лежащее тело прочь. Перед глазами все плывет, и вскоре вы теряете сознание.",swpBT_punch3:Продолжить,
swpBTTextBarPunchLoseBadly3,DialogOptionSelected,"$option == swpBT_punch3
$swpBT_playerCombatLevel < 22",FireBest swpBTPunchConsequences,"Вы приходите в себя спустя какое-то время: все тело болит, будто вас сбил грав-поезд. Вокруг стоят ваши телохранители, качают головами и явно разочарованы - либо вашими действиями, либо вашей некомпетентностью.",swpBT_punchAfter:Продолжить,
swpBTTextBarPunchLose,DialogOptionSelected,"$option == swpBT_punch
$swpBT_playerCombatLevel >= 22
$swpBT_playerCombatLevel < 51","AdjustRepPerson swp_tannen VENGEFUL -50
SWP_BTCall updateData","С вас хватит этого пустобреха и его дурацкой шляпы. Насколько крепким вообще может быть этот старикан?

Позволив тренировке взять верх, вы входите в дистанцию и бьете капитана Таннена подлым ударом прямо в рот, где зажата сигара.

Он откидывает голову ровно настолько, чтобы ваш кулак лишь задел нос, выбив сигару изо рта. Текуче, словно вода, он тут же разворачивается в удар ногой по почке, который вы в спешке блокируете предплечьем. Боль вспыхивает, когда тяжелый ботинок Таннена врезается в руку и лишает вас концентрации на критический миг. Не успеваете среагировать, как он уже входит в клинч, хватает вашу травмированную руку и вбивает свое предплечье вам в подбородок.

На мгновение перед глазами белеет, и в панике вы падаете на пол, отчаянно пытаясь вырваться из захвата капитана. Сознание проясняется, когда вам удается выскользнуть из удержания Таннена, и вы на четвереньках отползаете, прежде чем он добьет вас.",swpBT_punch2:Продолжить,
swpBTTextBarPunchLose2,DialogOptionSelected,"$option == swpBT_punch2
$swpBT_playerCombatLevel >= 22
$swpBT_playerCombatLevel < 51",FireBest swpBTPunchConsequences,"Таннену не дают продолжить. Ваши телохранители - и охрана бара - врываются, валят капитана Таннена на пол и растаскивают вас в разные стороны. Пока его тащат, Таннен рычит: ""уберите от меня лапы! Этот чокнутый $swpBT_bastardOrBitch напал на меня из ниоткуда!""

Охрана терпит его яростную тираду ровно столько, чтобы вытащить вас из бара и грубо швырнуть на землю, под неодобрительные взгляды телохранителей. Вы замечаете, что некоторые из ваших людей качают головами, стыдясь такого жалкого зрелища со стороны своего нанимателя.",swpBT_punchAfter:Продолжить,
swpBTTextBarPunchDraw,DialogOptionSelected,"$option == swpBT_punch
$swpBT_playerCombatLevel >= 51
$swpBT_playerCombatLevel <= 73","AdjustRepPerson swp_tannen VENGEFUL -50
SWP_BTCall updateData","С вас хватит этого пустобреха и его дурацкой шляпы. Да насколько он вообще крут?

Действуя скорее на боевых инстинктах, чем по плану, вы бросаете подлый удар прямо в рот капитана Таннена, сжимающего сигару зубами.

Он отводит голову ровно настолько, чтобы ваш кулак пришелся в щеку, а не в челюсть, и сигара улетает прочь. Двигаясь как змея, он уходит с линии удара и подсекает вас, пытаясь сбить с ног. Ваш уличный опыт срабатывает: вы одновременно тянетесь схватить его и намеренно падаете вместе с подсечкой, чтобы лишить равновесия и утащить на пол.

Однако Таннен оказывается мастером рукопашной: он опускается на колени вместо того, чтобы рухнуть на задницу, как вы надеялись. Зеваки начинают глазеть, пока вы двое катаетесь по полу бара, каждый пытаясь перехватить преимущество.",swpBT_punch2:Продолжить,
swpBTTextBarPunchDraw2,DialogOptionSelected,"$option == swpBT_punch2
$swpBT_playerCombatLevel >= 51
$swpBT_playerCombatLevel <= 73",FireBest swpBTPunchConsequences,"Ваши телохранители - и охрана бара - врываются, валят вас с капитаном Танненом и растаскивают в стороны. Пока его тащат, Таннен рычит: ""пустите! Я еще не закончил с $playerHimOrHer, чокнутый $swpBT_bastardOrBitch!""

Охрана, похоже, не согласна, потому что тут же прикладывает его головой о жесткий пол, вырубая шумного типа. После этого вы благоразумно решаете слушаться своих сопровождающих.",swpBT_punchAfter:Продолжить,
swpBTTextBarPunchWin,DialogOptionSelected,"$option == swpBT_punch
$swpBT_playerCombatLevel > 73","AdjustRepPerson swp_tannen VENGEFUL -50
SWP_BTCall updateData","С вас хватит этого пустобреха и его дурацкой шляпы.

Без всякого предупреждения вы позволяете боевым инстинктам - тем самым, что не раз спасали вам жизнь и приносили победу, - взять верх. Собравшись, вы наносите лучший подлый удар прямо в рот капитана Таннена, сжимающего сигару зубами.

Он реагирует слишком поздно. Ваш великолепный удар врезается капитану в челюсть, он перекусывает сигару пополам и отлетает назад. Игнорируя боль, вспыхнувшую в кулаке, вы продолжаете атаку и бьете Таннена в колено, когда он пытается восстановить стойку. Он хорош, но недостаточно: ваш удар ложится точно, Таннен кричит от боли, и вы слышите, как что-то хрустит.

Капитан Таннен, оставшись без опоры на ногу, со стоном валится на жесткий пол бара. Он тянется к пистолету.",swpBT_punch2:Продолжить,
swpBTTextBarPunchWin2,DialogOptionSelected,"$option == swpBT_punch2
$swpBT_playerCombatLevel > 73",FireBest swpBTPunchConsequences,"Он не успевает выхватить оружие. Ваши телохранители - и охрана бара - врываются, наваливаются на капитана Таннена и обезоруживают его. Другие охранники хватают вас сзади и оттаскивают от сцены. Пока его тащат, Таннен рычит: ""если я еще раз увижу тебя, чокнутый $swpBT_bastardOrBitch, я вырву твою вакуум-сосущую глотку!""

Охрана затыкает его ударом головы о пол бара, вырубая шумного типа. Довольный исходом, вы позволяете себя увести.",swpBT_punchAfter:Продолжить,
swpBTTextBarPunchAfter,DialogOptionSelected,"$option == swpBT_punchAfter
!$swpBT_missionStarted","SWP_BTCall declineForever
EndConversation DO_NOT_FIRE
BarCMD leaveBar",,,
swpBTTextBarPunchAfterStarted,DialogOptionSelected,"$option == swpBT_punchAfter
$swpBT_missionStarted","EndConversation DO_NOT_FIRE
BarCMD leaveBar",,,
swpBTPunchConsequencesLoseBadly,swpBTPunchConsequences,"$swpBT_playerCombatLevel < 22
!$swpBT_missionStarted","SetTextHighlightColors bad
SetTextHighlights $swpBT_neverFindOut","Вас поднимают на ноги и помогают, хромая, уйти прочь, оставляя смутное сожаление, что вы так и $swpBT_neverFindOut.",,
swpBTPunchConsequencesLoseBadlyStarted,swpBTPunchConsequences,"$swpBT_playerCombatLevel < 22
$swpBT_missionStarted",$global.swpBT_gotBeatUpByTannen = true,"Вас поднимают на ноги и помогают, хромая, уйти прочь, пока в голове блуждают смутные мысли о зарытом сокровище.$swpBT_nextMove",,
swpBTPunchConsequencesLose,swpBTPunchConsequences,"$swpBT_playerCombatLevel >= 22
$swpBT_playerCombatLevel < 51
!$swpBT_missionStarted","SetTextHighlightColors bad
SetTextHighlights $swpBT_neverFindOut","Боль в нескольких местах, пошатываясь, вы встаете на ноги и уходите, смутно жалея, что так и $swpBT_neverFindOut.",,
swpBTPunchConsequencesLoseStarted,swpBTPunchConsequences,"$swpBT_playerCombatLevel >= 22
$swpBT_playerCombatLevel < 51
$swpBT_missionStarted",$global.swpBT_gotBeatUpByTannen = true,"Боль в нескольких местах, пошатываясь, вы встаете на ноги и уходите, смутно предвкушая поиски того самого зарытого сокровища.$swpBT_nextMove",,
swpBTPunchConsequencesDraw,swpBTPunchConsequences,"$swpBT_playerCombatLevel >= 51
$swpBT_playerCombatLevel <= 73
!$swpBT_missionStarted","SetTextHighlightColors bad
SetTextHighlights $swpBT_neverFindOut","Вас без церемоний выкидывают из бара. Остывая, вы на миг жалеете, что так и $swpBT_neverFindOut.",,
swpBTPunchConsequencesDrawStarted,swpBTPunchConsequences,"$swpBT_playerCombatLevel >= 51
$swpBT_playerCombatLevel <= 73
$swpBT_missionStarted",,"Вас без церемоний выкидывают из бара. Остывая, вы ненадолго задумываетесь о богатствах, скрытых в зарытом сокровище капитана Ли.$swpBT_nextMove",,
swpBTPunchConsequencesWin,swpBTPunchConsequences,"$swpBT_playerCombatLevel > 73
!$swpBT_missionStarted","SetTextHighlightColors bad
SetTextHighlights $swpBT_neverFindOut","Вас без церемоний выкидывают из бара. Почти досадно, что в итоге вы так и $swpBT_neverFindOut.",,
swpBTPunchConsequencesWinStarted,swpBTPunchConsequences,"$swpBT_playerCombatLevel > 73
$swpBT_missionStarted",$global.swpBT_beatUpTannen = true,"Вас без церемоний выкидывают из бара. Несмотря на это, вы с нетерпением ждете охоты за зарытым сокровищем капитана Ли.$swpBT_nextMove",,
swpBTTextBar2,DialogOptionSelected,$option == swpBT_startBar2,"SetTextHighlightColors story hColor
SetTextHighlights $swpBT_emotionalAppeal $swpBT_tannenBribe
DoCanAffordCheck $swpBT_tannenBribe swpBT_startBarBribe
SetOptionColor swpBT_punch bad
SetTooltip swpBT_punch ""Ваш рейтинг рукопашного боя: $swpBT_playerCombatPct""
SetTooltipHighlightColors swpBT_punch hColor
SetTooltipHighlights swpBT_punch $swpBT_playerCombatPct
SWP_AddConfirmation swpBT_punch ""Вы уверены, что хотите это сделать?""
SetStoryOption swpBT_startBarAppeal 1 swpBT_appeal leadership ""Убедили капитана Таннена рассказать о зарытом сокровище""","Капитан Таннен прищуривается и ставит свой напиток обратно на стол. Хотя его ухмылка с зажатой в зубах сигарой не дрогнула, он окидывает вас трезво-серьезным взглядом. В этом странном выражении вы улавливаете намек на какую-то глубокую боль.

""Боюсь, память у меня затуманилась, $swpBT_mateOrLuv. Может, поможешь мне вспомнить подробности?""

Вы думаете, что $swpBT_emotionalAppeal может достучаться до него. Вероятно, дело не в деньгах, но вы подозреваете, что солидная взятка - скажем, $swpBT_tannenBribe кредитов - тоже сработает.","swpBT_startBarBribe:Может - это ускорит дело. (дать взятку)
swpBT_startBarAppeal:$swpBT_appealOption
contact_declineBar:Наверное - мне показалось. (уйти)
swpBT_punch:Ударить капитана Таннена","Effectively ""accept"", ""decline"", or ""decline forever"""
swpBTTextBar2Bribe,DialogOptionSelected,$option == swpBT_startBarBribe,AddCredits -$swpBT_tannenBribe,"После перевода кредитов капитану Таннену его лицо становится жестким. ""Опасную игру ты затеял, $swpBT_mateOrLuv."" Он спокойно тушит сигару и залпом допивает остаток напитка. Закончив, с грохотом ставит стакан обратно на стол. ""Надо было держать рот на замке.""

Он поворачивается к вам, и от прежней веселости не остается следа. ""Капитан Джакк Таннен, к вашим услугам."" Он косится на свой потрепанный ТриПад. ""А ты, значит, капитан $playerName, а?""

В ответ на ваш кивок он с усталым вздохом откидывается назад. Смотрит вперед, сквозь непрозрачную стену бара, будто мог бы напрямую вглядываться в бездну космоса. ""Все началось с Договора Кром Круах и человека по имени капитан Ли.""",swpBT_startBar3:Продолжить,
swpBTTextBar2AppealMale,DialogOptionSelected,"$option == swpBT_startBarAppeal
$swpBT_playerMale","$global.swpBT_appealedToCaptainTannen = true
AdjustRepPerson swp_tannen COOPERATIVE 20
SWP_BTCall updateData","Вы тянетесь вперед и отодвигаете напиток капитана Таннена подальше, заявляя, что ему уже хватит. Его раздражение вы перебиваете, погружаясь в собственную немалую браваду и развлекая капитана приукрашенными историями о своих подвигах. Отвлекающий маневр, похоже, работает: он тихо - впервые за долгое время - слушает ваши рассказы.

Вы ловко переходите к притче о упущенных возможностях и трагедии недоверия в Персеанском секторе, подводя к моральному призыву о разделенной славе открытий. К концу речи капитан Таннен так растроган, что по щеке у него действительно катится слеза. Судя по этой реакции, вы подозреваете, что этот человек втайне переживает особенно болезненное предательство.",swpBT_startBar2Appeal2:Продолжить,
swpBTTextBar2Appeal2Male,DialogOptionSelected,"$option == swpBT_startBar2Appeal2
$swpBT_playerMale",,"Когда вы снова садитесь рядом, его улыбка выглядит искренней. ""Капитан $playerName, ты выдающийся $swpBT_ladOrLass. Зовут меня капитан Джакк Таннен,"" - говорит он и крепко пожимает вам руку.

В ответ на вашу самоуверенную улыбку он усмехается и откидывается назад, глядя вперед, к непрозрачной стене бара, будто способен смотреть прямо в космическую бездну. ""Позволь рассказать тебе историю капитана Ли. Все началось с Договора Кром Круах...""",swpBT_startBar3:Продолжить,
swpBTTextBar2Nonmale,DialogOptionSelected,"$option == swpBT_startBarAppeal
!$swpBT_playerMale","$global.swpBT_appealedToCaptainTannen = true
AdjustRepPerson swp_tannen COOPERATIVE 20
SWP_BTCall updateData","Вы тянетесь вперед и мягко кладете свою руку поверх руки Таннена, когда он тянется к напитку. На его лице появляется раздражение, но лишь на миг: он смягчается, расслабляется и позволяет вам сжать его ладонь. Между вами повисает короткая тишина.

Вы тихо, почти интимно - так, чтобы слышал только он, - говорите, что понимаете его боль и утрату. Вспоминаете собственные тяжелые истории, пытаясь успокоить его внутренних демонов сочувствием, а не выпивкой и бравадой. К концу вашей речи глаз капитана Таннена закрыт в молчаливой печали. Несмотря на его изначальную веселость, вы подозреваете, что этот человек, как минимум, страдает от недоверия.",swpBT_startBar2Appeal2:Продолжить,
swpBTTextBar2Nonmale2,DialogOptionSelected,"$option == swpBT_startBar2Appeal2
!$swpBT_playerMale",,"Таннену требуется момент, чтобы взять себя в руки. ""Капитан $playerName, $swpBT_ladOrLass, ты по-настоящему выдающийся."" В ответ на вашу улыбку его глаз озаряется, и он с изяществом наклоняется вперед, берет вашу руку и мягко целует кончики пальцев. ""Капитан Джакк Таннен, к вашим услугам.""

Таннен устраивается поудобнее, откидывается назад и смотрит в сторону непрозрачной стены бара, будто способен вглядываться прямо в бездну космоса. ""Позволь рассказать тебе историю капитана Ли. Все началось с Договора Кром Круах...""",swpBT_startBar3:Продолжить,
swpBTTextBar3,DialogOptionSelected,$option == swpBT_startBar3,FireAll swpBTText3Options,"""Корпорация Три-Тахион работала над... побочным проектом, так сказать, глубоко в неизведанной глухомани Сектора. Они известны тем, что швыряют безумные идеи, как дротики в мишень. То, что не работает, аккуратно сворачивают и убирают, но если вдруг что-то приживется...""

Таннен подзывает еще выпивки и почти подносит стакан к губам, когда, похоже, что-то вспоминает. ""Хех, чуть не забыл."" Он достает из пальто какой-то потертый прибор, зажимает одну из кнопок и кладет устройство на стол. Фоновый шум почти мгновенно стихает, а все за пределами вытянутой руки расплывается в неразборчивое марево. ""Неловко брать с тебя деньги, а потом просто трепать языком на публике.""",,
swpBTTextBar3Appealed,DialogOptionSelected,"$option == swpBT_startBar3
$global.swpBT_appealedToCaptainTannen",FireAll swpBTText3Options,"""Корпорация Три-Тахион работала над... побочным проектом, так сказать, глубоко в неизведанной глухомани Сектора. Они известны тем, что швыряют безумные идеи, как дротики в мишень. То, что не работает, аккуратно сворачивают и убирают, но если вдруг что-то приживется...""

Таннен подзывает еще выпивки и почти подносит стакан к губам, когда, похоже, что-то вспоминает. Он достает из пальто какой-то потертый прибор, зажимает одну из кнопок и кладет устройство на стол. Фоновый шум почти мгновенно стихает, а все за пределами вытянутой руки расплывается в неразборчивое марево. ""Это останется строго между нами, $swpBT_mateOrLuv.""",,
swpBTTextBar3OptionA,swpBTText3Options,!$global.swpBT_appealedToCaptainTannen,,,swpBT_startBar3a:И скольким людям ты уже рассказал это?,
swpBTTextBar3OptionAAppealed,swpBTText3Options,$global.swpBT_appealedToCaptainTannen,,,swpBT_startBar3a:Ты ведь не болтал эту историю каждому встречному - да?,
swpBTTextBar3OptionContinue,swpBTText3Options,!$global.swpBT_appealedToCaptainTannen,,,swpBT_startBar4:Промолчать,
swpBTTextBar3OptionBAppealedMale,swpBTText3Options,"$global.swpBT_appealedToCaptainTannen
$swpBT_playerMale",,,swpBT_startBar3b:Наклониться внимательнее,
swpBTTextBar3OptionBAppealedNonmale,swpBTText3Options,"$global.swpBT_appealedToCaptainTannen
!$swpBT_playerMale",,,swpBT_startBar3b:Подвинуться ближе,
swpBTTextBar3A,DialogOptionSelected,"$option == swpBT_startBar3a
!$global.swpBT_appealedToCaptainTannen",$swpBT_interruptedStory = true 0,"Таннен бросает на вас раздраженный взгляд. ""Моя покойная мать.""

Он делает долгий глоток из стакана и, поставив его обратно на стойку, задумчиво прокручивает жидкость. ""Не уверен, можно ли тебе это доверить, но я держу слово. Этот секрет знал только я.""",swpBT_startBar4:Продолжить,
swpBTTextBar3AAppealed,DialogOptionSelected,"$option == swpBT_startBar3a
$global.swpBT_appealedToCaptainTannen","$swpBT_interruptedStory = true 0
AdjustRepPerson swp_tannen VENGEFUL -5
SWP_BTCall updateData","Похоже, ваш намек даже слегка задевает Таннена. ""До тебя я не рассказывал об этом ни одной живой душе, капитан $playerLastName.""

Он делает долгий глоток из стакана и, поставив его обратно на стойку, задумчиво прокручивает жидкость. ""Надеюсь, тебе можно это доверить, но до тебя, $swpBT_mateOrLuv, этот секрет знал только я.""",swpBT_startBar4:Продолжить,
swpBTTextBar3BMale,DialogOptionSelected,"$option == swpBT_startBar3b
$swpBT_playerMale",,"Таннен ухмыляется; по его глазу будто пробегают слова, пока он собирается с мыслью. Этот человек определенно в своей стихии, когда рассказывает истории. ""Так, на чем я остановился?""",swpBT_startBar4:Продолжить,
swpBTTextBar3BNonmale,DialogOptionSelected,"$option == swpBT_startBar3b
!$swpBT_playerMale",,"Таннен слегка краснеет; по его глазу будто пробегают слова, пока он собирается с мыслью. Этот человек определенно в своей стихии, когда рассказывает истории. ""Так, на чем я остановился?""",swpBT_startBar4:Продолжить,
swpBTTextBar4,DialogOptionSelected,$option == swpBT_startBar4,,"""Три-Тахи, ну... одна из их безумных идей касалась неких вымерших мегаструктур Доминиона, связанных с гиперпространством, только в миниатюрном масштабе."" Он поднимает руку. ""И я не о том, что сокровище зарыто у Врат. Тут другое.""

""Один конкретный проект дал результат, $swpBT_mateOrLuv, но как раз когда этот плод начал обещать амброзию... Кром Круах. Вторая война ИИ закончилась. Влияние Корпорации, словно молодой луны, ушло в минимум. Дальше оно могло только расти, если понимаешь, к чему я.""","swpBT_startBar4a:Полагаю - что-то пошло катастрофически не так.
swpBT_startBar5:Кивнуть",
