id,trigger,conditions,script,text,options,notes
barDesc_HSI,BarPrintDesc,$faction.id == HSI,ShowImageVisual space_bar,"Неизвестные энергетические сети сплетают на стенах бара различные узоры, явно декоративные. Освежители воздуха подавляют множество странных запахов, а сам бар выполнен неброско, но роскошно. Здесь есть и люди, похожие на руководителей, и космонавты с офицерами, говорящие вполголоса.",,
,,,,,,
#END greetings,,,,,,
#Traitor,,,,,,
HSITraitor0,HSITraitor,,,,"HSITraitorTryToDeal1:«Я тоже не хотел, чтобы все стало настолько уродливо.»",
HSITraitor1_1,DialogOptionSelected,"$option == HSITraitorTryToDeal1
!$faction.HSIFLLostToPlayer",,"«Что вы имеете в виду под тем, что не хотели доводить до уродства, капитан $playerName? Нападение на активы Halo Dynamics - серьезное преступление, особенно для партнера, которому мы предоставляли привилегии.»","HSITraitorTryToDeal2:«Возможно, я могу принести еще больше прибыли.»",
HSITraitor1_2,DialogOptionSelected,"$option == HSITraitorTryToDeal1
$faction.HSIFLLostToPlayer",,"«Что вы имеете в виду под тем, что не хотели доводить до уродства, капитан $playerName? Нападение на активы Halo Dynamics - серьезное преступление, особенно для партнера, которому мы предоставляли привилегии, не говоря уже о потоплении дредноута.»","HSITraitorTryToDeal2:«Возможно, я могу принести еще больше прибыли.»",
HSITraitor2,DialogOptionSelected,$option == HSITraitorTryToDeal2,FireAll HSITraitorDealTurnOffOptions,"Вам почти кажется, что вы слышите смех, но, возможно, это лишь воображение. «Насколько больше прибыли?»","HSITraitorDeal1:«1 000 000 кредитов.»
HSITraitorDeal2:«5 000 000 кредитов.»
HSITraitorDeal3:«10 000 000 кредитов.»
cutCommLink:Уйти",
HSITraitor3_1,DialogOptionSelected,$option == HSITraitorDeal1,FireAll HSITraitorDealTurnOffOptions,"«Вам стоит быть искреннее, капитан $playerName.»","HSITraitorDeal2:«5 000 000 кредитов.»
HSITraitorDeal3:«10 000 000 кредитов.»
cutCommLink:Уйти",
HSITraitor3_2,DialogOptionSelected,"$option == HSITraitorDeal2
!$faction.HSIFLLostToPlayer",HSISetPerson RemoveTraitor,«5 000 000 кредитов. Сделка.»,cutCommLink:Уйти,
HSITraitor3_3,DialogOptionSelected,"$option == HSITraitorDeal2
$faction.HSIFLLostToPlayer",FireAll HSITraitorDealTurnOffOptions,"«Этого могло бы хватить. Но этого недостаточно, чтобы покрыть дредноут. Капитан $playerName, это отдельная цена.»","HSITraitorDeal3:«10 000 000 кредитов.»
cutCommLink:Уйти",
HSITraitor3_4,DialogOptionSelected,$option == HSITraitorDeal3,HSISetPerson RemoveTraitor,«10 000 000 кредитов. Сделка.»,cutCommLink:Уйти,
,,,,,,
,,,,,,
HSITraitorTurnOff1M,HSITraitorDealTurnOffOptions,$player.credits < 1000000,SetEnabled HSITraitorDeal1 false,,,
HSITraitorTurnOff5M,HSITraitorDealTurnOffOptions,$player.credits < 5000000,SetEnabled HSITraitorDeal2 false,,,
HSITraitorTurnOff10M,HSITraitorDealTurnOffOptions,$player.credits < 10000000,SetEnabled HSITraitorDeal3 false,,,
,,,,,,
#StellaArena,,,,,,
HSISA_First,PopulateOptions,"$faction.id == HSI
$market.id == HSI_SpaceBridge_Market
$global.HSITC0Finished
!$global.HSISA_FCFinished
$isPerson
HSIPersonIdentityCheck PersonIsTheCommissioner",,,HSISA_FC:Спросить Директора о природе этого подробного симуляционного дисплея.,
HSISA_FC0,DialogOptionSelected,$option == HSISA_FC,ShowPersonVisual,"«Он работает на тех же принципах, что и система в Академии Sagitta, позволяя пользователям сражаться с симулированными врагами.»",HSISA_FC1:Можно мне им воспользоваться?,
HSISA_FC1,DialogOptionSelected,$option == HSISA_FC1,,«Разумеется. Считайте это одним из преимуществ работы с нами. Покажете хороший результат - я даже добавлю забавные награды.»,HSISA_FC3:Интересно.,
HSISA_FC3,DialogOptionSelected,$option == HSISA_FC3,"$global.HSISA_FCFinished = true
$global.HSISACredits = 0
$global.HSISALevelTraining = 1
$global.HSISALevelHard = 1",«Почему бы мне не начать прямо сейчас?»,HSISA_Join:Посетить арену Stella,
HSISA_Greetings,PopulateOptions,"$faction.id == HSI
$market.id == HSI_SpaceBridge_Market
$global.HSISA_FCFinished
$isPerson
HSIPersonIdentityCheck PersonIsTheCommissioner
",,,HSISA_Join:Посетить арену Stella,
HSISA_Main,DialogOptionSelected,$option == HSISA_Join,FireAll HSISAOptions,,,
HSISA_Shop,HSISAOptions,,,,3:HSISA_ShopOpen:Посетить магазин арены (у вас сейчас $global.HSISACredits очков),
HSISA_Battle,HSISAOptions,,,,1:HSISA_BattleOpen:Принять вызов тренировочного режима ($global.HSISALevelTraining уровень),
HSISA_BattleHard,HSISAOptions,,,,2:HSISA_BattleOpenHard:Принять вызов сложного режима ($global.HSISALevelHard уровень),
HSISA_BattleAdventure,HSISAOptionsNN,,,,4:HSISA_BattleOpenAdventure:Посмотреть испытания режима приключения!,
HSISA_Leave,HSISAOptions,,,,6:HSISA_LeaveOpen:Покинуть арену,
HSISA_ModeExplain,HSISAOptions,,,,5:HSISA_Explain:Об арене Stella,
HSISA_ShopPage,DialogOptionSelected,$option == HSISA_ShopOpen,HSISAShop,«Посмотрите на свои награды.»,,
HSISA_BattlePage,DialogOptionSelected,$option == HSISA_BattleOpen,HSISABattle Training,,,
HSISA_BattlePageHard,DialogOptionSelected,$option == HSISA_BattleOpenHard,HSISABattle Hard,,,
HSISA_LeavePage,DialogOptionSelected,$option == HSISA_LeaveOpen,FireAll PopulateOptions,"Вы вспоминаете, что у вас есть другие дела, и покидаете арену.",,
HSISA_Explain,DialogOptionSelected,$option == HSISA_Explain,FireAll HSISAOptions,"Тренировочный режим: этот режим выставляет против вас постепенно растущие флоты по обычным правилам подбора. Вы получаете 1 очко каждые 3 уровня.
Сложный режим: в этом режиме вражеские флоты значительно выше качеством. Вы получаете 1 очко за уровень.",,
HSISA_AdventureStatus,DialogOptionSelected,$option == HSISA_BattleOpenAdventure,HSISABattle ShowAdventureStatus,,,
HSISA_StartBattleAdventure,DialogOptionSelected,$option == HSISA_BattleStartAdventure,HSISABattle Adventure,,,
HSISA_PickedBuffAdventure,DialogOptionSelected,HSISABattle PickedBuffOption,HSISABattle AddBuff,,,
,,,,,,
,,,,,,
#HPSID,,,,,,
HSI_startTurnIn,PopulateOptions,"$isPerson
HSIPersonIdentityCheck PersonIsHPSIDOperator
!$faction.HSIisTraitor
$faction.id == HSI",,«Здравствуйте. Полевой оператор Департамента безопасности. Чем могу быть полезен?»,"10:HSI_aiCores_startTurnIn:«У меня есть эти ИИ-ядра...»
11:HSI_specialShip_startTurnIn:«У меня есть эти редкие корабли...»
13:HSI_surveyData_startTurnIn:«У меня есть некоторые разведданные...»",
HSI_startTurnInDenied,PopulateOptions,"$isPerson
HSIPersonIdentityCheck PersonIsHPSIDOperator
$faction.HSIisTraitor
$faction.id == HSI",FireAll PopulateOptions,"«Никто не доверяет тому, кто ударил его в спину, $PlayerSirOrMadam.»",,
HSI_aiCores_disableTurnInOption,DisableTurnInCoresOptionIfNeeded,"$isPerson
AICores personCanAcceptCores
$faction.id == HSI score:1000","SetTooltip aiCores_startTurnIn ""You should find someone else who can take these. Regulations forbid me from handling them.""
SetEnabled aiCores_startTurnIn false",,,
HSI_aiCores_turnInOptionSel,DialogOptionSelected,"$option == HSI_aiCores_startTurnIn
$faction.id == HSI",FireAll HSICoresTurnInOptions,«Вы пришли к нужному человеку. Мы с радостью заберем у вас эти опасные предметы.»,,
HSI_aiCores_playerHasOption,HSICoresTurnInOptions,,,"ИИ-ядра преобразуются в 5/10/20/40 очков прогресса в зависимости от уровня, а также влияют на отношения.",0:HSI_aiCores_selectCores:Выбрать ИИ-ядра для сдачи,
HSI_aiCores_neverMindOption,HSICoresTurnInOptions,,,,"100:aiCores_neverMind:«Неважно, на самом деле у меня ничего нет.»",
HSI_aiCores_turnInOptionSelected,DialogOptionSelected,$option == HSI_aiCores_selectCores,HPSIDTurnIn AI_CORE selectCores,,,
HSI_aiCores_turnInResponse,HSIAICoresTurnedIn,,FireAll PopulateOptions,"Оператор $personLastName молча принимает вашу сдачу. «Отлично, я доложу о вашем вкладе начальству.»",,
HSI_ships_turnInOptionSelected,DialogOptionSelected,$option == HSI_specialShip_startTurnIn,,«Эти корабли будут преобразованы в 15/30/45/60 очков прогресса в зависимости от класса и выкуплены по базовой цене с немедленным зачислением средств на ваш счет.»,"HSI_specialShip_startTurnInContinue:Продолжить
HSI_specialShip_startTurnInBreak:Сменить тему",
HSI_ships_turnInOptionSelectedContinue,DialogOptionSelected,$option == HSI_specialShip_startTurnInContinue,HPSIDTurnIn SPECIAL_SHIP selectRareship,,,
HSI_ships_turnInOptionSelectedBreak,DialogOptionSelected,$option == HSI_specialShip_startTurnInBreak,FireAll PopulateOptions,,,
HSI_ships_turnInResponse,HSITurnedInRareShip,,FireAll PopulateOptions,Оператор $personLastName проверяет состояние корабля на Tripad. «Отлично. Вы не пожалеете об этом.»,,
HSI_surveydata_turnInOptionSelectedContinue,DialogOptionSelected,$option == HSI_surveyData_startTurnInContinue,HPSIDTurnIn SURVEY_DATA selectSurveyData,,,
HSI_surveydata_turnInOptionSelectedBreak,DialogOptionSelected,$option == HSI_surveyData_startTurnInBreak,FireAll PopulateOptions,,,
HSI_surveydata_turnInOptionSelected,DialogOptionSelected,$option == HSI_surveyData_startTurnIn,,"Данные разведки преобразуются в 2/4/7/11/15 очков прогресса в зависимости от уровня, а также влияют на отношения.","HSI_surveyData_startTurnInContinue:Продолжить
HSI_surveyData_startTurnInBreak:Сменить тему",
HSI_surveydata_turnInResponse,HSISurveyDataTurnedIn,,FireAll PopulateOptions,Оператор $personLastName несколько раз нажимает на Tripad. «Отлично. Halo Dynamics благодарит вас за разведку.»,,
,,,,,,
#HSIContractForge,,,,,,
HSI_Forge_Start,PopulateOptions,"$isPerson
HSIPersonIdentityCheck PersonIsHSIForgeContact
!$faction.HSIisTraitor
$faction.id == HSI",,"«Здравствуйте, наша корабельная и оружейная промышленность способна производить широкий спектр кораблей и оружия. Можете свободно просмотреть каталог продукции.»",HSI_Forge_Pick:Просмотреть каталог продукции,
HSI_Forge_Pick,DialogOptionSelected,$option == HSI_Forge_Pick,HSIContactForge,,,
HSI_Forge_Picked,HSIForgePicked,,"$option = HSI_Forge_out 0
FireBest DialogOptionSelected",,,
HSI_Forge_Out,DialogOptionSelected,$option == HSI_Forge_out,FireAll PopulateOptions,"«Спасибо за заказ. Производство обычно завершается в течение 60 дней. Доставка не включена, пожалуйста, получите заказ лично или через представителя с действительным сертификатом на Космическом мосту.»",,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
#HSI_TCEvent0,,,,,,
HSI_TC0Start,AddBarEvents,"!$global.HSITC0Started
!$global.HSITC0Finished
!$market.isHidden
RepIsAtWorst HSI COOPERATIVE","AddBarEvent HSI_TC0_BarEvent ""A young girl sat in a corner, looking out of place in a bar. No one seemed to notice her."" ""In the crowded bar, for some reason, a quiet corner abruptly appeared."" 255,140,200,255",,,
HSI_TC0Event1,DialogOptionSelected,$option == HSI_TC0_BarEvent,"AddText ""Your approach manages to divert her gaze from her Tripad. \""How do you do, Captain $playerName. It seems like you've finally noticed me.\"""" 255,140,200,255
HSISetPerson TheCommissioner
ShowPersonVisual
$global.HSITC0Started = true",,"HSI_TC0_1_1:Промолчать
HSI_TC0_1_2:«Трудно представить, что столь ослепительную леди могут игнорировать.»",
HSI_TC0Event2_1,DialogOptionSelected,$option == HSI_TC0_1_1,"AddText ""\""Have a seat, Captain $playerName. There's no need for reservations.\"""" 255,140,200,255",,HSI_TC0_2:Сесть,
HSI_TC0Event2_2,DialogOptionSelected,$option == HSI_TC0_1_2,"AddText ""\""I didn't expect you to be such a sweet talker.\"" You seem to see her smile, but it is gone as soon as it appeared. \""Have a seat, Captain $playerName, there's no need to be so... I believe you'd dislike formality.\"""" 255,140,200,255",,HSI_TC0_2:Сесть,
HSI_TC0Event3,DialogOptionSelected,$option == HSI_TC0_2,"AddText ""Her invitation seemed to have some kind of charm, and you ease into a seat opposite her. She taps her Tripad a few times. \""I looked for you purely out of curiosity. To be honest, you are very interesting.\"""" 255,140,200,255",,"HSI_TC0_3_1:«Я не нахожу себя интересным.»
HSI_TC0_3_2:«Ну... вообще-то я действительно очень интересен.»",
HSI_TC0Event4_1,DialogOptionSelected,$option == HSI_TC0_3_2,"AddText ""\""Then I could have praised you more. However, I'd still like a test of your abilities.\"" She pushes a chip towards you. \""This is a little greeting gift.\"" She pauses and pushes the glass of wine that was by her hand to you, \""I hope you are as strong as you are eloquent.\"""" 255,140,200,255",,"HSI_TC0_4_1:Взять чип
HSI_TC0_4_2:«Не думаю, что меня это действительно интересует.»",
HSI_TC0Event_2,DialogOptionSelected,$option == HSI_TC0_3_1,"AddText ""\""If you would like, we can talk about it at length. However, I'd still like a test of your abilities.\"" She pushes a chip towards you. \""This is a little greeting gift.\"" She pours the wine by her hand into two empty glasses, takes a sip from one, and pushes the other to you. \""I hope you that next time we meet, you won't be so guarded.\"""" 255,140,200,255",,"HSI_TC0_4_1:Взять чип
HSI_TC0_4_2:«Не думаю, что меня это действительно интересует.»",
HSI_TC0Fight,DialogOptionSelected,$option == HSI_TC0_4_1,HSITCEventFight TC0,,,
HSI_TC0Leave,DialogOptionSelected,$option == HSI_TC0_4_2,"AddText ""The other party said nothing more."" 255,140,200,255
BarCMD returnFromEvent false",,,
HSI_TC0End,DialogOptionSelected,$option == HSI_TC0_End,"AddText ""Your senses slip away for a moment, and when you snap out of it, the other person is gone. Your Tripad prompts you of a credit transfer, and an odd unread message. Strange..."" 255,140,200,255
$global.HSITC0Finished = true",,"backToBar:«Пожалуйста, приходите на Космический мост поговорить... Что это значит?»",
,,,,,,
#HSI_TCEvent1,,,,,,
HSI_TC1_Start,PopulateOptions,"$faction.id == HSI
$market.id == HSI_SpaceBridge_Market
$global.HSITC0Finished
!$global.HSITC1Accepted
$isPerson
HSIPersonIdentityCheck PersonIsTheCommissioner",,,HSI_TC1_1:Директор ждет вас.,
HSI_TC1_1,DialogOptionSelected,$option == HSI_TC1_1,"AddText ""\""Greetings, Captain $playerName.\"" The Director sat by the window, in a cabin with what may be one of the best views on the space bridge. Behind her lay the yawning gulf of Intrustion. Your eyes meet its unending blackness, unsettling even for the most seasoned spacefarers.\n\""I wouldn't recommend staring at it for too long. The event horizon truly is a fascinating phenomenon, but prolonged observation might trigger a fear of black holes.\"" You hear the Director's voice behind you. Startled, you turn, surprised to find her no longer in her seat. \""Sorry to keep you waiting.\"""" 255,140,200,255
$global.HSITC1Accepted = true",,HSI_TC1_2:Покачать головой.,
HSI_TC1_2,DialogOptionSelected,$option == HSI_TC1_2,"AddText ""\""You did a good job last time, so this time, I'd like you to help me with something.\"" She takes a look at you, \""The previous test had no effect on you, which is very rare.\"""" 255,140,200,255",,"HSI_TC1_3_1:«Проверка?»
HSI_TC1_4_1:«Хорошо, расскажите.»
HSI_TC1_4_2:«Мне нужно ясное объяснение, прежде чем я приму такое расплывчатое поручение.»",
HSI_TC1_3_1,DialogOptionSelected,$option == HSI_TC1_3_1,"AddText ""\""It's not a big deal... Captain $playerName, it's better not to ask.\"""" 255,140,200,255",,"HSI_TC1_4_1:«Хорошо, продолжайте и расскажите.»
HSI_TC1_3_2:«Я не намерен брать расплывчатые поручения.»",
HSI_TC1_3_2,DialogOptionSelected,$option == HSI_TC1_3_2,"AddText ""The Director frowned slightly. \""You're not making this easy, Captain $playerName.\"" She points towards Intrustion outside the window, \""As we've spoken of before, certain phenomena can influence the human mind. You looked at it, yet remained unaffected, and you won't be affected by similar phenomena either. This isn't an aptitude everyone possesses.\"""" 255,140,200,255",,"HSI_TC1_4_1:«Расскажите о вашем поручении.»
HSI_TC1_4_2:«Я не люблю загадки.»",
HSI_TC1_4_1,DialogOptionSelected,$option == HSI_TC1_4_1,"AddText ""\""Recover a special entity. I don't know exactly what it looks like.\"" the Director says, \""I only know it's very weak — you should be capable enough to control it. I cannot spare the time, so I can only ask this of you. The coordinates will be sent to your Tripad. It does not seem to be able to move from its location.\"""" 255,140,200,255",,"HSI_TC1_5_1:«Хорошо, я съезжу туда для вас.»",
HSI_TC1_4_2,DialogOptionSelected,$option == HSI_TC1_4_2,"AddText ""After a long pause, the Director finally said: \""I was being presumptuous. Please return, Captain $playerName.\"""" 255,140,200,255",,cutCommLink:Покинуть ее кабинет,
HSI_TC1_5_1,DialogOptionSelected,$option == HSI_TC1_5_1,"AddText ""\""Thank you, Captain $playerName. However... as you have seen, most special existences highly sensitive and peculiar. Although presumptuous of me, I hope for your safety.\"" She takes out a small communicator: \""Should an unexpected situation occur, contact me immediately.\"""" 255,140,200,255
HSITC1Orders ShowMap",,cutCommLink:Взять коммуникатор,
HSI_TC1_6,OpenInteractionDialog,"$HSI_TC1_MeetTheKnight score:1000
!$global.HSITC1Finished","ShowDefaultVisual
FireBest HSITC1MeetTheKnight
$HSI_TC1_MeetTheKnight = false","Ваш $shipOrFleet приближается к полю обломков.

Дредноут класса Invictus и несколько меньших кораблей бессильно дрейфуют в космическом вакууме.",,
HSI_TC1_6_MeetTheKnight,HSITC1MeetTheKnight,,,,HSI_TC1_7:Приказать техникам сенсоров проанализировать обломки,
HSI_TC1_7,DialogOptionSelected,$option == HSI_TC1_7,,"Техник сенсоров наконец докладывает вам с озадаченным выражением лица. Он говорит, явно с трудом убеждая самого себя: «Окраска, знаки отличия и состав флота указывают, что все это корабли одного флота луддитских рыцарей.»

Дредноуты Луддитской церкви обычно не бросают без причины; окружающие обломки указывают на крупное сражение. Техники сенсоров не обнаружили энергетических показаний, а Invictus полностью пуст. Непонятно, что могло заставить флот луддитских рыцарей такого размера понести столь тяжелые потери в бою.",HSI_TC1_8:Приблизиться к дредноуту,
HSI_TC1_8,DialogOptionSelected,$option == HSI_TC1_8,,"Вы осторожно приближаетесь к заброшенному мегакораблю. При ближайшем осмотре вы и техник сенсоров обмениваетесь тревожными взглядами: в повреждениях явно что-то не так. На мостике повисает жуткая тишина. Наконец руководитель операций говорит: «Капитан, это не очень похоже на следы энергетического оружия, верно?»

Вы согласно киваете. Следы ожогов на броне кораблей явно оставлены фугасным оружием. Техники сенсоров начинают тщательно анализировать рисунок повреждений этих обломков. Учитывая обстоятельства, у вас есть основания подозревать, что обломки связаны с самим флотом.

После нескольких часов кружения по орбите техник сенсоров возвращается с окончательным выводом: дредноут и остальные корабли флота обратились друг против друга, что привело к взаимному уничтожению.",HSI_TC1_9:Подготовиться к абордажу,
HSI_TC1_9,DialogOptionSelected,$option == HSI_TC1_9,"HSISetPerson Knight
ShowPersonVisual","Вы решаете сесть рядом с мостиком и направиться прямо туда, надеясь реактивировать любые сенсоры, которые еще могут работать.

Войдя на мостик, вы замечаете фигуру. Хотя никто из офицеров и морпехов, кажется, ее не видит, вы все равно останавливаете их.",HSI_TC1_10:Достать коммуникатор,
HSI_TC1_10,DialogOptionSelected,$option == HSI_TC1_10,,"Коммуникатор подключается почти мгновенно. Вы поднимаете его, наполовину ожидая, что он способен на большее, чем просто связь. «Вы это видите?»

«Да. Похоже на... рыцаря.» Вы чувствуете, что собеседница необычно спокойна. «Это немного неожиданно, но ничего неуправляемого. Я уверена, что ваше красноречие поможет вам пройти через это, капитан $playerName.»",HSI_TC1_11:Попытаться установить контакт,
HSI_TC1_11,DialogOptionSelected,$option == HSI_TC1_11,,"Луддитский рыцарь, поклявшийся хранить учение Лудда. Послушный приказам Церкви, истребитель творений Молоха и защитник духа Лудда мечом и молотом.

Стойкий страж верующих Лудда и очиститель еретиков и мерзостей. За десятилетия, даже на фоне великих побед, сомнения росли. Все ли злые творения уничтожают человеческий дух? За долгие годы войны не все еретики лишились душ из-за машин, как утверждали епископы. В секторе на грани краха смерть таилась во многих местах, независимо от машин.

Чем глубже были вопросы, тем больше всплывало неопределенности и сомнений. Вера сталкивалась с реальностью, и она так и не смогла быть такой же гибкой, как ее товарищи, в отношении фактов, с которыми столкнулась.

Отчаяние поглотило рыцаря.

«Не думала, что в наше время кто-то еще держится таких убеждений.» Коммуникатор снова звучит. «И не думала, что существует такой рыцарь. Возможно, когда вы вернетесь, я поделюсь с вами старой земной литературой, где такие персонажи иногда встречаются.»","HSI_TC1_12:«Думаю, главный вопрос сейчас - решить, что делать дальше.»",
HSI_TC1_12,DialogOptionSelected,$option == HSI_TC1_12,"SetStoryOption HSI_TC1_13_1 general ""Convince the knight that there are still people to protect.""","«Самый простой способ - убедить ее стать вашим стражем.»

«Лучше бы вам быть уверенной, что побочных эффектов нет.»

«В общем... побочные эффекты не то, о чем вам стоит думать. Но чтобы избежать непредвиденных проблем, постарайтесь в будущем не умирать.» Вы улавливаете нотку сарказма, но сейчас пора принять решение.
","HSI_TC1_13_1:Убедить рыцаря, что еще есть люди, которых нужно защищать.
HSI_TC1_13_2:Убедить рыцаря, что ее обманули.",
HSI_TC1_13_1,DialogOptionSelected,$option == HSI_TC1_13_1,,"Вы снова и снова заверяете рыцаря, что ее действия были справедливы. Вина лежала не на ней, а на епископах; в отличие от своих товарищей, она была истинным рыцарем.

Только когда вы напомнили, что кому-то все еще нужна защита, рыцарь наконец подняла голову. «Имя.» Вы слышите ее голос.

Вы колеблетесь, но не можете придумать способ решить это иначе. Вы слышите жужжание коммуникатора и в этот момент решаетесь рискнуть.",HSI_TC1_14_1:«Меня зовут $playerName.»,
HSI_TC1_13_2,DialogOptionSelected,$option == HSI_TC1_13_2,,"Вы снова и снова заверяете рыцаря, что ее действия были справедливы. Вина лежала не на ней, а на епископах; в отличие от своих товарищей, она была истинным рыцарем.

Только когда вы сказали, что ее ввели в заблуждение, рыцарь наконец подняла голову. «Имя.» Вы слышите ее голос.

Вы колеблетесь, но не можете придумать способ решить это иначе. Вы слышите жужжание коммуникатора и в этот момент решаетесь рискнуть.",HSI_TC1_14_2:«Меня зовут $playerName.»,
HSI_TC1_14_1,DialogOptionSelected,$option == HSI_TC1_14_1,"AddText ""\""I will protect you.\"" the knight says to you."" 110,110,250,255
HSITC1Orders GenKnight_SP
AddText ""\""So... all's well that ends well?\"" The communicator that had been silent for a long time buzzed again, and you realized that you had never turned it off. You can only guess what kind of expression the Director was wearing while listening to your performance. You quickly switch it off."" 110,110,250,255
$global.HSITC1Finished = true
HSITC1Orders ClearImportant HSI_TC1_MeetTheKnight
$player.KnownByTheCommissioner = true",,defaultLeave:Пора уходить,
