id,type,text1,text2,text3,text4,notes
nskr_reverie,SHIP,"Один из самых маневренных крейсеров известного космоса, Reverie создан для уклонения и точных ударов. Его маневренность затрудняет перехват без подавляющей силы, а модульная оружейная сетка поддерживает разнообразные ударно-отходные конфигурации для быстрых циклов боя.

Фирменное вооружение - ранняя версия ныне внушающей страх системы минного удара - выпускает сосредоточенные ракетные залпы, способные жестоко наказать невнимательные цели. Хотя оно менее разрушительно, чем наследники, оно остается эффективным, особенно если удар приходит с направления, которого враг не ожидал.",,,,
,,,,,,
nskr_malediction,SHIP,"Malediction - первоклассный быстроходный атакующий фрегат, соперничающий со знаменитым Tempest по скорости и летальности. Созданный для агрессивного маневрирования и господства на ближней дистанции, он превосходно охотится на другие фрегаты и безнаказанно тревожит более медленные цели.

Оснащенный встроенными дронами Pursuer - передовой оружейной платформой Tri-Tachyon, - Malediction привносит в любую стычку автономную огневую поддержку высокого уровня. Немногие корабли его класса могут сравниться с его точностью и давлением, хотя, как и большинство экспериментальных проектов, он требует соответствующих затрат на обслуживание.",,,,
,,,,,,
nskr_pursuer,SHIP,"Pursuer - экспериментальный оружейный дрон с ИИ-архитектурой дельта-ядра, созданный для использования разрывов в обороне противника. Быстрый и трудный для наведения, он специализируется на преследовании отвлеченных кораблей и отвлечении огня от носителя.

Нестабильное ЭМ-ядро наносит неожиданный удар: при детонации оно высвобождает концентрированный энергетический импульс, способный повреждать системы куда сильнее, чем предполагает малая рама. В паре с Malediction Pursuer служит и приманкой, и кинжалом - миниатюрной точечной угрозой.",,,,
,,,,,,
nskr_rorqual,SHIP,"Класс Rorqual был вершиной кораблестроения Rogue Co. - тяжелый крейсер индивидуальной разработки с форсированными двигательными системами и фирменным разрядником потоковых аномалий компании. При немногих уязвимостях и высоких характеристиках во всем он заработал репутацию почти идеальной боевой платформы среди тех немногих, кто мог его оплатить.

Каждый корпус вручную строили инженеры, контрабандисты и бывшие военные Rogue Company, подгоняя его под максимальную эффективность, а не массовое производство. Группа не пережила Коллапс, и их технологии ушли вместе с ней. Остались лишь редкие корпуса.",,,,
,,,,,,
nskr_reverie_boss,SHIP,"Этот сильно модифицированный крейсер класса Reverie служит личным флагманом сбежавшего ИИ-ядра, которое, по большинству свидетельств, просто хотело короткий отпуск от задания на черном объекте. Выбор оказался неудачным - и прямо из него родилась легенда.

Системы корабля откалиброваны далеко за пределами безопасных режимов. Уникальное энергетическое ядро ""Void"" потребляет энергию на уровнях, заметно искажающих локальное пространство, деформируя показания сенсоров и перегружая близлежащие системы.

В результате получается корабль с невозможной маневренностью и подавляющей проекцией силы, далеко за пределами стандартных человеческих проектов.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_harbinger_boss,SHIP,"Этот глубоко модифицированный фрегат класса Harbinger получил новое энергетическое ядро и переделанный энтропийный усилитель, что делает его значительно смертоноснее стандартного аналога. Боевые результаты указывают на уровень настройки далеко за пределами разрешенных спецификаций.

Байки космоплавателей рассказывают о дерзком налете на объекты Culann в последние дни Второй войны ИИ - работе, выполненной крайне недоплаченным подрядчиком с украденным зарядом экспериментальной пробивной техники. Ожидая хранилище, она пробила дыру в заброшенный ангар и нашла забытый, едва пригодный к полету прототип Harbinger.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_afflictor_boss,SHIP,"Этот доработанный фрегат класса Afflictor получил улучшения почти всех систем, повысив скорость, фазовую выносливость и ударный потенциал. Скользкий и агрессивный, он остается постоянной угрозой в любой стычке - и серьезной проблемой, если оставить его без внимания.

Космоплаватели рассказывают о разочарованном руководителе Tri-Tachyon, проигравшем ставку на уникальный, сильно модифицированный и лишь слегка обугленный корпус Harbinger - редкий коллекционный экземпляр. В ярости он заказал этот корабль, но через три месяца после поставки его украли из личного ангара. Позже корабль снова всплыл на аукционе.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_minokawa,SHIP,"«Здесь нет места колебаниям. Мы выделим ресурсы и персонал по мере необходимости - полный допуск, все отделы. С этого момента проект имеет приоритет над всеми остальными.»
- доктор Вон, руководитель проекта",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_sovereign,SHIP,"«Наша работа с темпоральными полями должна продолжаться без перерывов. Инциденты с вмешательством в причинность больше не являются теорией - они становятся оперативной угрозой.»
- доктор Вон, руководитель проекта",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_nemesis,SHIP,"«Да, развертывание ИИ высшего порядка спорно. Но с функциональной точки зрения оно незаменимо. Теперь нашей главной задачей должно быть сдерживание. Эти данные не должны покинуть объект.»
- доктор Виртанен, глава информационной безопасности",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_muninn,SHIP,"«Сообщалось о таких симптомах, как тошнота, размытое зрение, паранойя и легкие галлюцинации. Это ожидаемые побочные эффекты, пока их следует игнорировать. Мы устраним их в последующих итерациях.»
- старший инженер Тактре, журнал проекта #2365",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_warfare,SHIP,"«Вычисления с поддержкой ИИ значительно ускорили наш график разработки. При таких темпах можно ожидать, что платформа будет поставлена точно в срок.»
- доктор Аслов, материаловедение, отдел 24",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_epochx,SHIP,"«В конце концов все происходит так, как должно. Некоторым исходам просто требуется больше времени, чтобы раскрыться.»
- доктор Вон, руководитель проекта",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_epoch,SHIP,"«Теперь, когда мы завершили переход на второй уровень допуска, можно начинать интеграцию матрицы темпорального перепозиционирования с поддержкой гамма-ядра. Благодаря дополнительным вычислительным ресурсам мы должны предотвратить P-space каскадные отказы, преследовавшие ранние испытания.»
- доктор Таллаха, прикладная инженерия, крыло 97",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_widow,SHIP,"«Порой я размышляю о тяжести создания такого оружия. Но в конце концов напоминаю себе: ответственность лежит на том, кто решает нажать на спуск.»
- доктор Катаме, запись в журнале #5811",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_torpor,SHIP,"«Быстро или медленно - все относительно. С точки зрения фотона мы почти не движемся.»
- доктор Аллегре, темпоральная физика, крыло 17",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_eternity,SHIP,"«Вечность - длинный перегон, длиннее, чем большинство понимает.»
- летчик-испытатель «Умбра», журнал проекта #6663",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_huginn,SHIP,"Специализированная тяжелая штурмовая дрон-платформа, созданная для развертывания на передовой. Оснащенная уникальным высокомощным бластером, она обеспечивает сосредоточенную огневую мощь значительно выше стандартного дронового вооружения.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_minokawa_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_sovereign_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_nemesis_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_muninn_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_warfare_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_eternity_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_epochx_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_epoch_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_widow_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_torpor_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_huginn_e,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_aed,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Хотя автономные боевые машины были прямо запрещены в центральном пространстве Домена, продвинутые ИИ-системы тайно разрабатывались за пределами включенного объема. Упорные слухи говорят о дрейфующих в неизведанной пустоте заброшенных прототипах, захваченных сбежавшими разумами. Ни одна из этих историй не заканчивается хорошо - а большинство заканчивается только статикой.",,,,
,,,,,,
nskr_sunburst,SHIP,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]

Реликт автономных боевых флотов, когда-то разработанных Tri-Tachyon. Эти конструкции были объявлены вне закона Доменом, а позднее Гегемонией, стали анафемой для Церкви Галактического Искупления и подлежали уничтожению во время Первой войны ИИ. Согласно официальным данным, все они были уничтожены. Официальные данные редко рассказывают всю историю.",Неопознанное судно,"НЕИЗВЕСТНАЯ ЗАПИСЬ

Пожалуйста, зарегистрируйте свой датапад Tri-Tachyon, чтобы получать последние новости и обновления.",,
,,,,,,
nskr_pbcc,WEAPON,"«Ты когда-нибудь думал... что будет, если поле сдерживания откажет?»
«Они рассчитали, что это невозможно.»
«А если они ошиблись?»
«Тогда это уже не будет нашей проблемой.»", - младший инженер Браамс и старший инженер Николсон - расшифровка записи #783,,,
,,,,,,
nskr_mfrocketpod,WEAPON,«Пробный выстрел выбил все автоматы на корабле. Рекомендуется дальнейшая доработка.»,- летчик-испытатель «V» - журнал проекта #0651,,,
,,,,,,
nskr_spikem,WEAPON,"«Прямое попадание в носовые переборки. Осколки дошли до самой кормы - закончилось тем, что какого-то бедолагу прибило к потолку двигательного отсека.»", - отчет о повреждениях восстановленного ISS Old Forgoyle,,,
,,,,,,
nskr_spikes,WEAPON,"«Я не санкционирую дальнейшие задержки. Больше никаких продлений. На этом этапе остается только надеяться, что оно вообще сработает - ради всех нас.»", - руководитель отдела Лионис - журнал проекта #4494,,,
,,,,,,
nskr_tremorm,WEAPON,"«Ненавижу это место. Какой-то гений сломал кофеварку в комнате отдыха, так что теперь мне нужно подать заявку. Это займет неделю. Потом они подадут свою заявку, еще неделю, а после этого назначат техника для установки нового блока... через две-четыре недели. Это неприемлемые условия труда.»"," - анонимная жалоба, подана Томасом Дорселем, сотрудник #24661",,,
,,,,,,
nskr_tremors,WEAPON,"«Наведение роя с поддержкой дельта-ядра на практике может считаться ИИ более высокого уровня, даже если формально так не классифицируется. Запрашиваю официальную проверку Советом по этике ИИ.»", - техник надзора Гегемонии Грин - журнал проекта #1251,,,
,,,,,,
nskr_emgl,WEAPON,"«Некоторые считают, что в крыльях с низким допуском мы просто штампуем детали для тостеров. Зато нас хотя бы не биосканируют каждые пятьдесят шагов.»", - доктор Шеффилд - журнал #9022,,,
,,,,,,
nskr_scannonm,WEAPON,"«Глава инженерного отдела сообщил о катастрофическом отказе всей бортовой электроники. Казалось, будто нас ударила солнечная вспышка в момент попадания.»"," - послебоевой отчет о столкновении на окраинах, противник неизвестен.",,,
,,,,,,
nskr_arcgen,WEAPON,"«Статический разряд уничтожил проектор, цель и стену позади нее.»"," - инженер проекта Храг - электромагнетика, крыло #102",,,
,,,,,,
nskr_scatterm,WEAPON,"«Получать надежные показания события становится все труднее. Теперь, когда мы превысили температуру Хагедорна, поле сдерживания не может подавить спонтанные цепные реакции антиматерии, вызванные частицей. Переработка экспериментальной установки теперь главный приоритет проекта. Подозреваю, у этого явления больше потенциала, чем мы думали сначала.»", - руководитель отдела доктор Леал-Фрэнсис - журнал проекта #3401,,,
,,,,,,
nskr_plasmal,WEAPON,"«Да... [помехи]... я бы сказал, это чертовски большая пушка. Прием.»", - команда спасателей Golf - рядом с [УДАЛЕНО],,,
,,,,,,
nskr_hshotgun,WEAPON,"«Зачем им вообще орудие такого размера?»
«Доктор, вам правда стоит перестать спрашивать ""зачем"". Так безопаснее для вашего здоровья.»", - расшифровка журнала наблюдения #353,,,
,,,,,,
nskr_inverter,WEAPON,"«Рекурсивное поведение этих аномалий вызвало официальный интерес Совета по темпоральной динамике. Пока мы не получим окончательное решение о необходимости повышения допуска проекта, все работы приостановлены. Оценочный срок: от трех до шести рабочих месяцев.»"," - доктор Чен - физика высоких энергий, отдел #178",,,
,,,,,,
nskr_collector,WEAPON,"«Я никогда не видел ничего подобного. Идеальная сфера, вырезанная из цельного материала - несколько метров в поперечнике, точно в центре точки попадания, с миллиметровой точностью. Это уже никак не отполировать.»", - осмотр разрушенного K-CORP Nightrunner,,,
,,,,,,
nskr_huginn_arm_right,WEAPON,"Тяжелый бластер, встроенный в атакующий дрон типа Huginn. Garde способен показывать отличные результаты против большинства целей благодаря огромному радиусу взрыва и высокому урону.",,,,
,,,,,,
nskr_huginn_e_arm_right,WEAPON,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]",,,,
,,,,,,
nskr_huginn_arm_left,WEAPON,"Относительно стандартная легкая ракетная установка с простым автозарядником, обеспечивающим устойчивый выпуск ракет даже в затяжных боях.",,,,
,,,,,,
nskr_huginn_e_arm_left,WEAPON,"[ОШИБКА БАЗЫ ДАННЫХ:451]OOOOOOoooooooooooooooo E ee 					
[Если проблема сохраняется, обратитесь в ближайший сервисный центр TriPad™ для диагностики и ремонта.]",,,,
,,,,,,
nskr_vulcanFi,WEAPON,"Простая модификация почтенной пушки Vulcan, адаптированная для использования истребителями.",,,,
,,,,,,
nskr_bc_single,WEAPON,"Базовая неуправляемая торпеда с кумулятивной боевой частью, способная наносить огромный урон крупным кораблям.",,,,
,,,,,,
nskr_bc_tube,WEAPON,"Магазинная оружейная система, запускающая несколько торпед. Каждая несет кумулятивный заряд для высокого урона по крупным судам.",,,,
,,,,,,
nskr_paradox,SHIP_SYSTEM,"Делает корабль неуязвимым и повышает рассеивание потока, но отключает движение.",Защитная,,,
,,,,,,
nskr_temporal,SHIP_SYSTEM,"Фазово переносит корабль вперед по направлению носа, затем выпускает мощный энергетический взрыв.",Маневр,,,
,,,,,,
nskr_timewarp,SHIP_SYSTEM,"Замедляет время и повышает максимальную скорость, но отключает все оружие.",Маневр,,,
,,,,,,
nskr_boostdrive,SHIP_SYSTEM,"Заливает двигатели мощностью, резко повышая скорость, но не позволяя тормозить.",Маневр,,,
,,,,,,
