id,type,text1,text2,text3,text4,text5,notes
A_S-F_exegetes,SHIP,"Задуманный как молот к наковальне Monitor, Exegetes благодаря высокой мобильности и достойному вооружению хорошо выполняет эту роль.

Высокая стойкость специализированного щитового излучателя к вражескому огню позволяет Exegetes выигрывать большинство дуэлей один на один, но узкая дуга покрытия и повышенная стоимость обслуживания вызывают проблемы в любых условиях, далеких от идеальных.",,,,,
A_S-F_gaderoga,SHIP,"Снаружи этот корабль похож на ряд распространенных в Секторе судов, но его внутреннее устройство совсем не стандартно.

Он построен вокруг центральной автопушки, заметно устаревшей по сравнению с технологиями остального корпуса, но все еще работающей достаточно эффективно благодаря интегрированной системе подачи боеприпасов и вспомогательному вооружению.

Большая часть данных на внутренних носителях сильно повреждена, но в уцелевших фрагментах документации многократно встречается упоминание некоего ""Ковчега"". Где он находится и что именно собой представляет, остается загадкой.",,,,,
A_S-F_gathima,SHIP,"Снаружи этот корабль похож на ряд распространенных в Секторе судов, но его внутреннее устройство совсем не стандартно.

Оснащен парой умеренно продвинутых ракетных пусковых, дополненных высокотехнологичной системой заряжания боеприпасов.

Большая часть данных на внутренних носителях сильно повреждена, но в уцелевших фрагментах документации многократно встречается упоминание некоего ""Ковчега"". Где он находится и что именно собой представляет, остается загадкой.",,,,,
A_S-F_gatorbacker,SHIP,"Снаружи этот корабль похож на ряд распространенных в Секторе судов, но его внутреннее устройство совсем не стандартно.

Интегрированное многофункциональное оружие подавления и система приоритизации целей позволяют Gatorbacker нарушать работу и выводить из строя почти все, с чем он сталкивается.

Большая часть данных на внутренних носителях сильно повреждена, но в уцелевших фрагментах документации многократно встречается упоминание некоего ""Ковчега"". Где он находится и что именно собой представляет, остается загадкой.",,,,,
A_S-F_grandum,SHIP,"Снаружи этот корабль похож на ряд распространенных в Секторе судов, но его внутреннее устройство совсем не стандартно.

Пара ракетных батарей на этом корабле обеспечивает достойное давление по щитам, а в сочетании с интегрированным вспомогательным вооружением дает впечатляющий многоцелевой урон.

Большая часть данных на внутренних носителях сильно повреждена, но в уцелевших фрагментах документации многократно встречается упоминание некоего ""Ковчега"". Где он находится и что именно собой представляет, остается загадкой.",,,,,
A_S-F_galsteel,SHIP,"Снаружи этот корабль похож на ряд распространенных в Секторе судов, но его внутреннее устройство совсем не стандартно.

Оснащен экзотической системой AURA, благодаря которой корабль бьет куда сильнее, чем можно ожидать по его довольно скромному вооружению.

Большая часть данных на внутренних носителях сильно повреждена, но в уцелевших фрагментах документации многократно встречается упоминание некоего ""Ковчега"". Где он находится и что именно собой представляет, остается загадкой.",,,,,
A_S-F_genbura,SHIP,"Снаружи этот корабль похож на ряд распространенных в Секторе судов, но его внутреннее устройство совсем не стандартно.

Сочетание достойного оружейного пакета и системы AURA позволяет этому кораблю выдавать очень тяжелые всплески урона.

Большая часть данных на внутренних носителях сильно повреждена, но в уцелевших фрагментах документации многократно встречается упоминание некоего ""Ковчега"". Где он находится и что именно собой представляет, остается загадкой.",,,,,
A_S-F_bathory_mod,SHIP,"Gutkeled - глубоко модифицированный Bathory, выступающий испытательной платформой для нового продвинутого квантового дизраптора.

Bathory был одним из первых кораблей, способных надежно обнаруживать фазовые цели, и на протяжении лет постоянно дооснащался одними из самых совершенных сенсоров, оставаясь практичным боевым судном даже спустя долгое время после начала производства. В этой модификации большинство продвинутых сенсоров заменено оборудованием, необходимым для тяжелого квантового дизраптора.",,,,,
A_S-F_ilgryps,SHIP,"Реликт автономных ИИ-флотов, разработанных корпорацией Tri-Tachyon. Незаконные по законам Доминиона (и Гегемонии) и считающиеся мерзостью Церковью Галактического Искупления, эти создания были уничтожены в ходе Первой войны ИИ. По крайней мере, так утверждает официальная история.

Splendor создавался конкурирующей конструкторской группой как соперник Brilliant, и хотя в ИИ-флотах он встречался реже, корабль до сих пор остается довольно обычным зрелищем. Любопытная особенность этого корпуса - признаки задела под пилотируемую эксплуатацию; однако большая часть таких отсеков позже была забита хранилищами боеприпасов или прорезана силовыми магистралями, что говорит о том, что от этой идеи отказались на сравнительно позднем этапе проектирования.",,,,,
A_S-F_nebel,SHIP,"Уникальный корабль: Nebel выглядит как крайне глубоко модифицированная версия дрон-корабля Splendor с полноценно реализованным жилым отсеком для экипажа. В ядро судна также встроена специализированная ракетная фабрика, из-за чего этот корабль потенциально значительно смертоноснее других машин того же тоннажа, а в сочетании с превосходной боевой мобильностью он представляет серьезную угрозу даже для кораблей капитального класса.",,,,,
A_S-F_auditor_mod,SHIP,"Глубоко кастомизированный вариант Auditor, оптимизированный под оборону и противодействие истребителям.

Эта модификация Auditor пытается вернуться к его исходным корням в Monitor: отказавшись от попыток нарастить огневую мощь, она устанавливает пару кастомных систем ПРО ""Shevalye"", обеспечивая непревзойденную противоракетную оборону для корабля такого размера.",,,,,
A_S-F_velox,SHIP,"Сверхмобильный легкий фрегат: Velox способен нести весьма солидный ударный комплект, но чтобы полностью раскрыть свой атакующий потенциал, вынужден жертвовать возможностями точечной обороны.

Любимец адмиралов, предпочитающих тактику «волчьей стаи», Velox благодаря эффективным щитам и впечатляющей скорости обладает заметной живучестью и получает много возможностей использовать короткие окна уязвимости противника.",,,,,
A_S-F_buraq,SHIP,"Buraq необычен для ракетно-ориентированных кораблей: у него всего одна ракетная точка, но огромная часть внутреннего объема отведена под боезапас именно для этого орудия. Из-за этого корабль крайне специализирован под установленный пусковой комплекс, однако колоссальные запасы боеприпасов позволяют выжать из него максимум.",,,,,
A_S-F_auspice,SHIP,"Реликт автономных ИИ-флотов, разработанных корпорацией Tri-Tachyon. Незаконные по законам Доминиона (и Гегемонии) и считающиеся мерзостью Церковью Галактического Искупления, эти создания были уничтожены в ходе Первой войны ИИ. По крайней мере, так утверждает официальная история.

Auspice выступает кораблем поддержки передней линии: он ""поддерживает"" союзников тем, что калечит легкие цели своим средним энергетическим слотом и выводит из строя более тяжелые при помощи EMP Emitter.",,,,,
A_S-F_rinka,SHIP,"Способность Rinka нести довольно тяжелое для фрегата вооружение делает его популярным и у наемников, и у лихих капитанов. Но столь агрессивные сборки часто страдают нехваткой практичных средств борьбы с истребителями и ракетами, из-за чего в крупных боях корабль нередко отходит на вторые роли.",,,,,
A_S-F_transparence,SHIP,"Transparence - уникальный прототипный корабль с широким набором передовых технологий. Ядро фотонное ускорительное ядро, вокруг которого построено это судно, раздвигает границы того, что считается возможным для классической доминионской науки: корабль способен выдавать огневую мощь крейсерского уровня при маневренности, близкой к некоторым фрегатам.",,,,,
A_S-F_invigilator,SHIP,"Централизованный энергетический слот с прямой подпиткой от силового ядра корабля дает Invigilator огромный потенциал для нанесения высокоинтенсивных всплесков урона.

Способный бить намного выше своей весовой категории, Invigilator считается желанным усилением для малых флотов и представляет вполне ощутимую угрозу для эсминцев и даже некоторых крейсеров.",,,,,
A_S-F_incisor,SHIP,"Легкий истребитель поддержки, способный обеспечивать умеренное лучевое подавление и точечную оборону на достойной дистанции. Хотя Incisor не способен наносить заметный урон даже щитам невысокого качества, угроза абляции брони обычно достаточна, чтобы вынуждать капитанов держать щиты поднятыми под огнем.",,,,,
A_S-F_henki,SHIP,"Высокомобильный эсминец: Henki оснащен довольно продвинутым для боевого корабля сенсорным массивом, который в сочетании с достойной скоростью и сфокусированной носовой огневой мощью делает его любимцем капитанов, охотящихся на контрабандистов и небольшие пиратские рейдерские группы.

Корабль использует несколько архаичную схему щитового излучателя, питаемого прямым плазменным отбором от основных двигателей. Это, к сожалению, мешает маневренности при активном щите, но сам щит при этом довольно эффективно поглощает урон.",,,,,
A_S-F_pneuma,SHIP,"Уникальная модификация Henki: Pneuma специализируется на высокоскоростных рейдовых боях, получив дополнительный ракетный модуль Huivi для мощного насыщения точечной обороны, еще один главный двигатель и измененную компоновку вооружения.

Крайне мобильный эсминец, Pneuma оснащен довольно продвинутым для боевого корабля сенсорным массивом; в сочетании с впечатляющей скоростью и сфокусированной носовой огневой мощью это делает владение им мечтой любого капитана, охотящегося на контрабандистов и небольшие пиратские рейдерские группы.

Корабль использует несколько архаичную схему щитового излучателя, питаемого прямым плазменным отбором от основных двигателей. Это, к сожалению, мешает маневренности при активном щите, но сам щит при этом довольно эффективно поглощает урон.",,,,,
A_S-F_perytonne,SHIP,"] ПРЕДУПРЕЖДЕНИЕ: Сбой идентификации корпуса.
] Сопоставление шаблона....
] Совпадение 73%: ракетный крейсер Peryton.
] ОШИБКА: обнаружены аномальные энергетические показатели.
] ОШИБКА: HWPREDICT ROUND FAIL;
] ОШИБКА: VDEF PERCENTNAN;
] ОШИБКА: CDEF PREDICT & PREDICTSIGMA OOB;
] -
] -
] -",,,,,
A_S-F_gyastar,SHIP,"""Мне плевать, что их всего четверо. Держите щиты поднятыми и усиливайте заградительный огонь, флака у нас и близко недостаточно.""",- Капитан Найджел Хинксон,,,,
A_S-F_giganberg,SHIP,"Снаружи этот корабль похож на ряд распространенных в Секторе судов, но его внутреннее устройство совсем не стандартно.

Хотя ракетная компоновка и встроенный болтер AURA уже выглядят достаточными, чтобы сделать корабль серьезной угрозой, именно пара дрон-авиакрыльев Gyastar раскрывает его в бою по-настоящему.

Большая часть данных на внутренних носителях сильно повреждена, но в уцелевших фрагментах документации многократно встречается упоминание некоего ""Ковчега"". Где он находится и что именно собой представляет, остается загадкой.",,,,,
A_S-F_rinka_p,SHIP,"Пиратские инженеры полностью отказались от попыток тонкой настройки в этой переделке Rinka: и без того агрессивный корабль превратился в наспех собранную груду металла с гипертрофированными двигателями и жестко форсированным вооружением. Формально он вооружен легче стандартного Rinka, но сочетание огромной скорости и расширенного ракетного боезапаса делает этот вариант настоящим кошмаром, пусть и лишь до тех пор, пока его разогнанные системы не начнут разваливаться.",,,,,
A_S-F_apologee,SHIP,"] ПРЕДУПРЕЖДЕНИЕ: Сбой идентификации корпуса.
] Сопоставление шаблона....
] Совпадение 68%: крейсер Apogee.
] ОШИБКА: обнаружены аномальные энергетические показатели.
] ОШИБКА: EPS OUTPUT FAIL;
] ОШИБКА: RRD COMPUTE OOB;
] ОШИБКА: RPN & MRTG FORECAST NAN;
] -
] -
] -",,,,,
A_S-F_peluda,SHIP,"Благодаря гибким вариантам монтажа Peluda способна выполнять самые разные роли и становится уместным пополнением почти любого флота.

Хотя корабль оснащен системами фокусировки энергии, позволяющими эффективнее использовать энергетическое оружие, на практике часто возникает соблазн ставить баллистические или ракетные системы: их чистая эффективность и мощь нередко перевешивают преимущества фокусирующих контуров.

Изначально Peluda создавалась как испытательная платформа для нетипичной конструкции флюкс-каналов. Несмотря на высокую эффективность, исходные каналы оказались слишком ненадежными в боевых условиях и были заменены на более стандартные, но сильно изолированные магистрали.",,,,,
A_S-F_hecatocles,SHIP,"Настоящий летающий арсенал: Hecatocles несет широкий набор боеприпасов и остается полезным почти в любой ситуации, но лишен ярко выраженной специализации.",,,,,
A_S-F_rangda,SHIP,"Прототипный стенд для новой системы векторной тяги, Rangda - один из самых «скользких» кораблей Сектора, легко входящий в бой и выходящий из него.

Учитывая ограниченную огневую мощь, которую можно было разместить на этом корпусе, в корабль интегрировали систему баллистического форсажа: она отводит мощность от автозарядника Aspinas, чтобы центральный кластер слотов на полной раскрутке выдавал по-настоящему карательную скорострельность.",,,,,
A_S-F_niteo,SHIP,"Автономные ИИ-флоты были разработаны корпорацией Tri-Tachyon. Незаконные по законам Доминиона (и Гегемонии) и считающиеся мерзостью Церковью Галактического Искупления, эти создания были уничтожены в ходе Первой войны ИИ. Однако это не реликт тех флотов.

Хотя корабль разделяет ряд черт с отбракованными прототипными корпусами, его происхождение столь же неясно, как и источник многочисленных продвинутых технологий, набитых в его внутренности. Niteo доводит технологии темпоральных манипуляций до впечатляющего предела, закрепляя за собой репутацию одного из самых опасных кораблей, встречающихся в боевых флотах ИИ-остатков.",,,,,
A_S-F_triarii,SHIP,"Спроектированный как линейный корабль, Triarii несет несколько скромное вооружение, но компенсирует это надежным набором оборонительных средств и достойным флюкс-ядром для корабля такого размера.

Одна из ключевых особенностей судна - система быстрого производства и управления батареей бронированных дронов ""Panel"". Они формируют расходуемый экран от входящего огня, а также несут малые сенсорные ретрансляторы и могут работать как распределенная сеть обнаружения, позволяя кораблю вести бой на немного увеличенной дистанции.",,,,,
A_S-F_downfall,SHIP,"Грубое силовое решение против бронированных целей: сочетание тяжёлого короткоствольного мортирного орудия и батареи легких картечных флак-труб позволяет Downfall буквально проламываться почти через любую угрозу. Лишь значительная масса корпуса немного сдерживает его, делая корабль сравнительно легкой целью для оружия точечной обороны.",,,,,
A_S-F_lafiel,SHIP,"Происхождение неизвестно, но конструкторы явно сочли нормальной идею подвергать живой экипаж быстро колеблющемуся темпоральному градиенту. Последствия боевого применения таковы, что даже при строгом психпрофилировании настоятельно рекомендуется часто ротировать экипажи.",,,,,
A_S-F_superlasher,SHIP,"Изначальная разработка Flogger началась как пакет модернизации для фрегата класса Lasher. Поначалу усилия были направлены лишь на устранение предполагаемых слабых мест Lasher, но со временем из-за отсутствия внятного контроля проект разросся далеко за пределы исходного замысла и в итоге породил Flogger.

Скорость, огневая мощь и защита были улучшены по сравнению с Lasher, а добавление гибко настраиваемой системы слотов позволяет кораблю представлять серьезную угрозу практически в любом бою.",,,,,
A_S-F_coruscate,SHIP,"Автономный ИИ-истребитель поддержки: Coruscate несет достойный набор вооружения и рассчитан на устойчивое давление прямым огнем по вражеским кораблям, пусть и ценой меньшей способности защищать материнский корабль от истребителей и ракет.",,,,,
A_S-F_phobia,SHIP,"Часто воспринимаемый как нечто тревожное и неприятное, Phobia служит нежелательным напоминанием о мощи фазовых кораблей, во многом благодаря своей тяжелой системе EMP Emission.

Хотя нестандартная компоновка фазовых катушек обеспечивает этому кораблю маневренность выше средней, по-настоящему выделяет его носовой кластер слотов и связанное с ним вспомогательное оборудование, дающие заметно большую гибкость в бою, чем может показаться на первый взгляд.",,,,,
A_S-F_jorogumo,SHIP,"Кастомно модифицированный вариант Phobia. Изменения, включая установку палубы запуска для комплекта тяжелых оборонительных фазовых дронов, делают Jorogumo необычно хорошо защищенным для фазового корабля.

Часто воспринимаемый как нечто тревожное и неприятное, Phobia служит нежелательным напоминанием о мощи фазовых кораблей, во многом благодаря своей тяжелой системе EMP Emission.

Хотя нестандартная компоновка фазовых катушек обеспечивает этому кораблю маневренность выше средней, по-настоящему выделяет его носовой кластер слотов и связанное с ним вспомогательное оборудование, дающие заметно большую гибкость в бою, чем может показаться на первый взгляд.",,,,,
A_S-F_jorogumo_module,SHIP,Автоматизированный ангар запуска дронов Clavata.,,,,,
A_S-F_misside,SHIP,"Ракетная платформа, не похожая ни на один другой корабль своего класса: Misside несет впечатляющее количество ракетных слотов, позволяя выставлять по-настоящему сокрушительный ударный залп. Либо его можно оснастить ракетами поддержки и превратить в постоянную занозу для любого вражеского флота.",,,,,
A_S-F_initone,SHIP,"Корабль, разработанный после глубокого анализа уточненных боевых данных, оснащен продвинутой флюкс-системой, позволяющей применять более агрессивную тактику.

В целом впечатляющие характеристики позволяют Initone эффективно сражаться с большинством целей, однако компромиссы при интеграции вторичного флюкс-банка привели к снижению доступного потока на щитовой излучатель, делая корабль несколько уязвимым к кинетическому урону.",,,,,
A_S-F_initone_lg,SHIP,"Модифицирован для операций в системе Аскония по приказу Верховного исполнителя Филипа Андрады; этот корпус получил интегрированную солнечную защиту, а также своеобразную внутреннюю обшивку, поставленную промышленным конгломератом из самой Синдрии. То, что главный конструктор, назначенный Верховным исполнителем за многолетнюю верную службу, входит в совет директоров этого конгломерата, служит лишь примером единства и эффективности Синдрийского государства.

Корабль, разработанный после глубокого анализа уточненных боевых данных, оснащен продвинутой флюкс-системой, позволяющей применять более агрессивную тактику.

В целом впечатляющие характеристики позволяют Initone эффективно сражаться с большинством целей, однако компромиссы при интеграции вторичного флюкс-банка привели к снижению доступного потока на щитовой излучатель, делая корабль несколько уязвимым к кинетическому урону.

Одобренные Верховным исполнителем модификации убрали ""неудобные"" и ""неэффективные"" ракетные слоты, освободив больше места для акцента на основном вооружении корабля.",,,,,
A_S-F_naja,SHIP,"Naja - бомбардировщик, созданный с единственной целью: нести и эффективно доставлять торпеду Cauldron.

Проект предложили вскоре после того, как программа Cobra столкнулась с первыми трудностями, и, что весьма примечательно, конструкция была завершена и запущена в производство задолго до того, как Cobra дошла даже до финальной стадии прототипа. Анализ публичных архивов корпорации Tri-Tachyon показывает, что любые обвинения во взятках Доминионскому совету военно-морских закупок совершенно беспочвенны, и нет никаких сомнений, что Naja успешно разработали исключительно благодаря достоинствам ее конструкции, а не из-за какого-либо корпоративного вмешательства.",,,,,
A_S-F_ocklynge,SHIP,"Корабли класса Ocklynge давно бы устарели, если бы их многократно не потрошили и не набивали новым оборудованием. Они пережили большинство судов своего времени и немало более новых классов. Многие считают, что им давно место в музее, но в условиях послеколлапсного Сектора им, похоже, еще долго служить.",,,,,
A_S-F_axicon,SHIP,"Реликт автономных ИИ-флотов, разработанных корпорацией Tri-Tachyon. Незаконные по законам Доминиона (и Гегемонии) и считающиеся мерзостью Церковью Галактического Искупления, эти создания были уничтожены в ходе Первой войны ИИ. По крайней мере, так утверждает официальная история.

Axicon выступает тяжелой платформой поддержки для других дрон-кораблей в бою: он несет специализированный автофаб, разворачивающий группы ударных дронов Ammon. В сочетании со штатными полетными палубами и ракетным вооружением это позволяет оказывать эффективное давление с большой дистанции.

Хотя дроны Ammon отлично отвлекают противника, их живучесть ниже среднего: компактный размер не оставляет места для щитового излучателя. Кроме того, они работают на перегруженном силовом ядре с проблемами стабильности, которое замыкает и детонирует уже после сравнительно короткого времени работы в бою.",,,,,
A_S-F_cusp,SHIP,"Автономный легкий ИИ-бомбардировщик: Cusp стал неприятным сюрпризом для многих капитанов, поскольку без надежной сетки точечной обороны пережить залп его высокоскоростных торпед класса Moros почти невозможно.",,,,,
A_S-F_ecumenist,SHIP,"Ecumenist - не самый броский и эффектный корабль, но в его корпусе скрыт ряд очень продвинутых технологий, и при правильной комплектации он способен выполнять удивительно широкий набор ролей.",,,,,
A_S-F_dunnock,SHIP,"Реликт ранней эпохи кораблестроения: Dunnock был современником Vanguard, но остался в строю благодаря модернизации с установкой довольно базового щитового излучателя.

Хотя особой популярности он не получил, в приграничных флотах корабль продолжил ограниченную службу благодаря простому обслуживанию и замечательной для своего размера живучести. Те же соображения, судя по всему, руководили и Церковью Лудда при эксплуатации Dunnock.",,,,,
A_S-F_berzelius,SHIP,"Внешне этот корабль может отдаленно напоминать некоторые распространенные в Секторе суда, но даже поверхностный осмотр быстро докажет обратное.

В конструкции заметны черты более ""обычных"" кораблей ArkTech, которые изредка встречаются в Секторе, однако поверх них наложены многочисленные слои избыточной брони, местами почти органической формы. Ключевые силовые элементы также ориентированы так, будто весь корабль изначально рассчитан на дальнейшую достройку и расширение; каким должен быть конечный результат, остается только гадать.

Большая часть данных на внутренних носителях сильно повреждена, но уцелевшие фрагменты документации не раз упоминают некий ""Ковчег""; и если это всего лишь ""Прото-Ковчег"", то полноценный Ковчег, вероятно, является чем-то по-настоящему чудовищным.",,,,,
A_S-F_servant,SHIP,"""Цель захвачена - цикл систем вооружения - уязвимость определена.""",- Внутренний поток данных,,,,
A_S-F_mtumaji,SHIP,"Первичный анализ показывает заметное сходство с автоматическими боевыми дронами Доминиона, но в конструкции присутствует ряд нерегулярных особенностей и модификаций, указывающих, что это нечто... Иное.

Похоже на улучшенную форму боевого дрона Sentry, где ключевое изменение - установка системы AURA в обмен на отказ от оборонительных фаерных пусковых.",,,,,
A_S-F_mtetezi,SHIP,"Первичный анализ показывает заметное сходство с автоматическими боевыми дронами Доминиона, но в конструкции присутствует ряд нерегулярных особенностей и модификаций, указывающих, что это нечто... Иное.

Основан на корпусе боевого дрона Defender, но получил дополнительный турельный слот и более агрессивную систему, ориентированную на импульсные залпы.",,,,,
A_S-F_mlinzi,SHIP,"Первичный анализ показывает заметное сходство с автоматическими боевыми дронами Доминиона, но в конструкции присутствует ряд нерегулярных особенностей и модификаций, указывающих, что это нечто... Иное.

Так же как его меньший родственник Mtumaji основан на Sentry, этот аппарат является усиленной версией боевого дрона Bastillon и также получил систему AURA вместо фаеров, а вместе с ней - модифицированные оружейные слоты для более направленной доставки огня.",,,,,
A_S-F_mbishi,SHIP,"Первичный анализ показывает заметное сходство с автоматическими боевыми дронами Доминиона, но в конструкции присутствует ряд нерегулярных особенностей и модификаций, указывающих, что это нечто... Иное.

Производный от корпуса боевого дрона Berserker, этот корабль заметно гибче благодаря турельным слотам, а также возможности установки ракетного вооружения.",,,,,
A_S-F_persenachia,SHIP,"""Еретик, окруженный оболочками мертвых. Чтобы скрыть свой облик, он поднимает плотный и яростный шторм. Светящийся туман укрывает его во время охоты, а затем он втягивает добычу в танец смерти, создавая новых жертв.""",- Неизвестно,,,,
A_S-F_estucheon,SHIP,"Хотя автоматические машины войны были запрещены в центральных областях Доминиона, боевые дроны негласно применялись за пределами официально инкорпорированного пространства. Приграничные гарнизоны часто усиливали дрон-кораблями, а против мятежных миров их использовали без особых ограничений, смещая страшный баланс истощения в пользу промышленной мощи Доминиона и против жизней ""борцов за свободу"".

На первый взгляд Estucheon может показаться результатом поврежденного производственного чипа, но на деле это полноценный проектный корабль. Просто он задуман как платформа для утилизации запчастей, снятых с других поврежденных судов, из-за чего получил довольно хаотичную структуру, усиленную, впрочем, парой портов для выброса флак-картечи.",,,,,
A_S-F_edifice,SHIP,"Попытка создать корпус, воспроизводящий преимущества линкора класса Paragon в меньшем масштабе. Из-за сокращенного внутреннего объема в этот корпус не удалось установить продвинутое ядро наведения, поэтому конструкторам пришлось пересмотреть концепцию и определить Edifice роль эскорта точечной обороны с потенциалом выдавать достойную огневую мощь для своего размера.

Несмотря на все старания разработчиков, Edifice не обладает щитовыми возможностями полноценного щита-крепости, но, вдохновившись «флюкс-шунтом» на спорном классе Monitor, он получил способность сбрасывать щитовой флюкс во время работы системы.",,,,,
A_S-F_morris,SHIP,"Корабль, созданный для доставки массированной огневой мощи и воплощающий эту идею. Morris может показаться узкоспециализированным, но достойная защита в сочетании с тяжелой батареей флак-картечных портов делает его надежным якорем для небольших флотов.",,,,,
