id,type,text1,text2,text3,text4,text5,notes
rr_onquest,SHIP,"Onquest - воплощение принципа ""сделай из того, что есть"": результат слияния поврежденных Onslaught и Conquest, неожиданно годный к полету и бою.",,,,,
rr_tamerlane,SHIP,Tamerlane задуман как охотник-убийца для уничтожения фрегатов и давления на крупные суда. Система подавления и мобильность помогают ему в этой роли.,,,,,
rr_aruval,SHIP,"Модифицированный ремонтный дрон с замененными инструментами на стойку легких кинетических ракет. Дешево поддерживает авианосцы, но очень хрупок.",,,,,
rr_kirpan,SHIP,"Модифицированный бомбардировщик Khopesh: ракеты заменены квартетом Axle Microtorpedoes, а броня облегчена ради небольшой прибавки скорости.",,,,,
rr_urumi,SHIP,"Очень прочный истребитель с needler, дающим сильные противощитовые возможности. Против брони слаб, поэтому требует смешанного ударного крыла.",,,,,
rr_piranha_p,SHIP,"Пиратская Piranha с парой Arpo Missiles вместо бомбоотсека. Чаще попадает по целям, но теряет значительную часть урона.",,,,,
rr_sojurn,SHIP,"Создан на той же верфи, что и Odyssey. Не имеет тяжелых узлов, зато множество малых энергетических точек сходятся на цели, а платформы ПКО дают гибкость.",,,,,
rr_shkiper,SHIP,"Военный тяжелый редизайн Shepherd с деталями демилитаризованных Mora. Дронов меньше, зато есть достойный ракетный узел и демпферное поле.",,,,,
rr_dominatrix,SHIP,"Родственный Dominator проект, изначально вытесненный баллистической доктриной из-за упора на ракеты. Сейчас снова ценится за тяжелую ракетную мощь и броню.",,,,,
rr_dram_eq,SHIP,"Поврежденный Dram, ""починенный"" пиратами после нанокузницы. Система ракет Itano заняла почти все топливные емкости и стреляет всем, что влезает в трубы.",,,,,
rr_hooligan,SHIP,"Один из немногих оригинальных пиратских проектов: тяжелый двигатель, бронеплиты и оружейные узлы. Уступает почти всем, но умеет громко отвлекать.",,,,,
rr_concierge_p,SHIP,"Пиратский Concierge с вырезанной продвинутой ПКО-аппаратурой и массивом Gyro Micromissiles. Хорош против истребителей, хуже против ракет.",,,,,
rr_chivy,SHIP,"Простой истребитель поддержки: помимо ПКО, Chivy дает небольшое подавление ракетами Newt MRM.",,,,,
rr_saga,SHIP,"Необычный легкий крейсер, плохо вписывающийся во флот. Часто служит огневой поддержкой, хотя безрассудные капитаны ставят ближнее оружие.",,,,,
rr_phaeton_eq,SHIP,Ужасное пиратское творение: бывший Phaeton стал летающей оружейной платформой с тяжелой системой ракет Itano на носу.,,,,,
rr_lily,SHIP,"Lily - более легкий родственник Gryphon, рассчитанный на длительный ракетный обстрел. Встроенная нанокузница ракет использует меньше сырья и может работать многократно.",,,,,
rr_vexilla,SHIP,"Производный от Centurion агрессивный ракетный ударный корабль, жертвующий частью защиты ради тяжелого ракетного залпа на легкой раме.",,,,,
rr_undertaking,SHIP,"Undertaking основан на Venture и пытается улучшить боевые качества, сохранив логистическую ценность. Вооружение сильнее, но потоковое ядро прежнее.",,,,,
rr_undertaking_lp,SHIP,"Фанатики Luddic Path превратили этот корабль в грубую машину священной войны, сняв все лишнее и переделав узлы под свою доктрину.",,,,,
rr_scric,SHIP,"Ракетный корабль поддержки для пары со Shrike. Сам по себе имеет слабую фронтальную мощь, но вместе со Shrike работает как связанная команда.",,,,,
rr_foreman,SHIP,"Foreman - Enforcer, глубоко модифицированный для поддержки добычи при сохранении боевого потенциала, отпугивающий пиратов и случайных охотников.",,,,,
rr_lout,SHIP,"Lout начал как Gremlin, но после удаления фазовой катушки и усиления корпуса стал отчаянным кораблем без ударного потенциала и с плохой живучестью.",,,,,
rr_conslaught,SHIP,"Уникальный корабль из того же источника, что Onquest, но рассчитанный на прямой фронтальный бой вместо бортового залпа.",,,,,
rr_scut,SHIP,"Попытка пиратов вернуть к жизни искалеченный Colossus породила Scut - пушечную баржу сомнительной эффективности, но с удивительно функциональным корпусом.",,,,,
,,,,,,,
rr_arpo,WEAPON,"Пираты укоротили Harpoon, снизив скорость и урон, но упростив установку.",Ближняя поддержка,,,,
rr_arpopod,WEAPON,"Капсула укороченных Harpoon с большим боезапасом, но из-за дефектного автозарядника стреляет только очередями по 3.",Ближняя поддержка,,,,
rr_mini_mblast,WEAPON,Уменьшенный Mining Blaster для откалывания кусков малых астероидов; наносит достойный урон корпусу в ограниченной дальности.,Штурмовое,,,,
rr_flint_coil,WEAPON,"Отчасти успешная пиратская копия railgun. Хуже почти во всем, но низкокачественные материалы боеприпасов дают неожиданно сильный удар.",Ближняя поддержка,,,,
rr_flint_coil_f,WEAPON,"Истребительная версия Flint Coilgun. Снаряды легче, катушки разогнаны, потоковые системы истребителя страдают, но оружие эффективно.",Ближняя поддержка,,,,
rr_creeper,WEAPON,"Пиратская модификация Reaper с грубым наведением и кластером простых бомблетов вместо ядерной боеголовки. Дешевле, но заметно слабее.",Торпеда,,,,
rr_c_typhoon,WEAPON,"Капсула, стреляющая парами Creeper. Теоретически имеет плюсы перед Reaper pod, но страдает против тяжелой брони и ПКО.",Торпеда,,,,
rr_gyro,WEAPON,"Короткодистанционная противоистребительная ракетная система. Легкие боеприпасы непрерывно подаются автозарядником, создавая поток микроркет.",ПКО,,,,
rr_quagmire,WEAPON,"Стреляет очередями специальных дистанционно подрываемых снарядов подавления, в первую очередь для ПКО, но также полезен против щитов и уязвимых компонентов.",ПКО,,,,
rr_quagmire_f,WEAPON,"Стреляет очередями специальных дистанционно подрываемых снарядов подавления, в первую очередь для ПКО, но также полезен против щитов и уязвимых компонентов.",ПКО,,,,
rr_d-tpc,WEAPON,"Thermal Pulse Cannon с поврежденным фокусирующим массивом, стреляющая веером слабых снарядов. Несмотря на повреждение, неплохо давит щиты и имеет достойный длительный огонь.",,,,,
rr_bearing,WEAPON,"Микродвигатель, прикрепленный к плотному металлическому стержню. Создает легкое кинетическое давление и почти ничего больше.",,,,,
rr_axle,WEAPON,"Реклама называет это торпедами, но по факту это скорее тяжелые ракеты. Тем не менее, это достойное противоброневое ударное оружие с хорошим запасом.",,,,,
rr_axle_f,WEAPON,"Компактная версия стандартной стойки Axle для истребителей, несущая только пару торпед.",,,,,
rr_lightneedler_c,WEAPON,"Укороченная версия Light Needler с ухудшенными характеристиками, достаточно компактная для установки в раму истребителя.",,,,,
rr_arpo_f,WEAPON,"Пара ракет Arpo, установленных для использования на модифицированном бомбардировщике Piranha.",,,,,
rr_conc_gyro_array,WEAPON,"Три пусковые установки Gyro Micromissile, прикрученные прямо к корпусу. Ничего изящного - просто втрое больше огня.",,,,,
rr_newt,WEAPON,"Компактный Salamander MRM для истребителей. Боеголовка легче, но ракета все еще эффективна против двигателей вражеских кораблей.",,,,,
rr_wrath,WEAPON,"Эта ""инновация"" Pathers - бак антиматерийного топлива с кучей двигателей. Чрезвычайно разрушительна, если ограниченное наведение доведет ее до цели.",Торпеда,,,,
rr_miser_coil,WEAPON,Miser - итог пиратской оружейной программы. Низкое качество снарядов дает впечатляющее осколочное действие ценой потоковой эффективности.,,,,,
,,,,,,,
rr_coolfeed,SHIP_SYSTEM,"Активирует вторичное предварительное охлаждение баллистического оружия, снижая расход потока при стрельбе и немного повышая эффективность подачи боеприпасов.",Наступательная,"Активирует вторичное предварительное охлаждение баллистического оружия, снижая расход потока при стрельбе и немного повышая эффективность подачи боеприпасов.",,"Увеличивает скорострельность баллистического оружия и скорость восстановления боеприпасов на {{20%}}, а также снижает генерацию потока баллистическим оружием на {{50%}}.",
rr_drone_scope,SHIP_SYSTEM,"Развертывает дрон, чьи бортовые сенсоры увеличивают дальность оружия и сенсоров корабля. Дрон также вооружен PD Laser.",Дроны,"Развертывает дрон, чьи бортовые сенсоры увеличивают дальность оружия и сенсоров корабля. Дрон также вооружен PD Laser.",,"Дрон увеличивает дальность оружия на {{15%}}, а дальность сенсоров - на {{25%}}.",
rr_hyperdisplacer,SHIP_SYSTEM,"Телепортирует корабль вперед на значительное расстояние по направлению движения. В отличие от обычного Skimmer, не хранит заряды, но быстрее восстанавливается за небольшой поток.",Движение,"Телепортирует корабль вперед на значительное расстояние по направлению движения. В отличие от обычного Skimmer, не хранит заряды, но быстрее восстанавливается за небольшой поток.",,Корабль телепортируется на {{600}} единиц.,
rr_barriershield,SHIP_SYSTEM,"Значительно снижает урон по щитам, но создает жесткий поток и уменьшает мощность двигателей во время работы.",Защитная,"Значительно снижает урон по щитам, но создает жесткий поток и уменьшает мощность двигателей во время работы.",,"Щиты корабля получают на {{80%}} меньше урона, а максимальная скорость корабля снижена на {{30%}}.",
rr_damper,SHIP_SYSTEM,"Кратковременно включает энергетическое поле, смягчающее входящий урон ценой отключения оружия и щитов. Хранит только один заряд.",Защитная,"Кратковременно включает энергетическое поле, смягчающее входящий урон ценой отключения оружия и щитов. Хранит только один заряд.",,Снижает весь получаемый урон на {{67%}} для фрегатов и эсминцев и на {{50%}} для более крупных кораблей.,
rr_pd_platforms,SHIP_SYSTEM,Развертывает пару тяжелых оборонительных дрон-платформ с оружием ПКО и активными пускателями ложных целей. Замена потерянных платформ очень медленная.,Дроны,Развертывает пару тяжелых оборонительных дрон-платформ с оружием ПКО и активными пускателями ложных целей. Замена потерянных платформ очень медленная.,,,
rr_itano_array,SHIP_SYSTEM,"Отключает оружие, чтобы задействовать внутреннюю микроркетную установку, выпускающую поток разнообразных легких ракет.",Наступательная,"Отключает оружие, чтобы задействовать внутреннюю микроркетную установку, выпускающую поток разнообразных легких ракет.",,,
rr_flare_stream,SHIP_SYSTEM,"Выпускает длинную очередь ложных целей, сбивающих системы наведения ближайших вражеских ракет.",Защитная,"Выпускает длинную очередь ложных целей, сбивающих системы наведения ближайших вражеских ракет.",,,
rr_heavy_itano_array,SHIP_SYSTEM,"Отключает оружие, чтобы задействовать встроенную ракетную установку, выпускающую разрушительный поток разнообразных ракет.",Наступательная,"Отключает оружие, чтобы задействовать встроенную ракетную установку, выпускающую разрушительный поток разнообразных ракет.",,,
rr_autoforge_lily,SHIP_SYSTEM,"Фиксированная нанокузница быстро превращает подготовленное сырье в ракетные боеприпасы в бою. Процесс дает много потока, поэтому использовать его под огнем рискованно.",Особое,"Фиксированная нанокузница быстро превращает подготовленное сырье в ракетные боеприпасы в бою. Процесс дает много потока, поэтому использовать его под огнем рискованно.",,Количество восстановленных ракет равно базовому боезапасу каждого оружия до любых модификаторов от навыков или модификаций корпуса.,
rr_faithmissileracks,SHIP_SYSTEM,С молитвой и тяжелым трудом экипаж быстро готовит еще один Wrath of Ludd. Отвлечение команды на молитву вызывает небольшую потерю контроля и рост потока.,Наступательная,С молитвой и тяжелым трудом экипаж быстро готовит еще один Wrath of Ludd. Отвлечение команды на молитву вызывает небольшую потерю контроля и рост потока.,,,
rr_cyclemissilefeed,SHIP_SYSTEM,Быстро перезаряжает все ракетное оружие. При использовании создает поток. Не хранит заряды и имеет одно восстанавливаемое применение.,Наступательная,Быстро перезаряжает все ракетное оружие. При использовании создает поток. Не хранит заряды и имеет одно восстанавливаемое применение.,,,
rr_burstjets,SHIP_SYSTEM,"Перенаправляет энергию от щитов к дополнительным двигателям, повышая маневренность и скорость. Слабое энергетическое поле снижает наносимый и получаемый урон.",Движение,"Перенаправляет энергию от щитов к дополнительным двигателям, повышая маневренность и скорость. Слабое энергетическое поле снижает наносимый и получаемый урон.",,"Снижает весь получаемый урон на {{25%}}, максимальная скорость корабля увеличивается на {{90}}, а урон оружия снижается на {{50%}}.",
,,,,,,,
